city,n_agebs,beta,flow_threshold,n_od_pairs_stored,total_flow,mean_transit_demand,mean_vehicle_rate,mean_transit_prop
Toluca,538,1.2005,0.5,219311,4655765.739007009,7633.782026250525,0.5290629133936802,0.4709370866063199
