city,n_agebs,beta,flow_threshold,n_od_pairs_stored,total_flow,mean_transit_demand,mean_vehicle_rate,mean_transit_prop
Aguascalientes,356,1.2005,0.5,103650,2400918.9852400655,4246.660436605888,0.6674504504553372,0.33254954954466276
