cve_ageb,transit_demand,accessibility_score,coverage_gap_raw,coverage_gap_n,demand_quantile,access_quantile,gap_category
0100103574382,306.2212672821397,0.0,306.2212672821397,0.61976854999534,1,1,Medium-gap
0100103674607,1765.693900201146,0.0,1765.693900201146,0.8090564328329213,2,1,Medium-gap
0100103674611,1145.660650951066,0.0,1145.660650951066,0.7622828859802401,2,1,Medium-gap
0100104792742,2849.7546689030546,111275.0,0.025609787096076912,0.002736292887359621,3,2,Medium-gap
0100104792757,2140.8082950643284,0.0,2140.8082950643284,0.8298908526006447,2,1,Medium-gap
0100104792899,344.1265098263949,122440.0,0.0028105496510678197,0.00030369730309503444,1,3,Medium-gap
0100104793416,0.0,70015.0,0.0,0.0,1,2,Medium-gap
0100104793933,2188.494495168936,0.0,2188.494495168936,0.8322736163188229,2,1,Medium-gap
0100110253948,6306.9879124898025,116975.0,0.05391693947895126,0.005682394768346744,4,2,High-gap
0100110253952,0.0,118660.0,0.0,0.0,1,3,Medium-gap
0100110253967,0.0,120155.0,0.0,0.0,1,3,Medium-gap
0100110254541,0.0,0.0,0.0,0.0,1,1,Medium-gap
0100123714575,3633.6367557299695,111565.0,0.0325693917119012,0.003468092711783603,3,2,Medium-gap
0100500010020,15032.792872449774,78790.0,0.19079327426292056,0.018895244060438725,5,2,High-gap
0100500010124,2075.1374977855694,0.0,2075.1374977855694,0.8265211183753675,2,1,Medium-gap
0100500010158,4154.18091885598,41175.0,0.10088840389683262,0.010400679198026973,3,2,Medium-gap
0100500010177,1653.963120759483,0.0,1653.963120759483,0.8019870737140966,2,1,Medium-gap
0100500010228,1124.547448291176,97990.0,0.011476027883082895,0.0012347263159378748,2,2,Medium-gap
0100500010247,6881.78705699491,76045.0,0.09049505637370683,0.009374248612387195,4,2,High-gap
0100500010251,6369.543111034272,92100.0,0.0691582405297909,0.007236045477953052,4,2,High-gap
0100500010355,256.713818656135,100880.0,0.0025447192103184445,0.0002750091460852176,1,2,Medium-gap
0100500010374,5901.311661182186,100995.0,0.05843114243318732,0.006144888142997636,4,2,High-gap
0100500010482,2969.6228184911483,28970.0,0.10250329013465702,0.010559292483796327,3,2,Medium-gap
0100500010497,8173.966603475238,71685.0,0.11402458783409924,0.01168421179060154,5,2,High-gap
0100500010514,6004.87219615195,715.0,8.386693011385406,0.24230936251005536,4,2,High-gap
0100500010533,10315.121753880345,0.0,10315.121753880345,1.0,5,1,High-gap
0100500010548,11660.56285156186,75150.0,0.1551617789724935,0.015607961628601796,5,2,High-gap
0100500010552,5663.493004412599,0.0,5663.493004412599,0.9351303484035879,4,1,High-gap
0100500010571,366.14458702336873,0.0,366.14458702336873,0.6390498595653505,1,1,Medium-gap
0100500010586,0.0,106850.0,0.0,0.0,1,2,Medium-gap
0100500010622,0.0,91840.0,0.0,0.0,1,2,Medium-gap
0100500010637,3246.3873026461115,37810.0,0.08585827676195053,0.008913167889877583,3,2,Medium-gap
0100500010641,4123.972029092367,0.0,4123.972029092367,0.9008113071875933,3,1,Medium-gap
0100500010656,953.0691330094104,0.0,953.0691330094104,0.7423863526323676,2,1,Medium-gap
0100500010660,0.0,11475.0,0.0,0.0,1,2,Medium-gap
0100500010675,0.0,11475.0,0.0,0.0,1,2,Medium-gap
0100500010694,0.0,0.0,0.0,0.0,1,1,Medium-gap
0100500010707,0.0,0.0,0.0,0.0,1,1,Medium-gap
0100500410302,943.9693061012272,510.0,1.8472980549926168,0.11322563045917,2,1,Medium-gap
0100500410317,191.49308262266453,510.0,0.37474184466274857,0.034438914955626385,1,1,Medium-gap
0100500410389,5260.335585339728,53660.0,0.09802902639421046,0.01011926106506058,4,2,High-gap
0100500410393,4572.051776172631,79245.0,0.05769441708316674,0.0060695433130312695,3,2,Medium-gap
0100500410406,9068.67824540662,0.0,9068.67824540662,0.9860659400876479,5,1,High-gap
0100500410463,541.1279433534676,98355.0,0.0055017278392113095,0.0005936991271424883,1,2,Medium-gap
0100500410478,2925.614476450008,78405.0,0.03731365554230554,0.003964128537206876,3,2,Medium-gap
0100502450590,90.84544469986912,0.0,90.84544469986912,0.48911164093831117,1,1,Medium-gap
0100502450603,2683.602939898698,0.0,2683.602939898698,0.8543331256596678,2,1,Medium-gap
0100504270444,1777.9225860391823,32690.0,0.0543856898240856,0.005730511698968927,2,2,Medium-gap
0100504270459,3143.1969809300244,105540.0,0.029781762357093684,0.0031755684188771852,3,2,Medium-gap
0100504680618,2301.086800965248,0.0,2301.086800965248,0.8376997401231163,2,1,Medium-gap
0100504820711,4575.664871386291,11225.0,0.4075953029918307,0.036994443769667276,3,2,Medium-gap
0101100010013,3962.015792615911,0.0,3962.015792615911,0.8964771515471077,3,1,Medium-gap
0101100010028,4363.18875238178,0.0,4363.18875238178,0.9069113239505897,3,1,Medium-gap
0101100010032,4733.817128682679,0.0,4733.817128682679,0.9157314408548933,4,1,High-gap
0101100010051,3134.03654864132,0.0,3134.03654864132,0.8711170475630363,3,1,Medium-gap
0101100010066,3897.880566080508,0.0,3897.880566080508,0.8947116495566015,3,1,Medium-gap
0101100010070,8036.460714471988,0.0,8036.460714471988,0.9729918645960897,5,1,High-gap
0101100010117,4767.821921154652,0.0,4767.821921154652,0.9165057979953497,4,1,High-gap
0101100010121,3148.102873489351,0.0,3148.102873489351,0.8716014706299353,3,1,Medium-gap
0101100010140,1699.420093804618,0.0,1699.420093804618,0.8049191429101682,2,1,Medium-gap
0101100110193,1705.3876574101912,0.0,1705.3876574101912,0.8052982301208187,2,1,Medium-gap
0101100110206,1564.1345900495792,0.0,1564.1345900495792,0.7959483216568751,2,1,Medium-gap
0101100190155,5387.177992152847,0.0,5387.177992152847,0.9297188566837902,4,1,High-gap
0101100520174,4663.398869954455,0.0,4663.398869954455,0.914110037616298,4,1,High-gap
0101100520189,1866.535426225136,0.0,1866.535426225136,0.8150630207199768,2,1,Medium-gap
0101101280136,4946.873809891358,114820.0,0.04308335417642555,0.00456433031945818,4,2,High-gap
0101101380210,3398.359000418373,39360.0,0.08633822820605098,0.008960985454983635,3,2,Medium-gap
0101101380225,7567.558226907204,50505.0,0.1498348359978459,0.015107814491120475,5,2,High-gap
