cve_ageb,transit_demand,accessibility_score,coverage_gap_raw,coverage_gap_n,demand_quantile,access_quantile,gap_category
0100100014378,1062.1250820031107,123270.0,0.008616179652984973,0.0009283456600980899,2,3,Medium-gap
0100100014414,476.73713569846456,117125.0,0.0040702929810500195,0.0004395442229912036,1,2,Medium-gap
0100100014429,66.79980703257246,0.0,66.79980703257246,0.45626534148767095,1,1,Medium-gap
0100100014433,14436.867373213703,98005.0,0.14730595446415223,0.014869565919511525,5,2,High-gap
0100100014448,2534.548657501124,113205.0,0.022388819121787928,0.0023959267338743567,2,2,Medium-gap
0100100014452,2358.0525912105877,116100.0,0.02031035556292011,0.0021757216153591302,2,2,Medium-gap
0100100014467,4767.429637177629,60165.0,0.07923793566428929,0.008251418152024776,4,2,High-gap
0100100014471,1024.5169429368798,0.0,1024.5169429368798,0.7502006957074925,2,1,Medium-gap
0100100014486,2989.524223812972,123350.0,0.02423591396756388,0.0025912438731743414,3,3,Medium-gap
0100100014490,364.2534811556911,0.0,364.2534811556911,0.6384910563764211,1,1,Medium-gap
0100100014503,0.0,0.0,0.0,0.0,1,1,Medium-gap
0100100014518,2005.7089134573905,122440.0,0.016381023623274805,0.0017581958404344503,2,3,Medium-gap
0100100014522,0.0,0.0,0.0,0.0,1,1,Medium-gap
0100100014537,232.50137037523683,0.0,232.50137037523683,0.5900784157226078,1,1,Medium-gap
0100100014556,0.0,123015.0,0.0,0.0,1,3,Medium-gap
0100100014560,116.15260415571652,123350.0,0.0009416429875373245,0.00010184533581422477,1,3,Medium-gap
0100102374594,933.7921402780784,0.0,933.7921402780784,0.7401776179109972,2,1,Medium-gap
0100102394185,1087.570759342885,0.0,1087.570759342885,0.7566573340929581,2,1,Medium-gap
0100102933666,4019.046120524758,63905.0,0.0628899652696892,0.0065997753274822536,3,2,Medium-gap
0100102933929,5661.758147590193,90755.0,0.0623843949445788,0.006548293276690825,4,2,High-gap
0100103574166,2306.9013404982925,0.0,2306.9013404982925,0.8379727038935014,2,1,Medium-gap
0100103574170,3968.4661118317513,122440.0,0.032411252046551,0.003451519217234822,3,3,Medium-gap
0100103574289,0.0,0.0,0.0,0.0,1,1,Medium-gap
0100103574293,39.00745842730522,0.0,39.00745842730522,0.3991863441759837,1,1,Medium-gap
