city,n_agebs,beta,flow_threshold,n_od_pairs_stored,total_flow,mean_transit_demand,mean_vehicle_rate,mean_transit_prop
Monterrey,1903,2.0,0.5,1418655,36366601.0,13514.097867688544,0.6345043567740877,0.3654956432259123
