cve_ageb,vehicle_rate,total_demand,transit_propensity,transit_demand
1500500010164,0.6070287539936102,23477.766229281842,0.3929712460063898,9226.087048567624
1500500010361,0.5894308943089431,4326.351608135721,0.41056910569105687,1776.2663106573486
1500500010450,0.5469387755102041,4801.4597126136905,0.4530612244897959,2175.3552167351822
1500500040215,0.3387862796833773,28960.938698975697,0.6612137203166226,19149.370021011367
1500500160431,0.27961672473867594,16757.633403610056,0.7203832752613241,12071.918836921182
1500500320145,0.4771084337349398,35563.60582881465,0.5228915662650602,18595.90955386212
1500500320376,0.53515625,3902.858023225828,0.46484375,1814.219159233881
1500500320484,0.497119341563786,13933.830962627804,0.502880658436214,7007.054089025176
1500500340380,0.35701906412478335,19714.39663924594,0.6429809358752167,12675.981201317582
1500500350499,0.29221556886227545,14831.556422332735,0.7077844311377246,10497.54472526784
1500500370395,0.3686746987951807,12969.8420380428,0.6313253012048192,8188.189431246297
1500500450342,0.3062360801781737,42340.86274490996,0.6937639198218263,29374.562906546664
1500501430501,0.6697736351531292,9093.150006466765,0.33022636484687085,3002.79787164282
1500501650516,0.41025641025641024,11295.298687720353,0.5897435897435898,6661.3299953222595
1500501650520,0.4437735849056604,16424.78015299224,0.5562264150943397,9135.896583211534
1500501650535,0.5871886120996441,3827.4582313337614,0.4128113879003559,1580.0183446075314
1500501650554,0.6758620689655173,2543.5019979990143,0.32413793103448274,824.4454752134735
1500501680573,0.6136900078678206,15983.960296376044,0.3863099921321794,6174.763576334098
1500501680588,0.5376,8900.418393472588,0.46240000000000003,4115.553465141725
1501800010124,0.43898573692551507,30540.767181109237,0.561014263074485,17133.805993839414
1501800010139,0.45709828393135726,24472.516563906258,0.5429017160686427,13286.171239062991
1501800010162,0.2830188679245283,1528.520406598754,0.7169811320754718,1095.9202915236351
1501800010177,0.45454545454545453,5745.771085222443,0.5454545454545454,3134.0569555758775
1501800010209,0.391304347826087,675.6879318306429,0.6086956521739131,411.2883063316957
1501800060196,0.4558139534883721,13405.752700767727,0.5441860465116279,7295.223562743368
1501800080035,0.42874845105328374,24459.690503412312,0.5712515489467163,13972.63608683157
1501800100143,0.38422131147540983,16158.415732261852,0.6157786885245902,9950.008048247308
1501800100158,0.4049586776859504,7350.148686589751,0.5950413223140496,4373.64219367324
1501800100213,0.5555555555555556,132.1616542785505,0.4444444444444444,58.738513012689104
1501800100228,0.5384615384615384,400.88837315342363,0.46153846153846156,185.02540299388784
1501800110232,0.9967213114754099,7431.248625170239,0.003278688524590123,24.364749590721793
1501800110247,0.9794801641586868,6077.852784155167,0.020519835841313228,124.71654139853258
1501800360251,0.4192708333333333,11057.478894282853,0.5807291666666667,6421.4005037111365
1501800400266,1.0,9547.341923601158,0.0,0.0
1502200010042,0.3404977375565611,10722.813489578528,0.6595022624434389,7071.719756136065
1502200010057,0.37230419977298523,12482.08230706486,0.6276958002270148,7834.95064223254
1502200010061,0.4241192411924119,16160.976779491675,0.575880758807588,9306.795570845476
1502200010076,1.0,24.099717281704,0.0,0.0
1502200010080,0.32,596.5158198773555,0.6799999999999999,405.6307575166017
