cve_ageb,npp_score,equity_score,final_score,priority_rank,priority_quintile
1507600010147,0.5268774940724228,0.02589246419497455,0.42668048809693315,368,2
1507600010132,0.5411787611686292,0.33932697028350306,0.500808402991604,172,4
1507600010109,0.6179294164675123,0.3596051270326399,0.5662645585805378,46,5
1507600010414,0.5701407067649856,0.34524513224964176,0.5251615918619169,108,5
1507600010306,0.5784498773391523,0.33631314094810894,0.5300225300609437,103,5
1507600010382,0.573149927020515,0.5189002569554011,0.5622999930074923,51,5
1507600010058,0.5575216376651738,0.3598226677972476,0.5179818436915886,131,4
1507600120397,0.2836028319782786,0.19567078254043013,0.26601642209070897,523,1
1507600010202,0.5182830082828781,0.5002235939224982,0.5146711254108022,145,4
1507600010359,0.6311988438147953,0.35273147649107545,0.5755053703500513,40,5
1507600010096,0.6359455502925332,0.35535366524886236,0.5798271732837991,34,5
1507600010185,0.5674562590770869,0.3349497937916805,0.5209549660200056,120,4
1507600010363,0.3810887214329868,0.19095286864744626,0.3430615508758787,484,1
1507600010325,0.5714881787799255,0.35373717981978203,0.5279379789878968,105,5
1507600010113,0.5804640358489208,0.34161903679515565,0.5326950360381678,98,5
1507600010128,0.491362413978381,0.3559366181283107,0.46427725480836696,273,3
1507600010240,0.4281507260064542,0.5347294366616668,0.4494664681374968,310,3
1507600010077,0.5818804784480653,0.37569061152015976,0.5406425050624842,84,5
1507600010062,0.5613953808613974,0.223582947464863,0.49383289418209053,187,4
1508700790333,0.45715572955921074,0.02460331131636735,0.3706452459106421,460,1
1508700010070,0.6333234009537057,0.3725193002073615,0.581162580804437,33,5
1508700300189,0.5262376523053488,0.7292672477028184,0.5668435713848428,45,5
1508700290297,0.6562597696552988,0.723172976607759,0.6696424110457908,2,5
1508700300085,0.6339427302962677,0.5687494304885355,0.6209040703347213,8,5
1508700210136,0.5467221476395442,0.5202018908324463,0.5414180962781246,82,5
1508700290282,0.6222935265144715,0.7188489294515039,0.6416046071018779,5,5
1508700300329,0.5065465287333507,0.7426008917378315,0.5537574013342469,67,5
1508700790348,0.46472702935677024,0.15660394359512736,0.4031024122044417,405,2
1508700170314,0.5672562885038961,0.52922352173579,0.5596497351502749,54,5
1508700300174,0.6152050049277789,0.6880013379344498,0.6297642715291131,6,5
1508700270278,0.5637466325168408,0.5292376056607204,0.5568448271456168,61,5
1508700800352,0.4759947293182346,0.16613766376200056,0.4140233162069878,387,2
1508900010060,0.4071475691286447,0.3258558114586493,0.3908892175946456,426,2
1508900010130,0.33019385000098544,0.3222604261830425,0.32860716523739686,497,1
1508900010075,0.22568411131396401,0.34463473144811746,0.24947423534079471,526,1
1508900010111,0.3259960366396411,0.32301614312611415,0.3254000579369357,501,1
1508900010145,0.14043766619769682,0.2056233536665648,0.15347480369147043,536,1
1508900010126,0.45714535490518793,0.30982421883587413,0.42768112769132516,365,2
1509000010146,0.49455492123565115,0.20668275281815646,0.43698048755215224,339,2
1509000270288,0.6118791607918005,0.5159075025554538,0.5926848291445312,18,5
1509000010150,0.6284543724625339,0.34814561686231993,0.5723926213424911,43,5
1509000060339,0.45334375138059496,0.7284925479087304,0.508373510686222,157,4
1509000350127,0.6199149681984237,0.5490494780877617,0.6057418701762913,12,5
1509000280269,0.6210903239833041,0.5336108147723313,0.6035944221411096,14,5
1509000010165,0.5941211911046234,0.2001556672924473,0.5153280863421882,142,4
1509000350358,0.4106347851963818,0.6775489358491871,0.46401761532694286,276,3
1509000010362,0.4570643324277299,0.35070539384155247,0.43579254471049444,343,2
1509000060292,0.4090819856670177,0.5341949776581532,0.4341045840652448,349,2
1509000060305,0.336684986857594,0.5806233536665648,0.3854726602193882,437,1
1509000010273,0.3510815432666852,0.19054341879935635,0.3189739183732194,508,1
1509000350235,0.5792478886852024,0.5576190667928287,0.5749221243067276,41,5
1509000350254,0.4436779333486982,0.582050644798692,0.471352475638697,251,3
1509000350343,0.47458335899519666,0.5847760923499639,0.49662190566615017,181,4
1509000360023,0.6989376508404976,0.6964006133105566,0.6984302433345094,1,5
1509000060381,0.38589809574029993,0.4556233536665648,0.39984314732555293,410,2
1509000010201,0.5600395463500536,0.2147273575159516,0.49097710858323323,196,4
1509000060216,0.6342773963379809,0.5605089815019209,0.619523713370769,9,5
1509000060220,0.6421710272298577,0.5248456643534312,0.6187059546545725,10,5
1509000370076,0.5881183115940839,0.34333171291545805,0.5391609918583588,87,5
1509000380184,0.6528998702584877,0.5121417064542563,0.6247482374976414,7,5
1509000390057,0.5460720198001469,0.33356105861675567,0.5035698275634687,166,4
1509000010199,0.643978287709379,0.3368771885318607,0.5825580678738753,30,5
1509000360377,0.4819094389396396,0.7609641610812732,0.5377203833679663,90,5
1509000060324,0.5271096719270489,0.5658412342265982,0.5348559843869588,93,5
1510600664723,0.5615084443299635,0.5453655822085592,0.5582798719056827,59,5
1510600664757,0.6075358970301272,0.5232465736999624,0.5906780323640943,22,5
1510600664668,0.5647211520248554,0.5687423791747555,0.5655253974548354,47,5
1510600464827,0.49827743318936313,0.2019013668094609,0.43900221991338273,332,2
1510600644969,0.5402189166174827,0.1767382603016113,0.4675227853543084,261,3
1510600464812,0.49039394801541547,0.21762878126891388,0.4358409146661152,342,2
1510600644973,0.5225412998519974,0.19175896865707331,0.4563848336130126,294,3
1510602354564,0.425773247807269,0.0032993678365529,0.34127847181312576,487,1
1510600644988,0.5918784794641263,0.3767978074960481,0.5488623450705107,71,5
1510600644954,0.560746111025483,0.1922769715810832,0.48705228313660304,209,4
1510602334460,0.4377946321349142,0.025755359251849,0.35538677755830117,473,1
1510600873994,0.5126458657325608,0.1725903067544182,0.4446347539369323,320,3
1510600803871,0.4884083814393744,0.0339994924477496,0.39752660364104947,417,2
1510600803829,0.43187252884916,0.17589796159669616,0.3806776153986673,449,1
1510600873975,0.3038617674574199,0.2056233536665648,0.2842140846992489,516,1
1510600803852,0.5227707464421393,0.1970751335615185,0.4576316238660152,291,3
1510600924066,0.49768392736895567,0.44348590153600687,0.4868443222023659,210,4
1510602354526,0.5351344754731067,0.0196177224376991,0.4320311248660252,354,2
1510602354530,0.2725369069910363,0.0017250759583152,0.2183745407844921,531,1
1510602334437,0.4293122803245369,0.01868362643535525,0.3471865495467006,479,1
