cve_ageb,n_boarding_stops,accessibility_score,accessibility_n
1400200020219,0,0.0,0.0
1400200020045,0,0.0,0.0
1400200020172,0,0.0,0.0
1400200020261,0,0.0,0.0
1400200020149,0,0.0,0.0
1400200020242,0,0.0,0.0
1400200020223,0,0.0,0.0
1400200020327,0,0.0,0.0
1400200020153,0,0.0,0.0
1400200020257,0,0.0,0.0
1400200020238,0,0.0,0.0
1400200020276,0,0.0,0.0
1400200020331,0,0.0,0.0
1400200020204,0,0.0,0.0
1400200020100,0,0.0,0.0
1400200010134,0,0.0,0.0
1400200010030,0,0.0,0.0
1400200010083,0,0.0,0.0
1400200010064,0,0.0,0.0
1400200010168,0,0.0,0.0
1400200010295,0,0.0,0.0
1403900015205,9,294555.0,0.9414890083814431
1400200010079,0,0.0,0.0
1400200010308,0,0.0,0.0
1400200010191,0,0.0,0.0
1400200010280,0,0.0,0.0
1400200040187,0,0.0,0.0
1400200010312,0,0.0,0.0
1400200010098,0,0.0,0.0
1400200010115,0,0.0,0.0
1403900012696,9,529965.0,0.9853997364204765
1403900014207,8,358210.0,0.956116334931318
1403900013020,12,316430.0,0.9468446322286557
1403900014194,13,344845.0,0.9532735823935885
1403900015243,16,302920.0,0.9435825492300459
1403900015084,9,244055.0,0.9274284962444475
1403900011927,18,545525.0,0.9875631573154633
1403900011838,19,590295.0,0.9934598730315999
1403900013088,20,401485.0,0.9646429247791811
1403900012408,11,583780.0,0.992630154854842
1403900015328,6,504760.0,0.9817567701717247
1403900012802,11,466560.0,0.9758733143124794
1403900014353,17,458580.0,0.9745835404490765
1403900011700,16,378255.0,0.9601870279602311
1403900011325,17,590975.0,0.9935459461143707
1403900011734,21,326165.0,0.9491100004135606
1403900012268,15,485570.0,0.9788590473931226
1403900010609,2,421665.0,0.9683092962012844
1403900011151,12,516820.0,0.98352200528956
1403900012588,10,576370.0,0.9916751237253841
1403900013177,11,336185.0,0.9513721447400271
1403900010670,21,542580.0,0.9871584667662285
1403900014809,7,433290.0,0.9703425133445969
1403900014404,15,328905.0,0.9497354212787027
1403900015489,0,0.0,0.0
1403900015031,10,419360.0,0.9678994976811799
1403900012501,9,505110.0,0.9818085916786536
1403900015652,12,611070.0,0.9960458040611307
1403900014391,26,243510.0,0.9272613599818113
1403900010435,13,536215.0,0.9862762566683542
1403900012554,6,503555.0,0.9815780809030731
1403900010882,20,484955.0,0.978764298126092
1403900011359,35,537425.0,0.986444770040269
1403900010469,12,509030.0,0.9823865516593252
1403900013374,20,393540.0,0.9631486351288702
1403900012446,11,550025.0,0.9881773296747889
1403900010774,12,499365.0,0.9809534007634753
1403900015347,10,583635.0,0.992611583213058
1403900012126,9,614730.0,0.9964922515221137
1403900010967,7,500075.0,0.981059621457031
1403900010810,28,539415.0,0.9867210884952252
1403900012145,12,630285.0,0.9983604612948757
1403900014654,17,470820.0,0.9765528375084511
1403900014989,31,452910.0,0.973653409476013
1403900014796,5,310155.0,0.9453471724150599
1403900010878,20,438910.0,0.9713059730476378
1403900015633,13,355665.0,0.9555832768353423
1403900010986,8,521710.0,0.9842260504099861
1403900014550,23,594310.0,0.9939666550828279
1403900014029,28,392970.0,0.9630402729109114
1403900011077,13,593175.0,0.9938237408649422
1403900015188,13,246730.0,0.9282434694744824
1403900014014,25,438580.0,0.9712497416210536
1403900011429,31,550095.0,0.9881868437262887
1403900012681,12,511515.0,0.9827506364592148
1403900012361,12,596095.0,0.9941908632254739
1403900010929,7,613805.0,0.9963796713570386
1403900011217,20,507350.0,0.9821394014292232
1403900011448,24,498190.0,0.9807772807727124
1403900011128,15,565250.0,0.9902186438091118
1403900011556,26,635010.0,0.9989188281883292
1403900015525,0,0.0,0.0
1403900013800,18,421240.0,0.9682339055294663
1403900010539,17,400795.0,0.964514327891942
