route_id,modification_type,reason,current_score,proposed_score,overlap_route_id,detail
C30,shortcut,Route detour_ratio=1.61 > 1.5. Current route_km=14.3km; estimated shortcut=9.8km (straight_line_km=8.9km x 1.1).,0.2682744873547441,0.3061,,Replace detoured alignment with direct route between highest-demand endpoints (~9.8km).
C31,shortcut,Route detour_ratio=1.89 > 1.5. Current route_km=20.0km; estimated shortcut=11.6km (straight_line_km=10.5km x 1.1).,0.22404746124945013,0.2938,,Replace detoured alignment with direct route between highest-demand endpoints (~11.6km).
C32-V1,merge,Route overlaps 72.7% of served AGEBs with C32-V2 (Jaccard=0.73). Consolidation improves frequency without expanding coverage.,0.2670232336779155,,C32-V2,Merge C32-V1 into C32-V2; combine headways to improve service frequency.
C32-V2,shortcut,Route detour_ratio=1.85 > 1.5. Current route_km=14.6km; estimated shortcut=8.7km (straight_line_km=7.9km x 1.1).,0.2750194515435657,0.3243,,Replace detoured alignment with direct route between highest-demand endpoints (~8.7km).
C33,shortcut,Route detour_ratio=2.06 > 1.5. Current route_km=20.7km; estimated shortcut=11.1km (straight_line_km=10.1km x 1.1).,0.2233863011811898,0.3041,,Replace detoured alignment with direct route between highest-demand endpoints (~11.1km).
C34,retire,"Route has low demand-gain (f1=0.002, score=0.239) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.2388631443714356,,,Reduce frequency or retire C34; reallocate vehicles to higher-demand routes.
C35,shortcut,Route detour_ratio=1.63 > 1.5. Current route_km=21.4km; estimated shortcut=14.4km (straight_line_km=13.1km x 1.1).,0.2231620802949399,0.2813,,Replace detoured alignment with direct route between highest-demand endpoints (~14.4km).
C36,retire,"Route has low demand-gain (f1=0.007, score=0.255) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.25505371088035933,,,Reduce frequency or retire C36; reallocate vehicles to higher-demand routes.
C37-V1,merge,Route overlaps 80.7% of served AGEBs with C37-V2 (Jaccard=0.81). Consolidation improves frequency without expanding coverage.,0.19515296383430286,,C37-V2,Merge C37-V1 into C37-V2; combine headways to improve service frequency.
C37-V2,shortcut,Route detour_ratio=1.99 > 1.5. Current route_km=23.4km; estimated shortcut=12.9km (straight_line_km=11.8km x 1.1).,0.20233313678377818,0.2896,,Replace detoured alignment with direct route between highest-demand endpoints (~12.9km).
C38-V1,merge,Route overlaps 78.8% of served AGEBs with C39-V1 (Jaccard=0.79). Consolidation improves frequency without expanding coverage.,0.19568700677164919,,C39-V1,Merge C38-V1 into C39-V1; combine headways to improve service frequency.
C38-V2,merge,Route overlaps 72.1% of served AGEBs with C39-V1 (Jaccard=0.72). Consolidation improves frequency without expanding coverage.,0.192834261603394,,C39-V1,Merge C38-V2 into C39-V1; combine headways to improve service frequency.
C39-V1,retire,"Route has low demand-gain (f1=0.003, score=0.203) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.2032121561977346,,,Reduce frequency or retire C39-V1; reallocate vehicles to higher-demand routes.
C39-V2,merge,Route overlaps 93.4% of served AGEBs with C39-V1 (Jaccard=0.93). Consolidation improves frequency without expanding coverage.,0.18924173427532298,,C39-V1,Merge C39-V2 into C39-V1; combine headways to improve service frequency.
C40,retire,"Route has low demand-gain (f1=0.018, score=0.251) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.25056081541891195,,,Reduce frequency or retire C40; reallocate vehicles to higher-demand routes.
C41-V1,shortcut,Route detour_ratio=1.72 > 1.5. Current route_km=28.1km; estimated shortcut=18.0km (straight_line_km=16.3km x 1.1).,0.1636869514585385,0.2481,,Replace detoured alignment with direct route between highest-demand endpoints (~18.0km).
C41-V2,shortcut,Route detour_ratio=1.58 > 1.5. Current route_km=25.8km; estimated shortcut=18.0km (straight_line_km=16.3km x 1.1).,0.2022049353864136,0.2674,,Replace detoured alignment with direct route between highest-demand endpoints (~18.0km).
C42,shortcut,Route detour_ratio=1.71 > 1.5. Current route_km=18.1km; estimated shortcut=11.6km (straight_line_km=10.6km x 1.1).,0.23572486991255714,0.2897,,Replace detoured alignment with direct route between highest-demand endpoints (~11.6km).
C43-V1,shortcut,Route detour_ratio=2.60 > 1.5. Current route_km=20.2km; estimated shortcut=8.6km (straight_line_km=7.8km x 1.1).,0.2171516415241128,0.314,,Replace detoured alignment with direct route between highest-demand endpoints (~8.6km).
C43-V2,shortcut,Route detour_ratio=1.62 > 1.5. Current route_km=18.2km; estimated shortcut=12.4km (straight_line_km=11.2km x 1.1).,0.23912717629115965,0.2875,,Replace detoured alignment with direct route between highest-demand endpoints (~12.4km).
C43-V3,merge,Route overlaps 74.5% of served AGEBs with C43-V2 (Jaccard=0.74). Consolidation improves frequency without expanding coverage.,0.23695529901683163,,C43-V2,Merge C43-V3 into C43-V2; combine headways to improve service frequency.
C44,shortcut,Route detour_ratio=1.78 > 1.5. Current route_km=8.2km; estimated shortcut=5.1km (straight_line_km=4.6km x 1.1).,0.327307772676796,0.3535,,Replace detoured alignment with direct route between highest-demand endpoints (~5.1km).
C46-V1,retire,"Route has low demand-gain (f1=0.002, score=0.190) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.18959493080325468,,,Reduce frequency or retire C46-V1; reallocate vehicles to higher-demand routes.
C46-V2,shortcut,Route detour_ratio=1.55 > 1.5. Current route_km=28.3km; estimated shortcut=20.0km (straight_line_km=18.2km x 1.1).,0.15202890925346352,0.2208,,Replace detoured alignment with direct route between highest-demand endpoints (~20.0km).
C47-V1,shortcut,Route detour_ratio=1.56 > 1.5. Current route_km=13.3km; estimated shortcut=9.3km (straight_line_km=8.5km x 1.1).,0.30604062495821693,0.3387,,Replace detoured alignment with direct route between highest-demand endpoints (~9.3km).
C47-V2,retire,"Route has low demand-gain (f1=0.018, score=0.268) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.26784276206224633,,,Reduce frequency or retire C47-V2; reallocate vehicles to higher-demand routes.
C49-V1,merge,Route overlaps 90.3% of served AGEBs with C49-V2 (Jaccard=0.90). Consolidation improves frequency without expanding coverage.,0.26718357055461806,,C49-V2,Merge C49-V1 into C49-V2; combine headways to improve service frequency.
C49-V2,shortcut,Route detour_ratio=1.71 > 1.5. Current route_km=11.8km; estimated shortcut=7.6km (straight_line_km=6.9km x 1.1).,0.2912708977711036,0.3261,,Replace detoured alignment with direct route between highest-demand endpoints (~7.6km).
C50-V1,shortcut,Route detour_ratio=1.86 > 1.5. Current route_km=20.4km; estimated shortcut=12.1km (straight_line_km=11.0km x 1.1).,0.255375697524454,0.325,,Replace detoured alignment with direct route between highest-demand endpoints (~12.1km).
C50-V2,merge,Route overlaps 86.8% of served AGEBs with C50-V1 (Jaccard=0.87). Consolidation improves frequency without expanding coverage.,0.2509410120330485,,C50-V1,Merge C50-V2 into C50-V1; combine headways to improve service frequency.
C51-V2,shortcut,Route detour_ratio=2.10 > 1.5. Current route_km=14.5km; estimated shortcut=7.6km (straight_line_km=6.9km x 1.1).,0.27053882392942985,0.328,,Replace detoured alignment with direct route between highest-demand endpoints (~7.6km).
C53,shortcut,Route detour_ratio=1.68 > 1.5. Current route_km=35.8km; estimated shortcut=23.4km (straight_line_km=21.3km x 1.1).,0.14031770033730329,0.195,,Replace detoured alignment with direct route between highest-demand endpoints (~23.4km).
C54,retire,"Route has low demand-gain (f1=0.002, score=0.146) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.14550980528801852,,,Reduce frequency or retire C54; reallocate vehicles to higher-demand routes.
C58-V1,retire,"Route has low demand-gain (f1=0.014, score=0.231) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.2307125694092965,,,Reduce frequency or retire C58-V1; reallocate vehicles to higher-demand routes.
C58-V2,shortcut,Route detour_ratio=1.61 > 1.5. Current route_km=26.3km; estimated shortcut=18.0km (straight_line_km=16.4km x 1.1).,0.19620604339150327,0.2652,,Replace detoured alignment with direct route between highest-demand endpoints (~18.0km).
C60,merge,Route overlaps 67.3% of served AGEBs with C58-V1 (Jaccard=0.67). Consolidation improves frequency without expanding coverage.,0.21440030963272966,,C58-V1,Merge C60 into C58-V1; combine headways to improve service frequency.
C61,shortcut,Route detour_ratio=1.84 > 1.5. Current route_km=11.6km; estimated shortcut=7.0km (straight_line_km=6.3km x 1.1).,0.30937333766678987,0.3483,,Replace detoured alignment with direct route between highest-demand endpoints (~7.0km).
C62,retire,"Route has low demand-gain (f1=0.002, score=0.226) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.22620904243782197,,,Reduce frequency or retire C62; reallocate vehicles to higher-demand routes.
C64,retire,"Route has low demand-gain (f1=0.005, score=0.144) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.1443369768415141,,,Reduce frequency or retire C64; reallocate vehicles to higher-demand routes.
C65,retire,"Route has low demand-gain (f1=0.002, score=0.164) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.16372174008865553,,,Reduce frequency or retire C65; reallocate vehicles to higher-demand routes.
C66-V1,retire,"Route has low demand-gain (f1=0.001, score=0.202) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.20240883231232462,,,Reduce frequency or retire C66-V1; reallocate vehicles to higher-demand routes.
C66-V2,shortcut,Route detour_ratio=1.64 > 1.5. Current route_km=24.3km; estimated shortcut=16.3km (straight_line_km=14.8km x 1.1).,0.1899753507201261,0.2564,,Replace detoured alignment with direct route between highest-demand endpoints (~16.3km).
C67-V1,shortcut,Route detour_ratio=1.66 > 1.5. Current route_km=32.3km; estimated shortcut=21.5km (straight_line_km=19.5km x 1.1).,0.15365662720331968,0.2247,,Replace detoured alignment with direct route between highest-demand endpoints (~21.5km).
C67-V2,shortcut,Route detour_ratio=1.63 > 1.5. Current route_km=31.8km; estimated shortcut=21.5km (straight_line_km=19.5km x 1.1).,0.1727934697012573,0.2439,,Replace detoured alignment with direct route between highest-demand endpoints (~21.5km).
C69,shortcut,Route detour_ratio=2.97 > 1.5. Current route_km=17.8km; estimated shortcut=6.6km (straight_line_km=6.0km x 1.1).,0.24817485926517607,0.3417,,Replace detoured alignment with direct route between highest-demand endpoints (~6.6km).
C70,shortcut,Route detour_ratio=2.60 > 1.5. Current route_km=22.5km; estimated shortcut=9.5km (straight_line_km=8.6km x 1.1).,0.2013410806762263,0.3096,,Replace detoured alignment with direct route between highest-demand endpoints (~9.5km).
C71,shortcut,Route detour_ratio=1.65 > 1.5. Current route_km=28.2km; estimated shortcut=18.8km (straight_line_km=17.1km x 1.1).,0.15291606784423428,0.231,,Replace detoured alignment with direct route between highest-demand endpoints (~18.8km).
C73,shortcut,Route detour_ratio=4.37 > 1.5. Current route_km=21.2km; estimated shortcut=5.3km (straight_line_km=4.9km x 1.1).,0.21065415585189923,0.3429,,Replace detoured alignment with direct route between highest-demand endpoints (~5.3km).
C74,retire,"Route has low demand-gain (f1=0.001, score=0.226) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.22640216054138187,,,Reduce frequency or retire C74; reallocate vehicles to higher-demand routes.
C75,retire,"Route has low demand-gain (f1=0.001, score=0.286) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.2857475657599551,,,Reduce frequency or retire C75; reallocate vehicles to higher-demand routes.
C76-V1,merge,Route overlaps 86.5% of served AGEBs with C76-V2 (Jaccard=0.86). Consolidation improves frequency without expanding coverage.,0.1951427280792533,,C76-V2,Merge C76-V1 into C76-V2; combine headways to improve service frequency.
C76-V2,retire,"Route has low demand-gain (f1=0.025, score=0.214) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.2142362787680739,,,Reduce frequency or retire C76-V2; reallocate vehicles to higher-demand routes.
C77,retire,"Route has low demand-gain (f1=0.041, score=0.275) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.27509248890098037,,,Reduce frequency or retire C77; reallocate vehicles to higher-demand routes.
C78-V1,shortcut,Route detour_ratio=2.14 > 1.5. Current route_km=17.1km; estimated shortcut=8.8km (straight_line_km=8.0km x 1.1).,0.33381103287754244,0.4029,,Replace detoured alignment with direct route between highest-demand endpoints (~8.8km).
C79,shortcut,Route detour_ratio=1.74 > 1.5. Current route_km=22.3km; estimated shortcut=14.1km (straight_line_km=12.8km x 1.1).,0.20248728737111388,0.2707,,Replace detoured alignment with direct route between highest-demand endpoints (~14.1km).
C80-V1,shortcut,Route detour_ratio=1.91 > 1.5. Current route_km=28.1km; estimated shortcut=16.2km (straight_line_km=14.7km x 1.1).,0.16709200310589534,0.2661,,Replace detoured alignment with direct route between highest-demand endpoints (~16.2km).
C80-V2,merge,Route overlaps 100.0% of served AGEBs with C100 (Jaccard=1.00). Consolidation improves frequency without expanding coverage.,0.24248467482342045,,C100,Merge C80-V2 into C100; combine headways to improve service frequency.
C83,merge,Route overlaps 72.0% of served AGEBs with C48 (Jaccard=0.72). Consolidation improves frequency without expanding coverage.,0.31054492332333444,,C48,Merge C83 into C48; combine headways to improve service frequency.
C85,retire,"Route has low demand-gain (f1=0.002, score=0.284) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.2839216736041046,,,Reduce frequency or retire C85; reallocate vehicles to higher-demand routes.
C86,shortcut,Route detour_ratio=1.67 > 1.5. Current route_km=21.7km; estimated shortcut=14.3km (straight_line_km=13.0km x 1.1).,0.2474336908632323,0.3096,,Replace detoured alignment with direct route between highest-demand endpoints (~14.3km).
C88-V2,retire,"Route has low demand-gain (f1=0.005, score=0.215) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.21481234620216422,,,Reduce frequency or retire C88-V2; reallocate vehicles to higher-demand routes.
C89,merge,Route overlaps 82.8% of served AGEBs with C88-V2 (Jaccard=0.83). Consolidation improves frequency without expanding coverage.,0.18944522501191133,,C88-V2,Merge C89 into C88-V2; combine headways to improve service frequency.
C90,merge,Route overlaps 100.0% of served AGEBs with C92 (Jaccard=1.00). Consolidation improves frequency without expanding coverage.,0.235482688479967,,C92,Merge C90 into C92; combine headways to improve service frequency.
C92,retire,"Route has low demand-gain (f1=0.044, score=0.282) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.2817679562555978,,,Reduce frequency or retire C92; reallocate vehicles to higher-demand routes.
C93,shortcut,Route detour_ratio=2.42 > 1.5. Current route_km=33.1km; estimated shortcut=15.1km (straight_line_km=13.7km x 1.1).,0.1399952362353067,0.2644,,Replace detoured alignment with direct route between highest-demand endpoints (~15.1km).
C94,merge,Route overlaps 100.0% of served AGEBs with C92 (Jaccard=1.00). Consolidation improves frequency without expanding coverage.,0.267593781620057,,C92,Merge C94 into C92; combine headways to improve service frequency.
C95,shortcut,Route detour_ratio=1.63 > 1.5. Current route_km=18.6km; estimated shortcut=12.6km (straight_line_km=11.4km x 1.1).,0.2351461669537114,0.2857,,Replace detoured alignment with direct route between highest-demand endpoints (~12.6km).
C96-V2,retire,"Route has low demand-gain (f1=0.002, score=0.245) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.244550148629609,,,Reduce frequency or retire C96-V2; reallocate vehicles to higher-demand routes.
C97-V1,retire,"Route has low demand-gain (f1=0.022, score=0.237) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.23664147687550313,,,Reduce frequency or retire C97-V1; reallocate vehicles to higher-demand routes.
C97-V2,retire,"Route has low demand-gain (f1=0.019, score=0.223) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.22276052644488759,,,Reduce frequency or retire C97-V2; reallocate vehicles to higher-demand routes.
C99,shortcut,Route detour_ratio=2.23 > 1.5. Current route_km=25.1km; estimated shortcut=12.4km (straight_line_km=11.3km x 1.1).,0.19387563989112272,0.3,,Replace detoured alignment with direct route between highest-demand endpoints (~12.4km).
T01,shortcut,Route detour_ratio=1.61 > 1.5. Current route_km=12.7km; estimated shortcut=8.7km (straight_line_km=7.9km x 1.1).,0.28294190225559407,0.3162,,Replace detoured alignment with direct route between highest-demand endpoints (~8.7km).
T02,retire,"Route has low demand-gain (f1=0.001, score=0.247) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.24728569078476403,,,Reduce frequency or retire T02; reallocate vehicles to higher-demand routes.
T03,shortcut,Route detour_ratio=1.57 > 1.5. Current route_km=23.0km; estimated shortcut=16.1km (straight_line_km=14.6km x 1.1).,0.2217368976006825,0.2796,,Replace detoured alignment with direct route between highest-demand endpoints (~16.1km).
T04A-1,retire,"Route has low demand-gain (f1=0.002, score=0.135) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.13502189148786192,,,Reduce frequency or retire T04A-1; reallocate vehicles to higher-demand routes.
T04A-2,shortcut,Route detour_ratio=1.60 > 1.5. Current route_km=35.9km; estimated shortcut=24.7km (straight_line_km=22.5km x 1.1).,0.1373275460071048,0.1815,,Replace detoured alignment with direct route between highest-demand endpoints (~24.7km).
T04A-C01,retire,"Route has low demand-gain (f1=0.017, score=0.259) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.2585092508491633,,,Reduce frequency or retire T04A-C01; reallocate vehicles to higher-demand routes.
T04B-1,retire,"Route has low demand-gain (f1=0.010, score=0.182) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.1816620222282854,,,Reduce frequency or retire T04B-1; reallocate vehicles to higher-demand routes.
T04B-2,retire,"Route has low demand-gain (f1=0.002, score=0.235) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.23549023142113581,,,Reduce frequency or retire T04B-2; reallocate vehicles to higher-demand routes.
T04B-3,retire,"Route has low demand-gain (f1=0.001, score=0.215) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.21486970523713975,,,Reduce frequency or retire T04B-3; reallocate vehicles to higher-demand routes.
T04B-4,shortcut,Route detour_ratio=1.54 > 1.5. Current route_km=15.6km; estimated shortcut=11.1km (straight_line_km=10.1km x 1.1).,0.24751858919883393,0.2846,,Replace detoured alignment with direct route between highest-demand endpoints (~11.1km).
T06,retire,"Route has low demand-gain (f1=0.002, score=0.239) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.23937701394650263,,,Reduce frequency or retire T06; reallocate vehicles to higher-demand routes.
T07,shortcut,Route detour_ratio=1.65 > 1.5. Current route_km=29.3km; estimated shortcut=19.6km (straight_line_km=17.8km x 1.1).,0.14630558356013315,0.227,,Replace detoured alignment with direct route between highest-demand endpoints (~19.6km).
T07-C02,shortcut,Route detour_ratio=1.74 > 1.5. Current route_km=23.0km; estimated shortcut=14.6km (straight_line_km=13.3km x 1.1).,0.21737848842518165,0.2875,,Replace detoured alignment with direct route between highest-demand endpoints (~14.6km).
T08,shortcut,Route detour_ratio=1.71 > 1.5. Current route_km=18.3km; estimated shortcut=11.8km (straight_line_km=10.7km x 1.1).,0.2346488728802228,0.2888,,Replace detoured alignment with direct route between highest-demand endpoints (~11.8km).
T08-C01,shortcut,Route detour_ratio=1.66 > 1.5. Current route_km=14.4km; estimated shortcut=9.5km (straight_line_km=8.7km x 1.1).,0.26464128942932874,0.3054,,Replace detoured alignment with direct route between highest-demand endpoints (~9.5km).
T09-B,shortcut,Route detour_ratio=18436.51 > 1.5. Current route_km=18.4km; estimated shortcut=0.0km (straight_line_km=0.0km x 1.1).,0.23749613179429058,0.3911,,Replace detoured alignment with direct route between highest-demand endpoints (~0.0km).
T09-O,shortcut,Route detour_ratio=26442.58 > 1.5. Current route_km=26.4km; estimated shortcut=0.0km (straight_line_km=0.0km x 1.1).,0.1697607477676903,0.3901,,Replace detoured alignment with direct route between highest-demand endpoints (~0.0km).
T10,merge,Route overlaps 66.7% of served AGEBs with T10-C01 (Jaccard=0.67). Consolidation improves frequency without expanding coverage.,0.24517085340853573,,T10-C01,Merge T10 into T10-C01; combine headways to improve service frequency.
T10-C01,retire,"Route has low demand-gain (f1=0.001, score=0.251) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.2509222161443551,,,Reduce frequency or retire T10-C01; reallocate vehicles to higher-demand routes.
T10-C02,merge,Route overlaps 73.2% of served AGEBs with T10-C01 (Jaccard=0.73). Consolidation improves frequency without expanding coverage.,0.24970570818338744,,T10-C01,Merge T10-C02 into T10-C01; combine headways to improve service frequency.
T10-C03,retire,"Route has low demand-gain (f1=0.011, score=0.252) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.2520235225230776,,,Reduce frequency or retire T10-C03; reallocate vehicles to higher-demand routes.
T11A,retire,"Route has low demand-gain (f1=0.001, score=0.236) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.2364965983586036,,,Reduce frequency or retire T11A; reallocate vehicles to higher-demand routes.
T11A-C01,merge,Route overlaps 75.8% of served AGEBs with T11A (Jaccard=0.76). Consolidation improves frequency without expanding coverage.,0.22731499573235406,,T11A,Merge T11A-C01 into T11A; combine headways to improve service frequency.
T11A-C02,retire,"Route has low demand-gain (f1=0.001, score=0.222) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.22220949315452643,,,Reduce frequency or retire T11A-C02; reallocate vehicles to higher-demand routes.
T11A-C03,merge,Route overlaps 64.9% of served AGEBs with T11A-C02 (Jaccard=0.65). Consolidation improves frequency without expanding coverage.,0.21835350565485412,,T11A-C02,Merge T11A-C03 into T11A-C02; combine headways to improve service frequency.
T11B,retire,"Route has low demand-gain (f1=0.002, score=0.136) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.13567492496082204,,,Reduce frequency or retire T11B; reallocate vehicles to higher-demand routes.
T13A,retire,"Route has low demand-gain (f1=0.016, score=0.137) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.1366434485473666,,,Reduce frequency or retire T13A; reallocate vehicles to higher-demand routes.
T14B,shortcut,Route detour_ratio=102.08 > 1.5. Current route_km=1691.7km; estimated shortcut=18.2km (straight_line_km=16.6km x 1.1).,0.17025785072380534,0.2683,,Replace detoured alignment with direct route between highest-demand endpoints (~18.2km).
T14B-C03-1,merge,Route overlaps 70.0% of served AGEBs with T14B-C03-2 (Jaccard=0.70). Consolidation improves frequency without expanding coverage.,0.31996746539747645,,T14B-C03-2,Merge T14B-C03-1 into T14B-C03-2; combine headways to improve service frequency.
T15,shortcut,Route detour_ratio=1.74 > 1.5. Current route_km=28.4km; estimated shortcut=18.0km (straight_line_km=16.4km x 1.1).,0.1585282647344747,0.2456,,Replace detoured alignment with direct route between highest-demand endpoints (~18.0km).
T16B,retire,"Route has low demand-gain (f1=0.016, score=0.177) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.17665194440091564,,,Reduce frequency or retire T16B; reallocate vehicles to higher-demand routes.
T16B-C06,shortcut,Route detour_ratio=1.51 > 1.5. Current route_km=20.8km; estimated shortcut=15.1km (straight_line_km=13.7km x 1.1).,0.2581016634399538,0.3055,,Replace detoured alignment with direct route between highest-demand endpoints (~15.1km).
T16B-C07-C,shortcut,Route detour_ratio=1.58 > 1.5. Current route_km=3.4km; estimated shortcut=2.3km (straight_line_km=2.1km x 1.1).,0.33929939951382315,0.3478,,Replace detoured alignment with direct route between highest-demand endpoints (~2.3km).
T16B-C07-V,merge,Route overlaps 61.7% of served AGEBs with T16B-C06 (Jaccard=0.62). Consolidation improves frequency without expanding coverage.,0.2440278753848098,,T16B-C06,Merge T16B-C07-V into T16B-C06; combine headways to improve service frequency.
T16B-C08-P,retire,"Route has low demand-gain (f1=0.031, score=0.248) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.2476809545584357,,,Reduce frequency or retire T16B-C08-P; reallocate vehicles to higher-demand routes.
T17,retire,"Route has low demand-gain (f1=0.001, score=0.168) with no high-scoring overlapping route. Consider service reduction or rerouting to higher-demand corridor.",0.16773444572375606,,,Reduce frequency or retire T17; reallocate vehicles to higher-demand routes.
T17-C01,shortcut,Route detour_ratio=1.68 > 1.5. Current route_km=40.2km; estimated shortcut=26.3km (straight_line_km=23.9km x 1.1).,0.13898313248000962,0.1701,,Replace detoured alignment with direct route between highest-demand endpoints (~26.3km).
T18-1-L,merge,Route overlaps 94.1% of served AGEBs with T18-2-L (Jaccard=0.94). Consolidation improves frequency without expanding coverage.,0.1629418550115452,,T18-2-L,Merge T18-1-L into T18-2-L; combine headways to improve service frequency.
T18-1-T,merge,Route overlaps 79.7% of served AGEBs with T18-2-L (Jaccard=0.80). Consolidation improves frequency without expanding coverage.,0.15746308202634607,,T18-2-L,Merge T18-1-T into T18-2-L; combine headways to improve service frequency.
T18-2-L,shortcut,Route detour_ratio=26887.11 > 1.5. Current route_km=26.9km; estimated shortcut=0.0km (straight_line_km=0.0km x 1.1).,0.16528710251259832,0.3893,,Replace detoured alignment with direct route between highest-demand endpoints (~0.0km).
T18-2-T,merge,Route overlaps 84.9% of served AGEBs with T18-2-L (Jaccard=0.85). Consolidation improves frequency without expanding coverage.,0.1611462225663065,,T18-2-L,Merge T18-2-T into T18-2-L; combine headways to improve service frequency.
