cve_ageb,POBTOT,POB0_14,POB15_64,POB65_MAS,P_15A17,P_18A24,VPH_AUTOM,VIVPAR_HAB
1407000011217,75,36,34,5,5,5,4,16
1407000011240,232,66,153,13,12,33,37,74
1407000011274,40,13,23,4,0,*,*,10
1407000011289,41,14,24,3,3,*,7,9
1407000011503,2955,1094,1826,35,142,392,230,852
1407000130000,42576,12541,27780,2251,2550,5879,4461,10313
140700013005A,1352,341,890,121,68,197,161,342
1407000130083,2845,776,1864,205,160,346,336,723
1407000130238,1123,297,783,43,73,177,148,265
1407000130327,3550,918,2444,188,212,514,404,869
1407000130350,3463,1112,2209,138,198,467,330,860
1407000130365,2953,867,1933,153,168,436,290,698
1407000130401,520,125,337,58,21,62,63,113
1407000130416,3614,1048,2405,161,206,582,415,895
1407000130420,2546,778,1670,98,162,353,249,635
1407000130435,2487,814,1583,90,174,367,260,574
1407000130596,443,137,282,24,32,59,42,119
1407000131429,3317,1019,2156,142,194,424,354,776
1407000131433,1663,499,1074,90,88,222,148,409
1407000131448,3780,1213,2354,213,235,495,294,887
1407000131452,2965,968,1892,105,209,408,285,699
1407000131471,2192,561,1449,182,123,262,261,562
1407000131486,3763,1068,2455,240,227,508,421,887
1407000140000,29445,8019,19635,1777,1719,4040,3398,7140
1407000140219,1547,375,1065,107,92,208,191,373
1407000140223,2129,544,1419,166,100,265,201,521
1407000140276,3007,783,2018,206,213,420,358,693
1407000140280,1558,391,1075,92,68,210,206,401
1407000140346,1948,523,1331,94,112,274,215,507
140700014044A,2379,742,1533,104,136,284,270,576
1407000140454,68,27,37,4,*,7,9,17
1407000140469,1273,352,859,62,80,181,144,299
1407000140473,468,142,311,15,36,65,54,93
1407000140488,2035,652,1287,83,148,271,202,485
1407000140543,603,195,383,25,35,82,68,132
1407000140558,668,72,525,71,33,112,206,204
1407000140609,691,210,454,27,40,103,54,153
1407000140774,1094,323,720,51,65,175,126,269
1407000140810,1164,351,776,37,82,184,96,271
1407000140825,3050,828,2002,219,154,418,323,736
140700014083A,2095,565,1364,166,119,273,209,497
1407000140844,1915,467,1301,147,116,269,216,468
1407000140859,1698,462,1136,100,85,237,241,432
1407000140948,32,8,23,*,3,*,5,7
1407000141077,23,7,16,0,*,0,4,6
1407000200000,39246,12145,26023,1072,2139,4963,4432,10923
1407000200079,3579,940,2407,230,206,441,487,980
1407000200191,2953,773,2026,154,168,416,365,753
1407000200204,1859,468,1206,185,106,221,242,492
1407000200242,1052,287,722,43,69,160,147,260
1407000200257,0,0,0,0,0,0,0,0
1407000200261,520,132,351,37,21,34,83,142
1407000200613,458,149,296,13,32,59,65,115
1407000200789,7365,2391,4879,92,422,940,575,2025
1407000200793,62,18,38,6,*,8,5,16
1407000200933,397,116,269,12,35,46,56,93
1407000201221,25,4,19,*,3,5,7,7
1407000201236,3667,1113,2462,92,238,422,628,1060
1407000201255,1558,503,1024,31,81,168,260,457
140700020126A,2755,873,1854,28,144,469,166,836
1407000201382,3999,1327,2630,42,175,404,629,1220
1407000201397,8997,3051,5840,105,437,1170,717,2467
1407000210000,21834,6502,14291,935,1265,2947,2389,5396
1407000210721,632,174,432,26,41,81,79,169
1407000210736,2541,702,1725,113,152,300,297,621
1407000210740,409,145,251,13,24,48,47,92
1407000210755,496,149,331,16,35,81,59,128
140700021076A,489,135,322,32,26,61,46,137
1407000210967,912,322,544,23,39,103,74,207
1407000211005,1887,540,1201,81,99,233,218,491
140700021101A,3646,1078,2370,198,214,457,408,939
1407000211096,1917,580,1246,91,104,273,201,449
1407000211109,1680,472,1131,60,92,304,178,386
1407000211113,2252,656,1497,99,154,304,244,567
1407000211128,2543,784,1654,105,141,342,306,645
1407000211151,1677,520,1101,56,103,262,143,393
1407000211185,496,164,319,13,25,66,55,106
140700021119A,257,81,167,9,16,32,34,66
1407000430000,21215,6398,13750,1048,1288,2856,2001,5226
1407000430295,4098,1162,2698,238,218,545,352,967
1407000430308,2588,809,1645,134,149,357,191,618
1407000430492,1333,426,856,51,93,175,121,308
1407000430505,662,192,433,37,44,88,54,161
1407000430628,48,15,31,*,*,7,7,13
1407000430632,37,14,19,4,*,*,4,12
1407000430647,110,39,69,*,10,7,17,28
1407000430651,260,80,164,16,19,29,15,68
1407000430666,25,3,21,*,*,7,4,7
1407000430806,819,234,545,40,60,114,105,211
1407000430897,2773,840,1808,123,181,373,267,701
140700043090A,1296,397,832,67,66,179,115,316
1407000430971,243,71,160,12,11,31,30,65
1407000430986,23,10,13,0,*,*,*,5
1407000430990,75,26,47,*,4,10,9,20
1407000431024,1847,568,1194,85,90,275,204,453
1407000431039,1259,383,816,60,88,155,133,318
1407000431081,92,30,60,*,*,19,11,22
1407000431132,1023,312,648,63,63,120,108,265
1407000431147,1853,566,1209,78,135,268,167,462
1407000431202,751,221,482,31,49,94,86,206
1407000640000,4619,1366,3130,123,288,661,529,1301
1407000641293,1556,476,1035,45,100,207,143,420
1407000641306,3063,890,2095,78,188,454,386,881
1407001110000,20381,6832,13193,356,1308,2580,1958,5929
1407001111310,1995,600,1347,48,149,283,237,546
1407001111325,3531,1093,2353,85,250,452,505,1007
140700111133A,7492,2585,4800,107,466,1035,498,2220
1407001111344,1579,494,1052,33,107,185,128,478
1407001111359,2000,633,1329,38,162,274,174,580
1407001111363,3506,1340,2123,43,158,316,389,1015
1407001111378,0,0,0,0,0,0,0,0
1407001111490,278,87,189,*,16,35,27,83
1407001160000,11505,32,11348,125,11,1205,14,31
1407001161467,11505,32,11348,125,11,1205,14,31
1407001210000,3949,1258,2606,85,281,495,367,1190
1407001211518,3949,1258,2606,85,281,495,367,1190
1407001340000,3103,1166,1909,28,130,342,355,899
1407001341467,3103,1166,1909,28,130,342,355,899
1409700000000,727750,215808,485534,26105,42020,87350,100635,205701
1409700010000,44103,13062,29006,2027,2706,5517,5556,11897
1409700010195,1950,566,1289,95,113,267,190,457
1409700010208,953,286,631,36,72,120,90,218
1409700010212,2295,685,1511,99,143,268,416,606
1409700010513,106,35,70,*,3,11,14,24
1409700010528,1345,482,857,6,70,108,243,355
1409700010532,2209,670,1486,53,131,321,270,621
1409700010566,1,*,*,*,*,*,*,*
1409700010636,429,106,295,28,22,59,111,126
1409700010918,3178,840,2022,314,186,370,319,690
1409700010922,3406,904,2223,279,184,413,383,859
1409700010937,3051,799,1996,256,172,369,270,758
1409700010941,3656,912,2459,285,209,433,526,947
1409700011085,60,18,42,0,4,5,7,12
140970001109A,204,57,139,8,11,23,48,61
1409700011102,545,192,346,7,37,58,65,137
1409700011117,169,38,123,8,8,26,38,52
1409700011121,1,*,*,*,*,*,*,*
1409700011136,152,54,95,3,8,27,10,35
1409700011371,142,29,108,5,10,17,44,47
1409700011386,88,18,62,8,*,20,19,29
1409700012098,4226,1205,2902,119,309,648,509,1207
1409700012100,3243,982,2158,103,230,448,434,949
1409700012115,7359,2410,4773,174,466,868,866,2114
140970001212A,915,280,607,28,55,116,148,273
1409700012134,2047,729,1258,58,129,245,189,601
1409700012331,615,162,437,16,28,65,183,201
1409700012346,372,129,236,7,17,50,30,121
1409700012488,0,0,0,0,0,0,0,0
1409700013096,28,4,22,*,*,3,5,9
1409700013109,38,13,23,*,4,3,*,11
1409700013113,260,89,161,10,20,37,30,58
1409700013128,147,51,93,3,10,17,38,44
1409700013132,913,317,581,13,52,102,59,273
1409700013626,0,0,0,0,0,0,0,*
1409700050000,17818,5541,11575,702,1066,2084,1664,5049
1409700050335,2887,755,1884,248,193,335,262,665
140970005034A,2110,570,1354,186,117,233,185,468
1409700050640,0,0,0,0,0,0,0,*
1409700050655,253,84,160,9,17,24,39,66
140970005066A,27,8,18,*,*,4,6,7
1409700051314,11,*,9,0,0,0,*,3
1409700051329,47,14,29,4,5,6,4,11
1409700052581,37,13,23,*,4,3,5,9
1409700053147,2783,882,1853,48,163,349,210,880
1409700053151,1064,369,672,23,62,122,133,322
1409700053166,3796,1229,2476,91,200,471,377,1194
1409700053170,0,0,0,0,0,0,0,*
1409700053503,1782,569,1174,39,120,190,192,531
1409700053518,1961,706,1226,29,101,207,166,593
1409700053575,896,281,597,18,75,127,65,249
1409700053768,164,59,100,5,7,13,18,51
1409700090000,20078,6340,13224,513,1170,2183,2545,6041
1409700092810,3599,1089,2378,131,193,431,581,979
1409700092825,2063,603,1407,53,120,236,344,648
140970009283A,2016,634,1335,47,133,221,256,616
1409700092844,2893,920,1904,69,173,326,411,886
1409700092859,1390,462,906,22,72,130,133,418
1409700092863,2962,966,1942,54,149,331,313,963
1409700092878,1705,554,1102,49,117,163,165,506
1409700092882,2210,702,1443,65,149,223,219,654
1409700092897,1240,410,807,23,64,122,123,371
1409700150000,8102,2293,5239,561,514,1074,814,1981
1409700150227,1487,431,986,61,123,190,158,356
1409700150674,584,172,383,29,42,72,58,153
1409700150689,12,*,9,*,0,0,*,3
1409700150693,17,7,9,*,*,0,3,4
1409700150706,21,7,12,*,0,4,0,5
1409700150710,187,62,118,7,11,29,9,39
1409700150725,159,58,96,5,7,17,6,32
1409700150956,2030,505,1313,212,117,284,203,488
1409700150960,2617,712,1695,210,156,355,286,635
1409700151333,55,19,35,*,5,*,8,13
1409700151348,4,*,*,*,*,*,*,*
1409700151723,26,8,17,*,*,6,*,7
1409700151738,4,*,*,*,*,*,*,*
1409700152064,827,282,516,29,47,105,73,224
1409700152492,5,*,*,*,*,*,*,*
1409700152539,54,22,31,*,*,7,5,15
1409700153185,1,*,*,*,*,*,*,*
140970015319A,12,*,11,0,*,3,*,3
1409700200000,6159,1337,4383,438,266,634,1791,1740
1409700201013,6159,1337,4383,438,266,634,1791,1740
1409700210000,3238,756,2389,93,102,223,1000,1216
1409700213838,706,160,521,25,35,36,214,257
1409700213842,1160,272,854,34,32,101,330,432
1409700213857,1372,324,1014,34,35,86,456,527
1409700230000,4762,1474,3125,163,310,583,538,1339
1409700232755,1144,316,751,77,75,143,169,301
140970023276A,2245,688,1491,66,152,287,216,653
1409700233202,1373,470,883,20,83,153,153,385
1409700250000,49402,11822,34574,2971,2495,5435,11216,13931
1409700250299,3940,1052,2691,197,259,549,398,917
1409700250354,3205,668,2113,408,165,355,328,806
1409700250369,4410,969,3023,411,252,524,640,1161
1409700250458,629,144,429,56,27,61,172,172
1409700250462,1774,416,1245,113,104,231,328,449
1409700250477,3119,671,2275,173,169,411,780,928
140970025073A,43,9,34,0,0,*,20,20
1409700250759,30,10,18,*,3,*,3,7
1409700250763,4446,932,3267,245,222,451,1363,1354
1409700250778,133,37,87,9,7,16,26,36
1409700250782,293,66,205,22,14,29,69,82
1409700250797,1351,319,956,76,36,107,438,410
140970025080A,3241,740,2333,162,119,283,1054,1083
1409700250814,2537,616,1838,81,111,251,585,779
1409700250994,862,178,616,68,41,89,250,220
1409700251193,18,*,16,0,*,3,*,3
1409700251206,770,225,528,17,59,93,93,189
1409700251210,729,140,557,32,44,97,202,256
1409700251225,40,8,27,5,3,10,4,10
1409700251297,276,64,181,31,6,20,90,92
140970025130A,965,241,669,55,40,113,261,256
1409700251390,1285,322,852,111,59,133,372,378
1409700251403,209,46,149,14,12,19,66,70
1409700251418,970,229,669,72,51,92,288,247
1409700251422,166,44,116,6,3,23,47,50
1409700251456,2372,671,1649,52,163,351,292,640
1409700251460,179,46,124,9,13,19,45,50
1409700251988,536,186,340,10,29,72,61,160
1409700252191,106,14,81,11,6,16,27,30
1409700252204,973,255,667,51,46,84,291,287
1409700252223,2081,518,1419,144,89,176,620,628
1409700252295,185,32,130,23,9,17,63,63
1409700252399,1321,399,869,53,69,171,146,234
1409700252420,76,22,47,7,0,3,28,24
1409700252543,472,126,329,17,22,46,136,151
1409700252558,2,*,*,*,*,*,*,*
1409700252562,134,25,103,6,8,19,29,36
1409700252609,908,256,613,39,61,111,147,238
1409700253005,614,154,441,19,30,61,175,165
140970025301A,3,*,*,*,*,*,*,*
1409700253024,11,3,5,3,*,*,0,3
1409700253039,11,5,6,0,*,0,*,3
1409700253560,1650,377,1180,91,65,164,510,497
1409700253787,1203,340,838,25,38,79,368,371
1409700253791,283,73,196,14,11,23,91,91
1409700253819,841,172,641,28,26,59,305,282
1409700310000,2980,975,1819,186,186,377,248,686
1409700312774,1924,633,1186,105,127,257,148,441
1409700312789,1017,326,613,78,57,114,97,237
1409700313630,39,16,20,3,*,6,3,8
1409700320000,28770,8267,19075,1428,1924,3760,3213,7418
1409700320053,5417,1420,3630,367,354,650,606,1391
1409700320180,3866,1089,2535,242,244,509,387,937
1409700320265,2909,895,1871,143,187,349,307,681
140970032027A,1973,588,1260,125,144,256,164,485
1409700320284,4148,1273,2671,204,281,542,437,1056
1409700320481,54,13,38,3,5,6,4,12
1409700320496,128,39,85,4,15,25,12,28
1409700320509,544,193,334,17,36,60,37,131
1409700320829,2570,687,1762,121,140,334,413,747
1409700320833,134,37,92,5,9,17,25,34
1409700321140,395,123,253,19,21,45,54,98
1409700321155,111,29,74,8,8,20,4,22
140970032116A,1707,476,1198,33,123,274,198,463
1409700321174,141,40,95,6,12,17,18,38
1409700321189,1887,539,1309,39,140,291,211,504
1409700321437,2102,635,1407,60,147,280,236,605
1409700321441,103,19,81,3,14,21,23,32
1409700321831,348,104,235,9,27,40,41,93
1409700321846,57,14,42,*,7,5,8,13
1409700321850,31,9,19,3,0,4,5,9
1409700323217,145,45,84,16,10,15,23,39
1409700340000,12233,3210,8210,813,643,1505,1957,3347
1409700340250,4102,1220,2735,147,225,556,542,1057
1409700340373,2906,676,1915,315,150,340,399,768
1409700340388,2369,590,1571,208,136,284,343,629
1409700340547,284,85,187,12,15,40,32,73
1409700340848,59,15,40,4,0,9,9,23
1409700341352,267,79,177,11,20,40,22,60
1409700341367,27,4,23,0,*,5,5,7
1409700342079,1940,460,1378,102,75,204,548,646
1409700342350,176,51,121,4,11,21,48,57
1409700342505,28,8,18,*,3,0,0,4
1409700343221,43,13,24,6,5,*,5,12
1409700343236,7,*,*,*,*,*,*,*
1409700343645,25,8,15,*,*,*,3,9
1409700350000,30849,9609,20128,1098,1658,3778,3723,7049
1409700350138,8676,2421,5773,480,462,1014,1360,2086
1409700350231,4077,1206,2662,209,256,562,489,884
1409700350246,1363,419,877,67,93,152,117,311
1409700350551,2259,699,1473,87,133,298,251,514
1409700350867,440,146,274,19,29,59,40,108
1409700352435,200,64,127,9,12,27,29,43
1409700353240,167,50,114,3,7,29,29,37
1409700353448,0,0,0,0,0,0,0,0
1409700353556,660,201,437,22,44,97,96,158
1409700353734,7181,2341,4702,137,318,738,885,1463
1409700353772,5746,2034,3641,61,299,796,412,1423
1409700353823,80,28,48,4,5,6,15,22
1409700380000,6072,1691,4079,300,372,745,900,1547
1409700381795,1255,297,842,116,68,147,183,262
1409700381808,1517,449,973,95,74,183,197,369
1409700381812,91,21,65,5,8,16,7,28
1409700381827,172,48,117,7,13,22,27,41
1409700382242,1332,370,926,36,91,174,232,367
1409700382257,146,47,93,6,12,19,19,36
1409700382261,0,0,0,0,0,0,0,0
1409700382384,450,148,293,9,29,42,105,117
1409700382524,257,70,174,13,28,34,20,51
1409700383255,852,241,596,13,49,108,110,276
1409700410000,7529,2013,5019,497,441,924,1013,1877
1409700411009,781,226,514,41,45,92,122,191
1409700411259,3031,791,2042,198,197,342,436,797
1409700411263,3411,886,2275,250,184,458,419,817
1409700412149,77,25,50,*,7,12,7,19
140970041326A,10,*,*,*,*,*,*,*
1409700413274,39,14,25,0,*,5,4,10
1409700413289,35,13,20,*,*,*,4,8
1409700413293,5,*,*,*,*,*,*,*
1409700413306,24,9,13,*,*,4,*,5
1409700413310,55,20,34,*,*,4,7,14
1409700413325,54,20,34,0,*,3,10,12
140970041333A,7,*,*,*,*,*,*,*
1409700413344,0,0,0,0,0,0,0,0
1409700430000,2779,726,1819,234,183,358,409,716
1409700432613,1394,332,928,134,92,180,215,374
1409700432628,1385,394,891,100,91,178,194,342
1409700460000,5434,1910,3442,82,301,656,350,1570
1409700463861,3310,1178,2077,55,183,397,193,950
1409700463876,2124,732,1365,27,118,259,157,620
1409700930000,1642,232,1089,321,57,187,525,528
1409700931028,1642,232,1089,321,57,187,525,528
1409701150000,11394,3456,7486,451,693,1442,1423,3137
1409701150871,927,299,590,38,61,120,88,213
1409701150886,1528,425,1013,89,82,205,186,394
1409701150890,2555,682,1693,180,156,350,344,705
1409701151278,252,63,183,6,17,31,58,75
1409701151511,1429,396,990,43,75,180,261,432
1409701151992,2509,832,1620,57,166,293,262,713
1409701152007,10,*,*,*,*,*,*,*
1409701152596,1790,601,1159,30,122,230,180,490
1409701153359,0,0,0,0,0,0,0,0
1409701153363,5,*,*,*,*,*,*,*
1409701153429,359,146,207,6,13,26,39,102
1409701153433,30,11,19,0,*,0,*,9
1409701800000,6459,1000,4736,651,298,801,1788,1804
1409701800301,2584,332,2007,245,122,364,749,736
1409701801047,113,28,78,7,7,7,29,32
140970180123A,1415,165,1023,227,64,163,430,408
1409701801244,2032,406,1398,156,88,234,494,542
1409701802577,315,69,230,16,17,33,86,86
1409704240000,16176,3815,11360,977,822,1895,3854,4308
1409704240443,186,34,128,16,6,34,50,29
1409704240570,1177,260,851,66,71,131,323,320
1409704240975,2346,546,1574,210,107,305,371,572
140970424098A,4353,1177,2959,217,224,591,551,963
1409704241761,6169,1407,4452,310,299,604,1954,1851
1409704241776,1945,391,1396,158,115,230,605,573
1409704390000,2654,976,1635,43,113,261,202,778
1409704393880,847,298,533,16,34,74,71,260
1409704393895,1807,678,1102,27,79,187,131,518
1409705600000,5131,1406,3531,191,252,666,554,1565
1409705601032,2866,705,2022,139,130,366,341,858
1409705601282,17,3,10,*,*,*,3,4
1409705601719,458,116,321,20,24,67,64,145
1409705603467,1227,392,814,21,70,150,105,390
1409705603683,563,190,364,9,27,81,41,168
1409706130000,11182,3684,7304,194,555,1409,924,3392
1409706133927,3788,1203,2524,61,198,485,342,1180
1409706133931,3896,1302,2522,72,182,478,325,1171
1409706133946,3498,1179,2258,61,175,446,257,1041
1409706660000,2672,866,1748,58,195,318,252,779
1409706663950,2672,866,1748,58,195,318,252,779
1409707770000,10883,3234,7380,269,688,1437,1081,3257
1409707771780,4522,1149,3244,129,243,714,591,1338
1409707772365,5277,1724,3434,119,368,596,406,1604
140970777237A,0,0,0,0,0,0,0,0
140970777244A,1084,361,702,21,77,127,84,315
1409708220000,139174,43977,91946,3207,9128,18074,12529,39849
1409708221526,5561,1530,3807,209,359,810,711,1577
1409708221530,12802,3783,8682,337,830,1650,1730,3496
1409708221545,5032,1442,3407,183,314,722,568,1448
140970822155A,3676,1074,2472,130,274,500,411,1048
1409708221564,6001,1562,4265,174,454,929,717,1730
1409708221579,3884,1130,2624,130,273,522,431,1122
1409708221583,5124,1576,3391,157,401,683,513,1386
1409708221598,4906,1431,3329,146,361,690,485,1350
1409708221600,3127,959,2104,64,197,415,543,799
1409708221615,2385,709,1620,56,156,311,279,695
1409708221899,2346,718,1558,70,157,297,254,684
1409708221901,1907,598,1265,44,132,267,177,524
1409708221916,3696,1182,2417,78,279,494,322,1023
1409708221920,3386,1128,2188,70,245,413,323,931
1409708221935,3817,1223,2514,80,278,489,362,1061
140970822194A,3911,1248,2578,85,291,496,305,1122
1409708221954,3621,1203,2342,76,245,449,282,1046
1409708221969,4456,1484,2884,88,338,572,313,1273
1409708221973,3639,1227,2337,75,260,457,221,1036
1409708222153,881,286,567,26,69,117,48,266
1409708222168,4183,1344,2746,90,279,512,290,1156
1409708222172,4003,1361,2561,80,256,509,239,1139
1409708222219,3099,959,2073,67,245,358,486,857
1409708222469,7728,2579,5017,132,467,919,426,2225
140970822251A,156,63,89,4,6,18,11,44
1409708223043,3216,1046,2113,57,174,404,228,939
1409708223058,5933,1952,3883,97,389,706,319,1725
1409708223062,1917,692,1183,42,78,200,91,632
1409708223077,4356,1468,2806,82,224,506,315,1379
1409708223081,1594,565,1001,28,109,180,88,473
1409708223452,141,48,89,4,8,11,11,45
1409708223471,2516,781,1712,23,113,364,129,833
1409708223486,667,217,430,20,43,80,44,210
1409708223490,1283,464,807,12,93,139,95,349
140970822358A,1329,479,826,24,64,164,76,404
1409708223698,1467,461,991,15,79,208,54,437
1409708223700,3308,1204,2052,49,164,434,186,944
1409708223715,1736,562,1145,29,81,240,118,546
140970822372A,2164,757,1372,35,118,256,105,680
1409708223749,4220,1482,2699,39,225,583,223,1215
1409708230000,6787,2351,4303,133,386,755,754,2016
1409708234003,2368,842,1496,30,122,281,196,698
1409708234041,2700,874,1753,73,165,285,384,821
140970823422A,1719,635,1054,30,99,189,174,497
1409708270000,2891,654,2061,176,172,277,851,850
1409708274130,2891,654,2061,176,172,277,851,850
1409708310000,20465,5533,14218,712,1247,2167,4861,6179
1409708311634,4006,1069,2763,174,283,418,919,1196
1409708311649,1617,376,1173,68,103,217,401,499
1409708311653,4111,1078,2887,146,269,459,948,1245
1409708312011,2199,597,1527,75,126,244,547,656
1409708312026,2426,649,1687,90,139,262,593,722
1409708312030,0,0,0,0,0,0,0,0
1409708312045,1336,359,942,35,80,140,327,411
140970831205A,1291,376,861,52,67,120,314,367
1409708312187,0,0,0,0,0,0,0,*
1409708312971,878,243,613,22,48,99,136,272
1409708312986,7,*,*,*,*,*,*,*
1409708312990,2594,782,1762,50,132,207,676,809
1409708330000,28276,8613,18938,723,1507,3126,4358,8706
1409708331475,1644,478,1117,49,131,216,242,464
140970833148A,1937,518,1373,46,160,269,286,569
1409708331494,2014,587,1335,92,107,260,266,600
1409708331507,1681,415,1211,55,120,250,298,485
140970833162A,2035,589,1389,57,157,254,321,574
1409708331865,3607,1122,2375,109,192,358,691,1054
1409708332276,2418,788,1565,65,116,227,442,712
1409708332280,506,168,325,13,22,51,85,158
1409708332454,1710,547,1109,54,71,144,288,562
1409708332933,5755,1833,3836,86,227,632,689,1914
1409708332948,0,0,0,0,0,0,0,0
1409708333537,340,127,205,7,14,20,55,107
1409708333594,1164,353,791,20,49,95,222,374
1409708333607,2053,653,1346,54,89,193,319,653
1409708333753,1412,435,961,16,52,157,154,480
1409708350000,11758,3648,7855,240,704,1636,923,3617
1409708352721,2546,755,1740,51,190,373,193,765
1409708352736,3035,967,1975,78,166,387,288,916
1409708352740,1791,479,1266,46,130,256,171,565
1409708353378,2946,995,1912,39,151,426,166,897
1409708353522,538,185,344,9,21,74,40,171
140970835365A,902,267,618,17,46,120,65,303
1409708360000,8602,2738,5642,222,554,959,1152,2480
1409708362793,2810,832,1893,85,208,287,430,798
1409708362806,4856,1601,3148,107,303,570,592,1393
1409708363382,936,305,601,30,43,102,130,289
1409708370000,4597,1318,3166,113,250,541,941,1393
1409708374198,2357,701,1611,45,109,281,486,735
1409708374200,2240,617,1555,68,141,260,455,658
1409708430000,37146,11951,24357,825,2349,4346,4153,10665
1409708432632,3314,1078,2150,84,232,362,440,909
1409708432647,3684,1228,2379,77,251,379,518,994
1409708432651,4195,1345,2769,81,272,503,415,1181
1409708432666,4498,1327,3068,99,293,632,452,1288
1409708432670,6311,2124,4067,114,342,700,686,1868
1409708432685,2357,766,1532,59,148,321,217,651
140970843269A,3696,1058,2533,105,267,500,373,1126
1409708432702,1961,629,1289,43,143,221,186,574
1409708432717,2775,899,1807,69,178,332,211,812
1409708432952,4094,1425,2583,85,210,367,602,1173
1409708432967,261,72,180,9,13,29,53,89
1409708440000,14616,3659,10485,455,858,2015,2664,4481
1409708440744,137,37,95,5,*,10,50,51
1409708441687,4047,1028,2890,129,237,591,612,1245
1409708441691,2777,725,1962,73,173,417,404,802
1409708441704,4797,1241,3411,145,333,762,611,1376
1409708443397,15,5,9,*,*,0,*,4
1409708443611,0,0,0,0,0,0,0,0
1409708443804,2843,623,2118,102,113,235,986,1003
1409708520000,3534,1218,2242,73,216,436,302,1011
140970852415A,230,75,141,14,16,20,32,58
1409708524164,488,173,307,7,20,79,49,132
1409708524179,1704,600,1075,29,98,199,147,480
1409708524183,1112,370,719,23,82,138,74,341
1409708530000,13037,3972,8800,264,813,1691,1887,3542
1409708531668,3036,818,2148,70,221,466,464,860
1409708531672,3610,1000,2536,74,239,516,533,1028
140970853187A,936,311,610,14,51,103,140,250
1409708531884,619,185,417,17,42,78,115,173
1409708532083,99,29,68,*,8,12,14,28
1409708532238,4737,1629,3021,87,252,516,621,1203
1409708610000,3026,1063,1903,59,150,245,491,846
1409708614075,3026,1063,1903,59,150,245,491,846
1409708620000,17163,5428,11395,340,921,1831,2102,5226
140970862290A,3553,1124,2360,69,238,367,418,1028
1409708622914,2600,858,1685,57,162,303,209,762
1409708622929,2998,1005,1935,58,154,353,260,909
140970862340A,3032,909,2063,60,144,300,512,964
1409708623414,4980,1532,3352,96,223,508,703,1563
1409708630000,6769,2279,4401,85,285,835,985,2093
1409708634111,2633,962,1627,44,142,310,299,755
1409708634126,3001,947,2025,25,102,398,445,975
1409708634145,1135,370,749,16,41,127,241,363
1409708700000,2522,651,1780,91,96,159,831,839
140970870408A,2522,651,1780,91,96,159,831,839
1409708710000,8529,3031,5331,167,401,844,1018,2222
1409708714056,4519,1597,2841,81,211,435,533,1103
1409708714060,4010,1434,2490,86,190,409,485,1119
1409708740000,23735,7922,15358,450,1230,2660,2369,5940
1409708743999,4907,1616,3197,94,243,508,561,1225
1409708744018,8687,2873,5662,151,461,975,780,2117
1409708744022,5218,1754,3342,122,263,571,600,1354
1409708744037,4923,1679,3157,83,263,606,428,1244
1409708820000,4384,1355,2949,80,164,469,722,1481
1409708823984,2384,730,1605,49,91,238,397,791
1409708824215,2000,625,1344,31,73,231,325,690
1409708840000,9009,2806,6076,121,408,1123,975,2883
1409708843965,5870,1817,3976,75,271,795,535,1863
140970884397A,3139,989,2100,46,137,328,440,1020
1409709030000,3631,910,2656,65,100,298,1094,1283
1409709033908,1149,285,848,16,41,104,352,402
1409709033912,2482,625,1808,49,59,194,742,881
1409800000000,687127,175311,464129,43111,36177,85689,102001,172717
1409800010000,650123,165865,439328,40894,34168,81510,95294,163360
1409800010031,1907,325,1256,326,79,202,284,535
1409800010046,6418,1191,4152,1069,284,655,739,1748
1409800010050,4143,667,2689,787,183,429,764,1235
140980001007A,3215,509,2169,537,128,363,483,966
1409800010084,3607,698,2468,441,182,470,343,968
1409800010101,5623,1034,3743,846,243,655,852,1631
1409800010116,2668,549,1768,351,133,317,316,654
1409800010120,7377,1404,5072,901,291,863,1230,2096
1409800010262,4882,1415,3138,329,294,625,292,1116
1409800010281,2209,496,1432,281,110,250,268,549
1409800010296,3102,798,2065,239,167,437,194,713
1409800010347,2180,287,1433,460,67,252,537,638
1409800010351,2359,329,1526,504,76,254,601,751
1409800010370,5858,1648,3913,297,280,779,797,1292
1409800010385,6325,1756,4108,461,322,811,674,1469
1409800010474,5452,1153,3928,371,270,681,1235,1557
1409800010506,4972,1126,3537,309,276,716,699,1280
1409800010525,4780,1137,3152,491,267,593,442,1196
140980001053A,3592,954,2477,161,150,280,1011,1051
1409800010597,8295,2404,5350,529,449,1096,734,1776
1409800010671,9082,2599,6040,443,455,1037,1272,2332
1409800010690,5013,1250,3366,397,257,591,607,1242
1409800010718,4399,1188,2954,257,226,583,520,995
1409800010775,3527,988,2309,230,183,404,365,802
1409800010794,4668,1402,3016,250,249,573,395,1029
1409800010807,5347,1411,3651,285,274,734,647,1220
140980001085A,5041,1411,3347,283,270,629,539,1129
1409800010879,5,*,*,*,*,*,*,*
1409800010953,7942,2114,5497,326,399,875,1511,2251
1409800010968,9108,2972,5871,265,634,1183,762,2201
1409800010972,2459,747,1612,100,144,337,210,524
1409800010987,5383,1581,3491,307,269,765,537,1107
1409800010991,1349,331,923,95,88,189,127,304
140980001103A,4634,1109,3227,298,256,656,614,1126
1409800011044,5696,1485,3810,401,338,744,588,1417
1409800011059,3354,838,2209,307,182,396,363,840
1409800011063,4496,1121,3011,361,281,597,436,1121
