cve_ageb,IM_2020,GM_2020,IRS_2020,GRS_2020
1403900014207,120.5258251,Medio,16.9039145907,Medio
1403900014211,119.6684378,Medio,16.8430335097,Bajo
1403900014226,120.4773801,Medio,12.5888324873,Bajo
1403900014230,119.62415,Medio,18.249733191,Medio
1403900014245,120.2618207,Medio,17.994100295,Bajo
140390001425A,120.0791984,Medio,16.5425971878,Bajo
1403900014264,119.1699284,Medio,17.4715909091,Bajo
1403900014279,119.7506023,Medio,19.2482915718,Bajo
1403900014283,121.678653,Bajo,9.8791755508,Bajo
1403900014298,119.7845402,Medio,17.6506390749,Bajo
1403900014300,121.5729723,Bajo,16.4852255054,Bajo
1403900014349,122.6948799,Bajo,5.900621118,Muy bajo
1403900014353,122.6256387,Bajo,11.8047673099,Bajo
1403900014368,122.6864493,Bajo,11.2107623318,Bajo
1403900014387,122.5220549,Bajo,12.1690140845,Bajo
1403900014391,120.4415185,Medio,16.9907881269,Bajo
1403900014404,119.912791,Medio,20.0598802395,Medio
1403900014423,120.3569404,Medio,8.810325477,Bajo
1403900014438,119.8911794,Medio,13.9263252471,Bajo
1403900014442,121.6910627,Bajo,13.6408243376,Bajo
1403900014457,124.4964347,Muy bajo,5.3779069767,Muy bajo
1403900014461,126.0654278,Muy bajo,6.5447545717,Muy bajo
1403900014476,121.5277443,Bajo,12.1558441558,Bajo
1403900014480,122.219172,Bajo,12.4728063814,Bajo
1403900014495,120.2270107,Medio,14.6276595745,Bajo
1403900014508,124.3981837,Muy bajo,4.6235138705,Muy bajo
1403900014512,121.9791843,Bajo,12.3552123552,Bajo
1403900014527,122.3830524,Bajo,9.7382198953,Bajo
1403900014531,123.5350025,Bajo,4.0816326531,Muy bajo
1403900014546,122.6542587,Bajo,20.3045685279,Muy bajo
1403900014550,123.435616,Bajo,18.6770428016,Muy bajo
140390001457A,122.5423401,Bajo,10.6382978723,Bajo
1403900014584,125.5702357,Muy bajo,4.4665012407,Muy bajo
1403900014599,124.2774451,Muy bajo,2.7960526316,Muy bajo
1403900014601,120.2168485,Medio,21.3347921225,Bajo
1403900014616,121.0554468,Medio,16.1719549642,Bajo
1403900014620,121.9011955,Bajo,11.4365411437,Bajo
1403900014635,120.8736169,Medio,12.5506072874,Bajo
140390001464A,123.7575917,Muy bajo,7.1378586424,Muy bajo
1403900014654,123.2594524,Bajo,12.2819260293,Bajo
1403900014669,123.7977213,Muy bajo,5.4347826087,Bajo
1403900014673,123.1660938,Bajo,13.8204225352,Bajo
1403900014705,122.4391416,Bajo,8.6696562033,Muy bajo
140390001471A,122.3811812,Bajo,14.6341463415,Bajo
1403900014724,123.6379666,Bajo,12.1635094716,Bajo
1403900014743,122.3755018,Bajo,7.6484018265,Bajo
1403900014762,125.3128593,Muy bajo,4.2288557214,Muy bajo
1403900014777,125.0671539,Muy bajo,7.1146245059,Muy bajo
1403900014781,121.2388258,Bajo,14.9509803922,Bajo
1403900014796,119.6243985,Medio,17.358490566,Medio
1403900014809,124.6072713,Muy bajo,12.2031662269,Muy bajo
1403900014813,124.569971,Muy bajo,9.1783216783,Muy bajo
1403900014828,120.8160103,Medio,13.3840304183,Bajo
1403900014832,123.3547037,Bajo,5.4671968191,Muy bajo
1403900014847,121.2397325,Bajo,18.0457746479,Bajo
1403900014851,120.0306706,Medio,19.8938992042,Bajo
1403900014866,123.7500746,Muy bajo,18.3652875883,Muy bajo
1403900014870,125.1030329,Muy bajo,7.7544426494,Muy bajo
1403900014885,122.4074567,Bajo,11.8329466357,Bajo
140390001489A,120.5219151,Medio,10.9411764706,Bajo
1403900014902,125.8529118,Muy bajo,4.1614123581,Muy bajo
1403900014917,124.9329821,Muy bajo,6.9212410501,Muy bajo
1403900014921,120.6257714,Medio,13.1736526946,Bajo
1403900014936,121.9523091,Bajo,12.6382306477,Bajo
1403900014940,125.6645982,Muy bajo,13.4502923977,Muy bajo
1403900014955,123.0477801,Bajo,7.4856046065,Muy bajo
140390001496A,125.2155001,Muy bajo,3.1098153547,Muy bajo
1403900014974,124.5055058,Muy bajo,7.5669383003,Muy bajo
1403900014989,121.5845453,Bajo,8.6500655308,Bajo
1403900014993,122.0111891,Bajo,11.6455696203,Bajo
1403900015008,120.2899212,Medio,21.4678899083,Bajo
1403900015012,118.6515402,Medio,20.7174231332,Bajo
1403900015027,124.4761857,Muy bajo,2.8,Muy bajo
1403900015031,122.6025017,Bajo,5.4470709147,Muy bajo
1403900015046,120.0689799,Medio,18.1268882175,Bajo
1403900015050,119.7134099,Medio,20.811287478,Medio
1403900015065,118.5685761,Alto,16.6528583264,Medio
140390001507A,119.9364413,Medio,12.0,Bajo
1403900015084,120.3178473,Medio,12.1827411168,Bajo
1403900015099,120.5725738,Medio,13.2471728595,Bajo
1403900015101,121.47491,Bajo,15.1280062064,Bajo
1403900015116,118.8462239,Medio,15.8102766798,Bajo
1403900015120,121.8060241,Bajo,11.9496855346,Bajo
1403900015135,121.2649686,Bajo,13.906581741,Bajo
140390001514A,120.5657598,Medio,12.3595505618,Bajo
1403900015154,120.6123528,Medio,15.6156156156,Bajo
1403900015169,121.493495,Bajo,16.169544741,Bajo
1403900015173,120.9136413,Medio,15.2795031056,Bajo
1403900015188,119.8732496,Medio,18.9485213582,Bajo
1403900015192,119.8750927,Medio,19.2918192918,Bajo
1403900015205,123.240996,Bajo,8.0741626794,Bajo
140390001521A,122.5158176,Bajo,5.8601134216,Muy bajo
1403900015224,124.1619911,Muy bajo,6.3727839003,Muy bajo
1403900015243,121.965351,Bajo,9.1108671789,Bajo
1403900015258,120.5650156,Medio,15.7602663707,Bajo
1403900015262,123.2369338,Bajo,11.2232779097,Bajo
1403900015277,121.2351382,Bajo,13.4248665141,Bajo
1403900015281,123.2033042,Bajo,9.9889012209,Bajo
1403900015296,123.277059,Bajo,5.1339285714,Bajo
1403900015309,124.2736979,Muy bajo,7.4349442379,Muy bajo
1403900015313,120.8740365,Medio,13.1170662906,Bajo
1403900015328,124.6086135,Muy bajo,9.4972067039,Muy bajo
1403900015332,123.4118955,Bajo,8.3333333333,Muy bajo
1403900015347,117.5042353,Alto,25.9212198221,Medio
1403900015351,122.3834075,Bajo,7.9411764706,Bajo
1403900015370,124.5608406,Muy bajo,3.550295858,Muy bajo
1403900015385,120.6409218,Medio,17.7029360967,Bajo
140390001539A,121.0787906,Medio,19.1176470588,Bajo
1403900015402,120.4030344,Medio,16.8769716088,Bajo
1403900015417,120.6519845,Medio,18.3831672204,Bajo
1403900015421,120.7013407,Medio,16.7947310648,Bajo
1403900015436,121.5308431,Bajo,19.6209587514,Bajo
1403900015440,119.7459092,Medio,15.9699892819,Medio
140390001546A,120.1565047,Medio,17.7235772358,Bajo
1403900015474,121.2166588,Bajo,17.9696616103,Bajo
1403900015489,122.3003867,Bajo,10.752688172,Bajo
1403900015493,119.4301091,Medio,16.2629757785,Bajo
1403900015506,119.9091969,Medio,19.8161389173,Medio
1403900015510,119.8669577,Medio,18.8963210702,Medio
1403900015525,119.6344789,Medio,22.5444340505,Medio
140390001553A,118.9228308,Medio,21.7798594848,Medio
1403900015544,119.7236403,Medio,19.7674418605,Medio
1403900015559,121.1696986,Bajo,12.3055162659,Bajo
1403900015563,124.3882988,Muy bajo,12.4242424242,Muy bajo
1403900015578,120.0883584,Medio,18.138424821,Bajo
1403900015597,122.3383693,Bajo,10.6516290727,Bajo
140390001560A,124.1754004,Muy bajo,7.6923076923,Muy bajo
1403900015614,121.6196304,Bajo,12.3052959502,Bajo
1403900015629,120.5416609,Medio,15.0205761317,Bajo
1403900015648,125.8895979,Muy bajo,3.5330261137,Muy bajo
1403900015652,124.5182972,Muy bajo,2.8950542823,Muy bajo
1403900015667,124.707404,Muy bajo,4.0355677155,Muy bajo
1403900015671,122.1978097,Bajo,10.2830188679,Bajo
1404000010101,119.9708921,Medio,24.7787610619,Medio
1404000010116,121.1537455,Medio,21.9178082192,Medio
1404000010120,118.8802714,Medio,37.5,Alto
1404000010135,120.2415531,Medio,19.4267515924,Medio
1404000010169,120.7863984,Medio,18.018018018,Medio
1404000010173,119.3869761,Medio,20.9302325581,Medio
1404100010062,119.8876104,Medio,6.2841530055,Bajo
1404100010077,119.860781,Medio,7.4285714286,Medio
1404100010081,120.7306171,Medio,10.3896103896,Medio
1404100010096,119.0540667,Medio,13.3333333333,Medio
1404100010166,119.9070987,Medio,7.6923076923,Medio
1404200010125,118.0692688,Alto,28.9655172414,Medio
140420001013A,120.3380998,Medio,27.5590551181,Medio
1404200010144,116.1430014,Alto,26.2711864407,Medio
1404200010159,119.4669068,Medio,21.3461538462,Medio
1404200010163,120.6652923,Medio,23.1914893617,Medio
1404200010229,117.9548477,Alto,22.2222222222,Medio
1404200010248,111.5275578,Muy alto,19.4444444444,Alto
1404300010226,121.8162087,Bajo,18.9964157706,Medio
1404300010230,121.542019,Bajo,14.5383104126,Medio
1404300010245,121.2344316,Bajo,19.7777777778,Bajo
140430001025A,119.4452424,Medio,22.4137931034,Medio
1404300010264,119.0444073,Medio,22.5165562914,Medio
1404300010279,120.8588332,Medio,16.6666666667,Medio
1404300010283,120.749378,Medio,23.3727810651,Medio
1404300010298,118.232677,Alto,19.0476190476,Medio
1404300010349,122.007537,Bajo,16.6666666667,Medio
1404400010064,119.8039063,Medio,30.985915493,Medio
1404400010079,119.4082612,Medio,16.2790697674,Bajo
1404400010083,119.3482266,Medio,18.1208053691,Medio
1404400010098,119.7602798,Medio,22.0750551876,Medio
1404400010100,120.4450511,Medio,15.7894736842,Medio
1404400010280,119.7283809,Medio,19.7619047619,Medio
1404400010295,119.7255305,Medio,17.7852348993,Medio
1404400010308,121.4350514,Bajo,18.5185185185,Bajo
1404400010312,121.2528736,Bajo,10.7142857143,Bajo
1404400010327,122.6172232,Bajo,16.0714285714,Bajo
1404400010331,115.4679108,Alto,20.0,Medio
140440002005A,125.1354933,Muy bajo,10.5882352941,Bajo
1404400020115,122.3260805,Bajo,13.2969034608,Bajo
140440002012A,119.8709191,Medio,17.7952755906,Medio
1404400020134,123.7535334,Muy bajo,8.5106382979,Bajo
1404400020172,114.3574051,Muy alto,31.25,Alto
1404400020187,119.044822,Medio,18.9473684211,Medio
1404400020346,121.5791478,Bajo,26.0869565217,Medio
1404400020350,118.8426,Medio,19.3548387097,Medio
1404400050257,119.5740295,Medio,15.9574468085,Medio
1404400050261,119.3144964,Medio,15.1969981238,Medio
1404400050276,116.2316606,Alto,18.6440677966,Medio
1404400100223,117.4068979,Alto,37.9310344828,Medio
1404400100238,118.7613532,Medio,33.2175925926,Medio
1404400100242,118.4752308,Alto,33.9667458432,Medio
140440010037A,120.30743,Medio,41.3793103448,Medio
1404400540401,119.3917205,Medio,33.3109919571,Medio
1404400540416,116.4306295,Alto,42.6301853486,Medio
1404400540420,119.5692598,Medio,31.7995069844,Medio
1404400540435,117.0819745,Alto,40.203562341,Medio
1404401700219,119.0448107,Medio,45.8064516129,Medio
1404401700384,120.0790347,Medio,44.4055944056,Medio
1404401700399,122.4953035,Bajo,22.2737819026,Medio
1404500010108,119.9143974,Medio,11.9863013699,Medio
1404500010112,117.9631598,Alto,16.7213114754,Medio
1404500010127,120.2759891,Medio,11.6,Medio
1404500010131,114.2507971,Muy alto,16.4705882353,Medio
1404500010146,120.9279494,Medio,11.6197183099,Medio
1404500010150,118.4926799,Alto,10.7462686567,Medio
1404500010165,117.7214977,Alto,11.4285714286,Medio
1404600010139,117.6772147,Alto,11.1627906977,Medio
1404600010143,119.0776036,Medio,7.2231139647,Medio
1404600010158,119.06797,Medio,8.2828282828,Medio
1404600010162,117.4719634,Alto,11.5079365079,Medio
1404600010181,115.4841158,Alto,14.1868512111,Medio
1404600010196,116.8881831,Alto,16.4179104478,Medio
1404600010209,120.531264,Medio,2.8806584362,Bajo
1404600010213,118.3870262,Alto,8.6757990868,Medio
1404600010228,116.3645983,Alto,13.0630630631,Medio
1404600010232,119.8644097,Medio,10.498687664,Medio
1404600010247,119.9275557,Medio,7.2314049587,Medio
1404600010251,118.0546061,Alto,8.1081081081,Medio
1404600010266,117.9365906,Alto,12.315270936,Medio
1404600010285,116.4286643,Alto,16.2162162162,Medio
1404600010317,117.4830088,Alto,4.8780487805,Medio
1404600010389,119.8720831,Medio,7.1641791045,Bajo
1404600010393,119.9220732,Medio,5.7553956835,Bajo
1404600010444,116.2469428,Alto,5.0,Medio
140460001050A,120.8687109,Medio,3.0303030303,Bajo
1404600010514,122.352959,Bajo,6.9444444444,Medio
1404600010529,121.873711,Bajo,0.0,Muy bajo
1404600010548,116.0383745,Alto,12.5,Medio
1404600010567,116.9336601,Alto,17.6470588235,Medio
1404700010066,118.8638494,Medio,18.4451219512,Medio
1404700010070,118.3588553,Alto,10.621761658,Medio
1404700010085,119.421791,Medio,13.7970353478,Medio
140470001009A,120.5148692,Medio,16.4556962025,Medio
1404700010102,115.7439861,Alto,30.1775147929,Alto
1404700010117,119.5302674,Medio,18.3381088825,Medio
1404700010121,123.6660108,Bajo,4.7619047619,Bajo
1404700010136,123.3082671,Bajo,25.5319148936,Bajo
1404700010189,117.6324941,Alto,32.0,Alto
1404700010193,124.1730888,Muy bajo,5.7692307692,Muy bajo
1404700010206,118.280288,Alto,20.0899550225,Medio
1404700010210,119.9227781,Medio,9.6,Bajo
140470005023A,117.250863,Alto,16.3594470046,Medio
1404700050244,118.1778886,Alto,12.8571428571,Medio
1404800010082,117.2869421,Alto,7.5409836066,Medio
1404800010097,117.0503594,Alto,12.6385809313,Medio
140480001010A,119.5435041,Medio,8.5877862595,Medio
1404800010114,118.3774205,Alto,10.1040118871,Medio
1404800010129,118.371481,Alto,13.0208333333,Medio
1404800010171,120.2135916,Medio,14.2857142857,Bajo
1404800010190,117.0024767,Alto,12.7906976744,Medio
1404800010203,116.7769579,Alto,10.3896103896,Medio
1404800010218,124.8046183,Muy bajo,0.0,Muy bajo
1404800010241,119.4797845,Medio,12.1212121212,Medio
140480001028A,112.3983687,Muy alto,10.0,Medio
1404800010311,119.6767307,Medio,9.0909090909,Medio
1404800010330,117.4322804,Alto,2.3255813953,Medio
1404800010345,118.4778271,Alto,13.0434782609,Alto
1404900010183,119.5106946,Medio,18.487394958,Medio
1404900010198,119.3232663,Medio,18.8118811881,Medio
1404900010200,117.1027582,Alto,4.5454545455,Medio
1405000010095,116.827743,Alto,21.3863060017,Medio
1405000010108,117.1605801,Alto,21.832884097,Medio
1405000010150,118.0907462,Alto,14.9914821124,Medio
1405000010165,117.8030128,Alto,12.3076923077,Bajo
140500001017A,119.2785086,Medio,18.8172043011,Medio
1405000010184,117.9205941,Alto,19.4092827004,Medio
1405000010216,116.1502936,Alto,32.8947368421,Medio
1405000010362,118.5575185,Alto,19.7183098592,Medio
1405000010396,119.7075125,Medio,17.0731707317,Medio
1405000010413,120.9697,Medio,15.625,Medio
1405000010447,118.3030183,Alto,25.0,Medio
1405000020428,114.1851237,Muy alto,34.1201716738,Medio
1405000020432,115.1329604,Muy alto,31.2056737589,Medio
1405000020470,125.0824295,Muy bajo,9.5238095238,Muy bajo
1405000080042,116.8825233,Alto,31.6742081448,Medio
140500008049A,116.9937695,Alto,28.1818181818,Medio
1405000110131,117.3544382,Alto,25.3699788584,Medio
1405000110146,117.3220014,Alto,10.8695652174,Muy bajo
1405000110199,115.6367087,Alto,27.3550724638,Medio
1405000110201,116.3573296,Alto,35.7264957265,Medio
1405000110235,120.1327891,Medio,19.512195122,Bajo
1405000170076,117.7445737,Alto,13.3909287257,Medio
1405000170112,117.0861182,Alto,17.9104477612,Medio
1405000170127,115.9029288,Alto,20.1550387597,Medio
1405000170292,117.8459249,Alto,20.6896551724,Medio
140500017031A,119.8734072,Medio,16.0,Medio
1405000170324,112.0754916,Muy alto,30.4347826087,Alto
140510001004A,120.6005109,Medio,11.9733924612,Medio
1405100010054,120.9557095,Medio,12.5248508946,Medio
1405100010069,121.662848,Bajo,14.2857142857,Bajo
1405100010073,120.6538257,Medio,9.7674418605,Medio
1405100010092,122.6591291,Bajo,9.5890410959,Bajo
1405100010139,118.1362926,Alto,32.5842696629,Medio
1405100010143,120.1304803,Medio,9.0909090909,Medio
1405100010158,121.0274255,Medio,7.6923076923,Bajo
1405100010162,119.4085647,Medio,6.6666666667,Medio
1405100020181,120.3848445,Medio,22.0149253731,Medio
1405100020196,120.9558211,Medio,26.6214177979,Medio
1405100020209,119.8302705,Medio,31.7647058824,Medio
1405100020213,119.8237372,Medio,31.4225053079,Medio
1405200010066,119.2742965,Medio,13.567839196,Medio
1405200010070,120.9764359,Medio,10.9090909091,Medio
1405200010121,121.1073602,Medio,16.9811320755,Medio
1405200010136,120.4435127,Medio,13.8888888889,Medio
1405200010140,121.3773681,Bajo,19.0476190476,Bajo
1405300010326,120.952945,Medio,17.572815534,Bajo
1405300010330,122.2854391,Bajo,14.0954495006,Bajo
1405300010345,121.5602894,Bajo,12.5874125874,Bajo
1405300010364,120.985953,Medio,15.6276686593,Bajo
1405300010379,124.0054777,Muy bajo,10.1156069364,Muy bajo
1405300010468,122.4264425,Bajo,15.3562653563,Bajo
1405300010472,121.7856833,Bajo,16.9429097606,Bajo
1405300010487,121.7132001,Bajo,13.9664804469,Bajo
1405300010504,123.6256832,Bajo,9.8039215686,Muy bajo
1405300010523,121.2377048,Bajo,10.4121475054,Medio
1405300010538,122.2146345,Bajo,12.8705148206,Bajo
1405300010542,122.7459125,Bajo,9.9709583737,Bajo
1405300010557,116.6636302,Alto,16.8711656442,Medio
1405300010595,124.1586112,Muy bajo,17.1568627451,Muy bajo
1405300010627,121.1397159,Medio,15.7232704403,Medio
1405300010631,120.0803069,Medio,11.5763546798,Medio
1405300010646,119.7780258,Medio,19.1176470588,Medio
1405300010665,124.7387819,Muy bajo,4.1198501873,Muy bajo
140530001067A,121.7214283,Bajo,14.1135972461,Bajo
1405300010684,120.7995159,Medio,16.3082437276,Medio
1405300010716,121.6789858,Bajo,14.6299483649,Bajo
1405300010720,119.5620809,Medio,12.5,Medio
1405300010735,124.5752794,Muy bajo,12.8119800333,Bajo
140530001074A,120.0699188,Medio,14.5578231293,Medio
1405300010769,120.8833386,Medio,11.2403100775,Bajo
1405300010773,121.1560232,Medio,14.1025641026,Medio
1405300010792,124.2254783,Muy bajo,15.7894736842,Muy bajo
1405300010839,116.860413,Alto,11.5384615385,Medio
1405300010843,121.6504701,Bajo,22.6118500605,Medio
1405300010858,121.500923,Bajo,18.5606060606,Medio
1405300010881,121.2973718,Bajo,17.3245614035,Medio
1405300010896,121.0056122,Medio,20.5825242718,Bajo
1405300010909,119.9599444,Medio,17.7033492823,Bajo
1405300010913,121.5973395,Bajo,10.5973025048,Bajo
1405300010928,121.2112401,Bajo,11.417816813,Bajo
1405300010970,120.5400771,Medio,32.03125,Medio
140530001099A,124.7442398,Muy bajo,16.9336384439,Bajo
1405300011004,118.0048654,Alto,32.9323308271,Alto
1405300011023,123.6569604,Bajo,15.668202765,Bajo
1405300011042,121.3628558,Bajo,16.5517241379,Medio
1405300011061,121.2494467,Bajo,19.0476190476,Medio
1405300011095,121.2004229,Bajo,10.2,Bajo
1405300011108,122.4550016,Bajo,12.2392211405,Bajo
1405300011112,119.5757665,Medio,18.2857142857,Medio
1405300011127,123.5181041,Bajo,14.5077720207,Bajo
1405300011131,118.4176491,Alto,26.2773722628,Alto
1405300011150,120.5793581,Medio,23.1884057971,Medio
1405300011165,122.5282463,Bajo,13.8728323699,Bajo
140530001117A,118.8551693,Medio,22.2972972973,Medio
1405300011184,120.942611,Medio,24.5749613601,Medio
1405300011199,122.4877615,Bajo,23.9361702128,Medio
1405300011201,116.2752732,Alto,22.3529411765,Medio
1405300011220,121.1402308,Medio,11.3636363636,Bajo
1405300011273,121.0997138,Medio,22.8426395939,Medio
1405300011288,122.996834,Bajo,6.6666666667,Bajo
1405300011305,122.7942169,Bajo,22.0930232558,Medio
140530001131A,122.519175,Bajo,19.6721311475,Medio
1405300011324,124.2267735,Muy bajo,2.1052631579,Muy bajo
1405300011339,119.5722673,Medio,36.9276218612,Medio
1405300660932,117.3132778,Alto,15.625,Medio
1405300660947,117.1533275,Alto,13.8349514563,Medio
1405300661146,109.885645,Muy alto,26.0869565217,Alto
1405309190491,122.4323598,Bajo,20.7142857143,Bajo
1405309190561,121.2036198,Bajo,24.5989304813,Medio
1405309190576,122.0618453,Bajo,27.9029462738,Bajo
1405309271254,120.3356738,Medio,15.7190635452,Medio
1405309271269,120.0811207,Medio,17.8899082569,Medio
1405400010041,121.9832938,Bajo,10.6918238994,Bajo
1405400010056,121.7494009,Bajo,12.1527777778,Bajo
1405400010060,121.2996297,Bajo,8.9005235602,Bajo
1405400010075,119.7978082,Medio,6.9444444444,Bajo
140540001008A,119.7225789,Medio,15.0943396226,Medio
1405400010094,120.0200851,Medio,10.7843137255,Medio
1405400010107,119.2680244,Medio,17.5675675676,Medio
140540001015A,122.7020562,Bajo,18.9189189189,Medio
1405500010072,121.561412,Bajo,19.0972222222,Medio
1405500010087,122.2084859,Bajo,12.9943502825,Bajo
1405500010091,122.2173254,Bajo,12.3170731707,Medio
1405500010104,120.3213958,Medio,19.5512820513,Medio
1405500010119,121.8592287,Bajo,19.4581280788,Medio
1405500010123,121.4239248,Bajo,16.4983164983,Medio
1405500010138,122.684328,Bajo,26.9230769231,Bajo
1405500010142,122.4431976,Bajo,17.5438596491,Bajo
1405500010157,121.6182965,Bajo,10.4166666667,Medio
1405500010176,121.5290832,Bajo,10.9090909091,Medio
1405500010180,121.0648405,Medio,17.1428571429,Medio
1405500010195,120.1522453,Medio,17.3913043478,Medio
1405500010208,119.6920732,Medio,16.8831168831,Medio
140550001027A,123.2213213,Bajo,10.843373494,Bajo
1405500010284,125.664656,Muy bajo,0.0,Muy bajo
1405500010299,123.0848936,Bajo,12.1951219512,Medio
1405500010301,120.5994628,Medio,15.0,Medio
1405500010320,121.8124219,Bajo,14.7058823529,Medio
1405600010099,118.2399202,Alto,18.5430463576,Medio
1405600010101,116.8223096,Alto,10.0,Alto
1405700010043,118.8997808,Medio,10.2620087336,Medio
1405700010058,120.7470068,Medio,10.4089219331,Medio
1405700010062,121.8948255,Bajo,12.7659574468,Medio
1405800010248,120.986327,Medio,11.1111111111,Bajo
1405800010252,122.6169032,Bajo,10.9677419355,Bajo
1405800010267,122.961708,Bajo,9.7331240188,Bajo
1405800010271,121.5930047,Bajo,8.5106382979,Bajo
1405800010286,121.7122778,Bajo,6.4220183486,Bajo
1405800010290,121.9556676,Bajo,2.5641025641,Bajo
1405800010303,121.6875159,Bajo,25.974025974,Medio
1405800010322,122.6348451,Bajo,10.3448275862,Medio
1405800010337,125.0597929,Muy bajo,9.756097561,Bajo
1405800010341,122.8206855,Bajo,5.4545454545,Bajo
1405800010356,123.127205,Bajo,11.4285714286,Bajo
1405800010360,122.8832195,Bajo,10.2272727273,Bajo
140580001038A,123.8274602,Muy bajo,3.1746031746,Muy bajo
1405800010394,123.8051449,Muy bajo,12.0,Bajo
1405900010052,118.7182555,Medio,17.5373134328,Medio
1405900010067,117.5544086,Alto,25.4310344828,Medio
1405900010071,120.5193798,Medio,15.0190114068,Bajo
1405900010086,119.0314567,Medio,17.6334106729,Medio
1405900010090,118.9356114,Medio,16.25,Medio
1405900010103,113.9583743,Muy alto,30.0,Medio
1406000010072,119.9413713,Medio,12.1771217712,Medio
1406000010091,120.8814887,Medio,12.2448979592,Medio
1406000010104,119.524925,Medio,7.5268817204,Medio
1406000010119,118.933814,Medio,20.6896551724,Medio
1406000010142,117.796013,Alto,20.0,Medio
1406000010161,117.6496966,Alto,10.8695652174,Medio
1406000010176,119.8724842,Medio,15.4929577465,Medio
1406000010208,120.6424074,Medio,9.2105263158,Medio
1406100010417,122.0685616,Bajo,22.6666666667,Medio
1406100010421,120.5961243,Medio,21.3333333333,Medio
1406100010525,120.9376794,Medio,16.199376947,Medio
140610001053A,120.2572289,Medio,13.8121546961,Medio
1406100010544,118.2167437,Alto,16.6666666667,Medio
1406200010109,119.0787231,Medio,10.2941176471,Medio
1406200010113,117.9627776,Alto,12.4087591241,Medio
1406200010132,118.0365128,Alto,7.6923076923,Medio
1406300010040,121.5399777,Bajo,16.8152866242,Bajo
1406300010055,120.2344478,Medio,22.2077922078,Medio
140630001006A,122.7767808,Bajo,7.1817192601,Bajo
1406300010074,121.3477272,Bajo,16.6480446927,Bajo
1406300010089,121.658393,Bajo,19.6666666667,Bajo
1406300010093,120.6310836,Medio,21.5271389144,Bajo
1406300010106,123.1742663,Bajo,12.4814264487,Bajo
1406300010110,120.6543468,Medio,16.8431183831,Bajo
140630001013A,119.1458591,Medio,26.9051321928,Medio
1406300010163,123.7071956,Muy bajo,20.0892857143,Bajo
140630001020A,119.6214939,Medio,21.3822894168,Medio
1406300010233,119.9412315,Medio,14.5833333333,Bajo
1406300010248,118.4297686,Alto,18.2692307692,Medio
1406300010252,125.4975123,Muy bajo,8.2551594747,Muy bajo
1406300010267,113.8799846,Muy alto,31.884057971,Alto
1406300010271,118.2807986,Alto,24.8691099476,Medio
1406300010286,121.945966,Bajo,18.85625966,Bajo
1406300010290,119.7991766,Medio,18.8221709007,Medio
1406300010303,117.7513562,Alto,20.9205020921,Medio
1406300010318,124.2201404,Muy bajo,8.7813620072,Bajo
1406300010322,119.9193552,Medio,16.0833333333,Medio
1406300010341,121.2614356,Bajo,19.5402298851,Bajo
1406300010356,122.845942,Bajo,15.8181818182,Bajo
1406300010360,118.4178368,Alto,19.696969697,Medio
1406300010375,124.0627574,Muy bajo,7.2340425532,Muy bajo
140630001038A,117.5339983,Alto,26.5524625268,Medio
1406300010394,117.8212961,Alto,24.8913043478,Medio
1406300010407,122.5541452,Bajo,37.7142857143,Muy bajo
1406300010411,117.0208053,Alto,33.3333333333,Alto
1406300010426,121.7943392,Bajo,20.7920792079,Bajo
1406300010430,123.5882037,Bajo,11.4583333333,Bajo
1406300010445,117.0310468,Alto,27.2976680384,Medio
140630001045A,119.6225795,Medio,16.9811320755,Bajo
1406300010464,120.2806169,Medio,21.1221122112,Medio
1406300010479,117.0761631,Alto,15.0,Medio
1406300010500,121.9538601,Bajo,16.6666666667,Medio
140630001052A,121.9395643,Bajo,13.856812933,Bajo
1406300010534,120.2594907,Medio,18.7845303867,Medio
1406300010549,123.9513151,Muy bajo,5.7818659658,Muy bajo
1406300010553,123.3857253,Bajo,20.1058201058,Bajo
1406300010568,119.2238126,Medio,23.1884057971,Medio
1406300010587,122.1216411,Bajo,18.6005314438,Bajo
1406300010591,114.7516253,Muy alto,36.3636363636,Medio
1406300010604,125.4615687,Muy bajo,2.1978021978,Muy bajo
1406300010642,115.8088503,Alto,33.3333333333,Alto
1406300010727,123.287449,Bajo,12.3726346434,Bajo
1406300280731,117.7193295,Alto,25.9365994236,Alto
1406300280746,119.8576632,Medio,18.4375,Medio
1406400010175,119.083933,Medio,20.0992555831,Medio
140640001018A,119.5888394,Medio,17.1875,Medio
1406400010194,121.0212988,Medio,17.9916317992,Medio
1406400010207,119.829058,Medio,15.6599552573,Medio
1406400010211,118.2801053,Alto,19.2019950125,Medio
1406400010226,117.6455094,Alto,15.8371040724,Medio
1406400010230,121.2143578,Bajo,8.5714285714,Bajo
1406400010245,118.4957845,Alto,15.2542372881,Alto
1406400010264,116.1992248,Alto,18.3098591549,Medio
1406400010279,120.1523179,Medio,16.2866449511,Medio
1406400010334,113.45481,Muy alto,18.4210526316,Alto
1406400010353,101.9678363,Muy alto,20.6896551724,Alto
1406400010368,117.1175802,Alto,14.7058823529,Medio
1406400010387,107.8691954,Muy alto,8.3333333333,Medio
1406400010442,111.8387835,Muy alto,28.8659793814,Alto
1406400320300,116.7445535,Alto,29.4954721863,Alto
1406400320315,115.2073255,Muy alto,31.6258351893,Alto
1406500010030,118.2362642,Alto,17.2205438066,Medio
