cve_ageb,POBTOT,POB0_14,POB15_64,POB65_MAS,P_15A17,P_18A24,VPH_AUTOM,VIVPAR_HAB
1902100010077,440,110,320,10,25,62,59,91
1902100010096,2025,518,1426,79,82,206,416,608
1902100010151,7060,1513,5399,142,365,935,1677,1902
1902100010166,2155,393,1589,173,122,300,513,617
1902100010185,2732,689,1953,89,108,262,767,802
1902100010202,4674,901,3403,370,233,611,648,1278
1902100010221,5255,1206,3662,386,210,579,1058,1468
1902100010236,1237,232,813,192,64,131,169,321
1902100010240,3874,726,2521,621,178,458,387,1012
1902100010255,6704,1666,4850,185,335,848,1157,1701
1902100010274,1153,194,914,45,38,173,146,295
1902100010289,1352,246,1057,49,58,201,278,332
1902100010293,2008,319,1600,86,137,310,586,570
1902100010306,4237,951,2763,523,181,480,477,1025
1902100010325,1,*,*,*,*,*,*,*
190210001033A,4000,882,2899,216,187,417,1030,1139
1902100010344,11293,3343,7746,202,446,990,2516,3183
1902100010363,4457,958,3233,266,235,615,667,1132
1902100010378,4134,791,3179,162,230,560,1251,1282
1902100010382,4835,1125,3355,354,238,601,435,1207
1902100010397,5412,1422,3705,272,291,728,464,1304
190210001040A,2741,615,1985,141,120,316,508,775
1902100010414,1247,245,888,114,42,157,251,358
1902100010429,6111,1161,4508,442,343,986,1169,1737
1902100010433,4029,795,2749,485,196,510,716,1204
1902100010448,3950,740,2696,510,172,429,677,1155
1902100010452,2904,524,1801,579,118,291,369,872
1902100010467,4188,863,2886,439,158,419,573,1163
1902100010471,4487,876,3153,458,206,497,638,1234
1902100010486,2957,646,2059,252,158,371,312,870
1902100010490,2715,538,2036,130,125,360,506,729
1902100010503,4228,1025,3006,197,239,627,470,1061
1902100010518,3302,710,2367,199,166,447,358,963
1902100010522,1342,296,918,89,69,178,179,350
1902100010537,594,116,419,59,33,74,84,163
1902100010556,3921,1017,2754,150,200,611,407,955
1902100010560,294,65,190,36,12,38,32,89
1902100010575,2137,362,1683,92,82,264,301,546
190210001058A,1077,315,709,53,55,151,89,233
1902100010594,5610,1451,3917,241,345,851,544,1269
1902100010607,231,65,136,30,13,25,33,60
1902100010611,3585,1145,2380,60,126,254,908,1072
1902100010626,317,60,219,38,13,33,45,106
1902100010630,2706,790,1830,86,146,425,209,680
1902100010679,4099,782,3044,273,195,537,765,1130
1902100010683,4460,792,3268,390,200,526,833,1269
1902100010698,4010,863,2885,262,199,531,607,1033
1902100010700,4941,1039,3695,196,214,726,824,1322
1902100010715,5543,1057,4133,353,192,615,1299,1704
190210001072A,3090,592,2363,135,159,501,681,881
1902100010749,5980,2037,3885,56,298,676,489,1580
1902100010753,5841,1558,4027,253,345,898,664,1440
1902100010772,997,287,689,21,40,110,202,262
1902100010787,757,190,531,36,55,103,83,183
1902100010791,5,*,*,*,*,*,*,*
1902100010819,289,58,209,22,23,36,34,73
1902100010823,3201,575,2482,139,141,511,675,860
1902100010838,2938,579,2255,102,114,386,452,753
1902100010895,4288,1004,3148,136,257,729,519,1070
1902100010908,3652,881,2639,132,192,580,466,935
1902100010927,2570,519,1950,101,125,356,379,674
1902100010931,2631,573,1947,111,129,349,398,730
1902100010950,343,67,256,20,24,49,51,86
1902100010965,4761,1222,3449,90,300,622,938,1289
190210001097A,3377,694,2600,83,209,593,608,895
1902100010984,2982,661,2247,71,194,521,480,764
1902100010999,2615,637,1893,85,149,368,288,719
1902100011003,3526,880,2558,88,230,664,342,851
1902100011022,5015,1238,3595,161,262,834,522,1172
1902100011037,2990,712,2159,114,164,452,293,699
1902100011041,2342,563,1664,115,140,354,290,585
1902100011056,3070,806,2112,150,178,492,367,709
1902100011060,3355,707,2540,108,193,579,489,831
1902100011075,8122,1994,5948,180,446,1320,1258,1963
190210001108A,2125,520,1550,54,147,298,454,569
1902100011094,3750,958,2641,150,229,624,362,893
1902100011107,3086,792,2178,116,190,451,305,711
1902100011111,2905,728,2039,137,158,467,281,727
1902100011130,222,33,163,26,11,30,32,86
1902100011291,2072,499,1539,34,177,324,360,528
1902100011304,4133,861,2929,283,183,494,651,1055
1902100011319,3137,655,2332,150,226,467,610,846
1902100011323,3844,739,2967,138,205,612,730,1007
1902100011338,2800,709,2009,82,173,287,809,784
1902100011342,4655,853,3694,108,357,880,922,1167
1902100011357,3528,939,2506,83,265,530,369,911
1902100011361,3656,912,2666,78,211,642,317,912
1902100011376,3779,992,2705,82,227,637,351,958
1902100011380,0,0,0,0,0,0,0,0
1902100011395,4307,1254,2988,65,280,559,732,1078
1902100011408,6781,1356,5110,315,428,893,1896,1808
1902100011412,3239,693,2467,79,216,498,842,863
1902100011427,4126,1002,3015,109,270,498,1111,1012
1902100011431,702,183,500,19,48,84,179,167
1902100011446,639,167,454,18,25,72,163,120
1902100011450,3561,793,2700,68,287,620,510,900
1902100011465,883,232,629,22,77,120,88,220
190210001147A,6668,2128,4475,65,564,840,747,1697
1902100011484,4419,1420,2919,80,249,369,949,1113
1902100011499,2215,653,1534,28,163,227,406,570
1902100011501,2324,635,1631,58,92,238,521,675
1902100011516,2656,614,1947,95,122,360,541,734
1902100011520,3444,1100,2294,50,138,295,809,951
1902100011535,629,166,456,7,50,83,92,177
190210001154A,1386,414,952,17,102,182,137,344
1902100011554,111,17,93,*,6,21,28,27
1902100011569,5715,2050,3534,131,373,703,489,1381
1902100011573,4139,1376,2680,79,333,537,368,960
1902100011588,4161,1376,2693,92,349,518,345,963
1902100011592,3640,1204,2388,48,225,466,305,983
1902100011605,3875,1279,2533,63,206,420,306,1123
190210001161A,3356,1112,2181,62,218,394,272,889
1902100011624,3722,1228,2431,63,263,395,279,1022
1902100011639,4413,1473,2879,61,283,476,374,1212
1902100011643,3552,1168,2319,63,233,414,274,1004
1902100011658,5871,1850,3929,92,417,684,514,1576
1902100011662,8270,2794,5393,79,355,1147,590,1977
1902100011681,3879,1250,2559,70,321,509,340,904
1902100011709,5558,1835,3652,71,206,359,1448,1567
1902100011713,9153,3266,5797,88,475,1057,693,2402
1902100011728,4314,1207,3021,86,222,409,1210,1144
1902100011747,1476,480,981,15,79,116,334,401
1902100011751,1594,575,1003,16,66,167,152,441
1902100011766,3220,1131,1993,96,191,425,172,894
1902100011770,3035,961,2030,44,111,251,766,858
1902100011785,3940,1400,2520,20,161,506,362,985
190210001179A,784,229,547,8,25,89,212,195
1902100011802,2155,557,1558,40,109,230,605,553
1902100011817,583,130,435,18,38,59,155,99
1902100011821,2039,611,1385,43,93,140,577,507
1902100011836,1296,432,849,15,42,83,337,326
1902100011840,7,*,6,0,0,3,*,3
1902100011855,2536,724,1765,47,132,188,725,543
190210001186A,1106,388,705,13,21,57,287,273
1902100011874,3333,1240,2064,25,121,383,287,833
1902100011889,335,122,206,7,17,44,36,85
1902100011893,2138,711,1420,7,87,272,196,569
1902100011906,60,29,31,0,8,5,0,7
1902100011910,4030,1504,2496,29,160,572,346,1028
1902100011925,3134,1126,1978,30,97,500,271,798
190210001193A,2908,1025,1869,13,105,444,299,786
1902100011944,0,0,0,0,0,0,0,0
1902101530000,17284,6373,10785,126,842,1664,1831,4630
1902101530024,4083,1490,2562,31,162,376,446,1095
1902101530039,4506,1741,2743,22,199,464,421,1209
1902101530058,4271,1582,2666,23,247,418,434,1130
1902101530081,4424,1560,2814,50,234,406,530,1196
1902101550000,4076,1529,2515,32,175,433,271,1101
1902101550109,4076,1529,2515,32,175,433,271,1101
1902600000000,643143,127651,446794,68613,28779,75944,116929,175502
1902600010000,635862,125452,441857,68468,28382,75187,115519,173606
1902600010020,1825,383,1183,259,65,225,225,486
1902600010035,1597,329,1058,210,63,205,171,414
190260001004A,0,0,0,0,0,0,0,0
1902600010069,1920,237,1220,463,61,205,396,546
1902600010073,3137,459,1961,717,113,259,641,966
1902600010088,2870,438,1870,552,120,301,548,786
1902600010092,4183,644,2953,586,126,394,1220,1285
190260001011A,3115,469,1958,674,131,316,745,945
1902600010124,2665,370,1716,579,104,276,575,801
1902600010143,2245,683,1484,78,115,272,389,594
1902600010158,1517,171,942,404,45,121,441,503
1902600010162,1624,173,1100,351,61,169,479,528
1902600010177,1769,188,1153,428,55,194,515,567
1902600010181,1561,193,988,380,53,142,499,519
1902600010196,1557,191,978,388,47,145,414,475
1902600010213,2063,331,1332,400,77,208,379,624
1902600010228,1619,330,1056,233,57,190,211,450
1902600010232,2521,382,1640,499,79,212,559,787
1902600010251,6072,1401,3961,709,296,673,620,1477
1902600010266,427,115,306,6,12,38,129,132
1902600010285,2844,438,1952,454,99,325,487,741
190260001029A,1809,250,1222,335,44,213,361,586
1902600010302,2790,441,1828,521,85,304,420,812
1902600010317,4084,704,2692,688,168,463,568,1102
1902600010321,5159,704,3253,1200,170,524,1124,1575
1902600010336,3112,402,1960,750,109,316,705,942
1902600010340,5009,759,3165,1085,185,457,944,1452
1902600010355,2172,391,1381,400,78,209,354,643
1902600010389,3485,556,2326,603,130,372,463,951
1902600010393,4293,684,2936,671,190,457,755,1191
1902600010406,2889,541,1938,410,126,363,377,746
1902600010425,3687,599,2501,587,162,383,571,1090
1902600010444,2474,348,1623,503,86,246,473,691
1902600010459,3039,413,1966,660,127,316,612,937
1902600010478,3451,578,2402,471,118,387,713,1017
1902600010482,4004,587,2652,765,140,355,953,1265
190260001050A,2022,496,1310,216,71,204,362,588
1902600010533,1681,224,1165,291,62,158,348,566
1902600010548,4149,529,2816,804,153,414,945,1154
1902600010552,1358,443,701,214,58,114,244,274
1902600010567,3469,589,2299,581,157,414,542,938
1902600010586,4983,867,3279,837,203,519,782,1342
1902600010590,3794,746,2501,547,178,405,498,1006
1902600010603,1632,274,1099,259,65,178,243,441
1902600010618,3420,597,2278,543,149,406,518,963
1902600010641,2917,551,1880,486,139,335,373,795
1902600010707,4261,695,2830,736,200,493,603,1168
1902600010730,4610,898,2945,767,174,545,532,1215
1902600010745,1565,297,1022,246,67,188,247,428
1902600010779,677,107,470,100,25,90,85,164
1902600010783,1477,338,937,202,49,151,193,369
1902600010798,3364,619,2162,583,130,366,443,889
1902600010815,4739,935,3013,791,232,535,571,1213
1902600010849,1926,357,1388,181,74,253,380,545
1902600010853,4562,983,3022,557,235,552,480,976
1902600010872,3088,330,1972,786,98,307,940,879
1902600010957,5841,1294,3894,653,251,621,604,1448
1902600010961,1353,200,1072,81,67,225,306,399
1902600010995,1016,180,693,143,51,127,152,267
1902600011014,2155,386,1439,330,76,266,344,614
1902600011029,1109,220,839,50,56,147,160,292
1902600011033,5199,1124,3788,287,212,724,840,1391
1902600011052,7318,1881,4940,497,299,863,652,1674
1902600011067,4252,877,3114,257,187,551,716,1112
1902600011071,3143,657,2338,148,168,474,522,853
1902600011086,3224,809,2345,70,204,473,615,842
1902600011103,950,235,659,56,45,122,178,264
1902600011118,0,0,0,0,0,0,0,0
1902600011122,6940,1505,5049,386,311,836,1037,1845
1902600011141,9036,2570,6269,197,363,991,1378,2436
1902600011160,3568,454,2725,389,117,367,1075,1043
190260001118A,3453,667,2627,159,194,466,922,851
1902600011194,4669,841,3241,587,204,530,730,1129
1902600011226,4831,1102,3432,297,239,601,604,1201
1902600011230,3324,904,2271,149,210,474,287,745
190260001125A,541,46,368,127,20,76,152,130
1902600011264,1708,358,1261,89,80,229,231,468
1902600011279,4324,973,2907,441,181,506,465,991
1902600011283,3719,789,2470,458,177,408,423,917
1902600011300,2915,421,1887,606,114,296,572,883
1902600011315,3497,621,2629,247,144,313,1078,1109
190260001132A,2713,361,2094,258,83,299,844,897
1902600011334,3525,769,2314,442,175,378,324,848
1902600011349,2716,567,1822,327,116,295,330,781
1902600011353,1952,339,1301,312,64,197,293,552
1902600011368,3348,617,2230,501,163,406,527,933
1902600011372,2451,417,1629,399,97,299,330,678
1902600011387,4018,661,3009,348,156,490,899,1229
1902600011391,3747,711,2283,753,158,380,445,1089
1902600011404,3115,523,2059,533,135,382,519,818
1902600011419,2833,388,1914,531,108,326,626,834
1902600011423,2358,337,1533,487,79,242,495,713
1902600011438,1771,247,1186,337,55,212,333,508
1902600011442,3169,534,2247,388,144,352,611,948
1902600011457,2279,343,1633,303,92,283,439,691
1902600011461,3227,604,2182,441,129,330,569,932
1902600011476,3270,563,2147,560,121,304,471,967
1902600011480,4784,944,3360,478,211,606,698,1255
1902600011495,2675,516,1947,212,109,323,450,798
1902600011508,1978,422,1430,126,86,251,302,541
1902600011512,1411,203,894,314,52,116,322,378
1902600011527,2114,258,1389,467,42,172,611,675
1902600011531,3594,611,2396,587,125,397,699,1040
1902600011546,3715,537,2576,600,144,375,673,1095
1902600011565,4076,803,2716,557,178,451,418,921
190260001157A,2161,359,1509,293,75,260,327,591
1902600011584,4255,845,2757,653,195,486,471,1082
1902600011599,2923,647,1866,410,138,335,311,746
1902600011601,3474,644,2254,576,172,399,381,886
1902600011616,3883,744,2730,408,152,417,616,1186
1902600011620,4814,904,3389,521,185,492,815,1375
1902600011635,4695,894,3492,309,209,619,838,1211
190260001164A,2101,461,1383,257,88,251,285,536
1902600011654,3737,763,2605,369,206,505,464,1029
1902600011688,3727,643,2754,330,147,434,728,1021
190260001171A,4383,806,3199,378,189,443,699,1165
1902600011743,7461,1704,5241,509,339,874,900,1849
1902600011758,2105,278,1608,219,72,275,607,518
1902600011762,2427,490,1608,329,106,241,314,594
1902600011777,3599,834,2547,218,197,431,675,935
1902600011781,260,55,193,12,10,32,50,68
1902600011809,2127,649,1401,77,132,322,200,418
1902600011813,5250,1094,3885,271,225,613,887,1460
1902600011828,2175,414,1615,146,90,327,328,580
1902600011832,3764,780,2786,198,189,491,636,1062
1902600011847,4488,895,3382,209,215,623,886,1319
1902600011851,4115,781,3145,189,211,614,860,1153
1902600011866,3064,439,2322,300,121,405,862,946
1902600011870,3271,418,2371,482,83,318,1018,1151
1902600011885,1944,272,1392,280,73,169,465,603
190260001189A,2117,315,1396,406,73,223,364,587
1902600011902,2434,497,1668,269,85,270,505,765
1902600011921,2594,519,1882,193,109,312,408,685
1902600011936,2951,642,2103,206,144,390,420,775
1902600011940,3450,650,2406,394,114,340,582,925
1902600011955,3582,926,2516,138,196,450,701,903
190260001196A,3349,749,2449,149,183,465,359,818
1902600011974,4837,995,3566,275,241,692,658,1278
1902600011989,3336,538,2418,380,145,429,642,927
1902600011993,3528,603,2607,318,156,450,786,934
1902600012008,1064,131,757,176,41,121,317,276
1902600012012,2227,294,1554,378,72,232,642,615
1902600012027,5601,875,4402,324,252,853,1242,1590
1902600012031,4385,710,3458,217,210,728,924,1207
1902600012046,5116,1047,3635,434,260,624,922,1337
1902600012050,4134,846,2745,543,197,506,566,1030
190260001207A,2199,256,1698,245,57,253,683,682
1902600012084,1461,145,900,414,38,145,474,441
1902600012099,5241,1431,3437,373,312,630,486,1188
1902600012101,3626,955,2380,291,187,437,327,770
1902600012116,2265,444,1659,162,81,281,444,624
1902600012120,1092,118,644,330,32,108,345,299
1902600012135,1356,170,833,353,49,158,407,331
190260001214A,3578,781,2435,362,185,431,442,947
1902600012154,2964,577,2114,270,125,395,443,790
1902600012169,1023,165,794,64,61,130,302,256
1902600012173,108,14,90,4,3,18,29,26
1902600012188,460,73,345,42,15,67,124,95
1902600012192,2742,586,2033,123,123,405,452,743
1902600012205,4435,1059,3074,302,214,522,428,1102
1902600012224,1986,329,1285,372,78,188,358,573
1902600012239,2664,524,1787,353,109,317,366,686
1902600012243,316,88,215,13,14,45,43,72
1902600012258,1006,198,747,61,48,149,160,268
1902600012262,2668,547,1995,126,151,414,564,753
1902600012277,3597,727,2422,448,183,470,472,914
1902600012296,4398,694,3030,674,178,530,895,1245
1902600012309,2125,594,1442,89,92,220,406,557
1902600012313,2567,541,1757,269,138,303,357,723
1902600012328,2737,531,2105,101,155,486,502,735
1902600012332,5634,1231,3857,546,271,680,644,1374
1902600012347,4440,1188,3117,135,268,534,1003,1212
1902600012366,350,89,252,9,22,49,89,89
1902600012385,108,34,72,*,8,16,6,27
190260001239A,2697,612,1956,129,151,412,446,707
1902600012402,2699,614,1846,239,132,334,331,669
1902600012417,2073,376,1566,131,96,304,552,602
1902600012421,2385,467,1846,72,156,382,593,664
1902600012436,3242,603,2560,79,239,583,808,865
1902600012440,2604,464,2055,85,170,435,638,693
1902600012455,4962,956,3831,175,310,791,1081,1346
190260001246A,4546,936,3474,136,212,683,824,1217
1902600012474,3828,800,2950,78,262,620,920,1021
1902600012489,2798,513,2133,152,151,432,651,819
1902600012493,3047,639,2084,324,134,320,629,830
1902600012506,1875,302,1255,318,79,202,304,515
1902600012510,3466,722,2586,158,213,471,915,1007
1902600012525,6162,1481,4455,226,391,796,1642,1755
190260001253A,1418,343,1031,44,95,201,259,379
1902600012544,2171,484,1565,122,109,316,433,596
1902600012559,4248,818,3256,174,248,668,991,1205
1902600012563,2676,656,1948,72,154,314,674,756
1902600012578,2465,464,1872,129,119,277,463,707
1902600012582,2739,486,2083,170,95,319,452,796
1902600012597,3539,690,2766,83,233,722,590,933
190260001260A,979,249,719,11,56,146,207,252
1902600012614,3024,795,2185,42,216,468,543,763
1902600012629,1943,459,1436,48,139,262,424,540
1902600012633,2429,481,1736,212,123,353,435,635
1902600012648,1998,361,1357,280,88,188,279,573
1902600012652,3158,1039,2049,70,155,288,751,786
1902600012667,778,213,547,18,51,85,154,193
1902600012671,1647,462,1153,32,93,176,437,445
1902600012686,40,13,22,5,*,*,5,14
1902600012690,79,27,51,*,6,9,3,21
1902600012703,632,174,446,12,28,56,179,189
1902600012718,2829,836,1921,72,143,207,705,817
1902600012722,1673,531,1120,22,91,164,363,439
1902600012737,153,54,98,*,8,7,44,39
1902600012741,1897,334,1345,218,65,216,401,502
1902600012756,2572,725,1781,66,100,214,758,742
1902600012760,3619,1212,2343,64,175,304,853,955
1902600012775,1381,472,886,23,51,106,360,341
190260001278A,3558,1141,2371,46,167,302,848,974
1902600012794,776,241,522,13,40,57,214,206
1902600012807,51,12,39,0,3,5,15,14
1902600012811,26,8,18,0,3,*,0,7
190260001285A,1850,586,1238,25,63,102,534,521
1902600012864,1168,365,779,22,44,80,324,310
1902600012879,2144,595,1517,32,92,146,639,605
1902600012883,2693,719,1939,35,76,178,839,869
1902600012898,21,11,10,0,*,0,4,3
1902600012900,0,0,0,0,0,0,0,0
1902600012915,1844,526,1303,15,53,228,457,547
1902600570000,4223,1240,2899,84,314,529,608,1064
1902600572830,559,143,394,22,42,77,89,151
1902600572845,3664,1097,2505,62,272,452,519,913
1902601340000,2843,902,1895,46,72,198,783,776
1902601340139,2843,902,1895,46,72,198,783,776
1903100000000,471523,139095,320791,11160,25836,59108,61982,127675
1903100010000,308285,91567,210070,6333,16578,39261,39197,83334
1903100010016,792,280,509,3,18,178,78,166
1903100010020,417,121,295,*,14,94,37,130
190310001004A,1560,464,1078,18,56,252,326,437
1903100010054,1531,446,1068,15,61,305,174,411
1903100010069,3538,655,2298,505,172,422,436,991
1903100010073,2918,792,1941,185,119,335,478,715
1903100010124,961,169,678,114,40,107,159,281
1903100010139,527,75,355,97,25,52,94,166
1903100010143,488,82,311,95,17,46,96,156
1903100010158,2205,411,1662,132,62,205,344,665
1903100010162,945,199,633,63,63,111,146,272
1903100010177,2213,467,1556,190,98,219,291,630
1903100010181,3115,748,2254,113,155,399,506,891
1903100010196,641,132,456,53,34,74,97,188
1903100010232,83,23,53,7,0,15,13,19
1903100010247,119,22,68,29,4,4,29,36
1903100010251,237,60,156,21,16,27,28,58
1903100010270,5688,1574,3946,168,286,621,1032,1638
1903100010285,7418,2304,4987,127,499,873,727,1974
190310001029A,2069,621,1417,31,80,209,382,643
1903100010302,887,231,608,48,45,99,180,249
1903100010317,3292,813,2393,86,250,476,526,964
1903100010336,16,3,13,0,*,*,*,5
1903100010340,3444,867,2424,153,201,522,368,804
190310001036A,2196,464,1660,72,131,364,374,601
1903100010374,1086,230,819,37,66,168,133,291
1903100010389,1029,213,773,26,73,176,126,286
1903100010529,0,0,0,0,0,0,0,0
1903100010548,530,141,361,28,35,77,59,157
1903100010571,3044,722,2186,136,141,423,348,769
1903100010586,949,220,708,21,78,117,173,272
1903100010590,2396,606,1764,26,216,379,303,608
1903100010603,2033,529,1466,38,167,288,334,555
1903100010618,2751,615,2089,47,213,459,411,734
1903100010622,2799,727,1998,71,187,439,365,746
1903100010637,1535,456,1044,35,90,165,310,450
1903100010660,3235,873,2274,88,236,398,555,872
190310001068A,5585,1183,4305,96,445,1028,775,1416
1903100010694,2173,646,1496,31,132,287,248,606
1903100010707,4806,1330,3360,108,345,677,584,1305
1903100010711,1963,551,1372,40,171,259,194,556
1903100010726,5060,1409,3543,105,400,663,547,1391
1903100010730,5753,1557,4092,104,426,828,727,1570
1903100010745,735,228,494,13,58,75,96,210
190310001075A,2497,762,1674,61,178,331,359,643
1903100010764,4149,1189,2899,61,281,610,446,1104
1903100010779,2840,716,2061,63,241,431,389,777
1903100010783,3714,1058,2572,84,259,484,472,1070
1903100010798,475,131,336,8,31,63,68,129
1903100010800,3288,921,2316,51,252,403,557,847
1903100010872,2902,789,2060,53,134,296,653,784
1903100010919,4526,1174,3243,109,326,664,533,1239
1903100010923,3296,708,2511,77,245,580,481,880
1903100010938,3055,686,2288,81,257,506,490,811
1903100010942,976,256,673,47,64,156,141,241
1903100010957,1006,324,635,47,46,103,147,223
1903100010980,1027,342,662,22,36,94,218,302
1903100010995,3406,1074,2281,51,227,370,310,931
190310001100A,3863,1240,2558,61,257,414,401,998
1903100011014,2328,704,1584,40,190,260,221,616
1903100011029,433,134,293,6,31,51,71,114
1903100011033,2618,802,1777,39,215,297,277,693
1903100011048,1756,616,1093,47,73,171,244,472
1903100011052,5241,1686,3460,95,306,515,883,1394
1903100011067,3015,931,2033,50,189,331,521,838
1903100011071,1073,315,736,22,73,141,124,273
1903100011141,2047,672,1356,19,87,249,217,550
1903100011156,990,317,660,13,68,126,141,257
1903100011160,4915,1650,3203,62,268,522,562,1380
1903100011175,4752,1574,3113,65,243,517,478,1385
190310001118A,4945,1626,3250,69,259,520,593,1395
1903100011194,4303,1260,2935,104,206,455,765,1231
1903100011207,5326,1732,3551,43,179,647,497,1426
1903100011230,1258,428,817,13,78,135,151,343
1903100011245,5425,1726,3612,85,349,622,573,1407
190310001125A,441,117,313,11,18,40,51,139
1903100011264,166,53,108,5,5,23,40,36
1903100011279,2011,560,1418,33,150,235,303,516
1903100011315,1898,621,1249,28,67,141,428,531
190310001132A,774,214,543,17,43,76,137,214
1903100011334,135,47,88,0,9,13,17,39
1903100011349,0,0,0,0,0,0,0,0
1903100011353,7,3,3,*,0,0,3,3
1903100011368,1247,414,818,15,41,102,268,337
1903100011372,1893,667,1202,24,78,128,319,539
1903100011404,1029,346,675,8,51,141,96,290
1903100011423,536,181,346,9,17,87,44,165
1903100011457,3059,1013,1991,55,145,313,325,735
1903100011476,1056,303,745,4,34,223,112,334
1903100011480,819,232,586,*,15,172,110,202
1903100011546,1658,515,1125,17,70,306,162,451
1903100011550,3043,997,2014,32,102,551,282,678
1903100011565,1277,433,825,19,59,93,279,319
190310001157A,1638,507,1115,16,88,220,115,457
1903100011584,4834,1603,3166,65,246,528,594,1341
1903100011620,3588,1229,2309,50,188,365,371,905
1903100011654,2578,890,1667,21,90,248,381,646
1903100011669,1278,456,804,18,60,110,117,364
1903100011673,357,107,248,*,12,70,42,112
1903100011688,1220,402,795,23,57,123,111,374
1903100011692,1994,486,1482,26,71,270,300,576
1903100011705,953,265,676,12,35,66,303,253
1903100011724,321,107,209,5,9,26,29,99
1903100011739,1681,559,1100,22,69,124,351,501
1903100011743,2096,704,1375,17,91,322,185,585
1903100011758,978,334,630,14,47,118,72,255
1903100011777,9252,3143,6026,83,399,1143,766,2345
1903100011781,2548,884,1634,30,108,242,224,675
1903100011809,714,227,476,11,25,60,136,207
1903100011813,1463,512,934,17,67,159,134,406
1903100011832,4429,1411,2959,59,196,508,423,1193
1903100011847,2588,893,1668,27,71,242,325,719
1903100011851,2906,1036,1839,31,92,261,353,806
1903100011866,4801,1541,3211,49,243,500,530,1240
1903100011870,4493,1443,2937,49,132,555,553,1303
1903100011885,2687,857,1796,14,95,433,249,672
190310001189A,991,352,630,9,37,125,94,290
1903100011902,3725,1227,2463,35,168,505,262,989
1903100011917,821,271,540,10,27,98,88,205
1903100011921,3535,1112,2387,36,136,463,540,877
1903100011936,1574,510,1049,15,79,218,109,397
1903100011940,3228,1127,2068,33,115,387,390,798
1903100011955,994,342,637,14,45,110,90,271
190310001196A,1328,456,856,16,51,146,103,371
1903100011974,2705,822,1857,26,75,306,399,765
1903100011989,1961,645,1295,21,49,232,268,560
1903100011993,4414,1345,3036,33,182,668,384,1182
1903100012008,1826,606,1198,22,55,312,149,525
1903100012012,1356,429,912,9,70,205,97,325
1903100012027,1656,568,1083,5,56,268,137,492
1903100012031,95,35,60,0,*,19,4,27
1903100012046,1566,487,1067,12,64,243,192,404
1903100012050,1447,443,998,6,53,288,190,385
1903100012065,1992,644,1329,19,88,332,99,577
190310001207A,2742,852,1856,34,95,355,544,755
1903100012084,3304,1069,2181,11,153,597,169,837
1903100012116,0,0,0,0,0,0,0,*
1903100012120,350,107,241,*,9,62,51,96
1903100012135,22,4,17,*,*,4,4,7
190310001214A,0,0,0,0,0,0,0,*
1903100450000,75426,21367,51965,2056,4395,9219,11908,20263
1903100450088,106,14,77,15,*,14,20,33
1903100450092,5801,1408,4012,365,267,654,961,1547
1903100450105,617,125,426,66,32,89,113,159
1903100450266,3518,854,2501,163,193,491,524,901
1903100450321,781,159,579,27,36,136,106,193
1903100450393,4470,1033,3348,89,305,707,694,1194
1903100450533,112,39,71,*,8,11,9,32
1903100450641,1572,348,1192,32,141,266,218,425
1903100450656,6656,1552,4983,119,502,1116,884,1752
1903100450675,2985,757,2144,81,237,461,409,774
1903100450815,5183,1360,3653,170,295,539,1272,1482
1903100450834,5335,1696,3545,94,331,584,759,1437
1903100450887,626,151,445,30,18,77,133,192
1903100450891,3371,919,2314,138,210,508,288,836
1903100450904,2284,592,1594,98,167,364,245,585
1903100451086,3582,1065,2435,81,132,293,978,981
1903100451090,3117,990,2050,77,165,221,740,896
1903100451103,1939,562,1310,67,158,239,174,492
1903100451118,1143,368,728,47,68,141,127,292
1903100451122,4196,1213,2905,78,305,508,555,1115
1903100451211,318,82,228,8,18,33,83,86
1903100451226,2587,787,1751,49,148,312,307,735
1903100451283,3230,1117,2065,48,168,286,523,843
1903100451387,1540,563,963,14,66,140,151,408
1903100451391,400,126,265,9,26,34,73,115
1903100451438,489,149,332,8,23,39,126,142
1903100451442,530,188,330,12,35,53,45,134
1903100451461,215,78,137,0,10,17,24,59
1903100451635,3621,1324,2262,35,143,260,667,995
190310045164A,1099,389,702,8,41,102,126,288
1903100451828,1268,436,826,6,57,139,185,342
1903100452099,1486,506,971,9,59,270,111,412
1903100452101,1249,417,821,11,29,115,278,386
1903102240000,5718,1403,3907,309,307,816,664,1462
1903102240961,2261,525,1579,122,127,315,296,610
1903102240976,3197,790,2169,174,171,465,356,797
1903102241495,260,88,159,13,9,36,12,55
1903103110000,9118,2714,6135,269,559,1094,1450,2447
1903103111508,3724,1186,2468,70,196,375,702,1030
1903103111512,2486,710,1694,82,197,362,291,607
1903103111527,1682,400,1188,94,106,261,218,453
190310311171A,1226,418,785,23,60,96,239,357
1903103130000,47155,14228,31616,1290,2630,5895,5110,13043
1903103130355,3908,1033,2703,169,223,589,388,946
1903103130406,1911,511,1296,97,101,308,221,494
1903103130410,3192,808,2224,160,174,478,360,828
1903103130425,2246,569,1586,88,156,346,266,587
190310313043A,2068,464,1498,106,135,339,251,559
1903103130444,246,55,162,29,12,23,41,67
1903103130459,35,6,24,5,*,3,4,15
1903103130463,4716,1442,3123,151,295,556,506,1258
1903103130478,412,100,268,44,25,49,54,117
1903103130482,95,10,57,28,3,7,27,39
1903103130497,64,9,43,12,*,6,17,22
