stop_id,stop_name,stop_lat,stop_lon
P658,Antonio Medina,21.914131,-102.251699
P659,Francisco Revilla,21.913812,-102.252759
P660,Guadalupano,21.912471,-102.252237
P661,San Cristóbal,21.911426,-102.253793
P662,San Bernardino,21.909064,-102.255185
P663,Siglo Xxi,21.907587,-102.256416
P664,Mario Pani,21.906724,-102.25827
P665,Delegación Jesús Teran,21.905603,-102.261706
P666,Agustín Pradillo,21.904605,-102.264946
P667,Matías Saucedo,21.904205,-102.266285
P668,Parroquía De Nuestra Señora Del Tepeyac,21.903681,-102.26787
P669,Gildardo Sánchez,21.903271,-102.269139
P670,Nazario Ortíz,21.902303,-102.270554
P671,Ceb Jesús Reyes,21.899847,-102.271469
P672,Normal Superior,21.899859,-102.273585
P673,Fray Luis De León,21.8985,-102.275372
P674,Preparatoria Benito Juarez,21.89688,-102.277497
P675,República De Nicaragua,21.867162,-102.30357
P676,Poliforum Deportivo Y Cultural,21.867618,-102.306263
P677,Dif Estatal,21.867235,-102.309403
P679,Córdoba,21.864014,-102.311282
P681,Toledo,21.85998,-102.313623
P682,Crena,21.853705,-102.316217
P683,Fortunato Maycote,21.852568,-102.313346
P684,Federico Montes,21.852176,-102.312003
P685,Centro De Salud Insurgentes,21.851378,-102.309637
P686,Serapio Rendón,21.850809,-102.3066
P687,José Isabel,21.850397,-102.304797
P688,José Maytorena,21.84971,-102.301883
P689,Secundaria General 3,21.86989,-102.307453
P690,Salvador,21.872155,-102.304466
P691,Primaria María Morelos,21.873181,-102.301682
P692,Ébano,21.903155,-102.299862
P693,Encino,21.903437,-102.297981
P694,Oaxaca,21.904463,-102.296411
P695,Asientos,21.906193,-102.296591
P696,Tepezala,21.909042,-102.296828
P697,Siglo Xxi,21.946748,-102.297085
P698,Arbolada,21.950658,-102.296345
P699,Viñedos Eva,21.960011,-102.294543
P700,Paseos De Venaderos,21.963438,-102.293854
P701,Paseos De Aguascalientes,21.966592,-102.293289
P702,Paseos De Cañada Honda,21.967369,-102.295661
P703,Paseos De Jesús María,21.968736,-102.298399
P704,Terminal Paseos,21.968727,-102.301256
P705,Terminal Paseos,21.968508,-102.301208
P706,Emiliano Zapata,21.968241,-102.29787
P707,Paseos De Calvillo,21.967144,-102.295576
P708,Av. Independencia,21.966894,-102.293667
P709,Champaña,21.962458,-102.294347
P710,Siglo Xxi,21.949505,-102.296843
P711,Villas Del Vergel,21.909194,-102.297182
P712,Quintana Roo,21.906148,-102.296793
P713,Oaxaca,21.904967,-102.296694
P714,Zaragoza,21.903578,-102.299604
P715,Galeana,21.878366,-102.296552
P716,Cam,21.878032,-102.298136
P717,Secundaria Técnica 5,21.875631,-102.301062
P718,Primaria Morelos,21.873207,-102.302108
P719,Geranios,21.87235,-102.304463
P720,Villa Charra,21.870221,-102.307519
P721,Plaza Patria,21.878863,-102.295723
P722,Josefa Ortíz,21.880898,-102.289789
P724,Colegio De Contadores Públicos,21.941754,-102.326555
P725,Reborujo,21.947121,-102.330719
P726,Las Culebras,21.967498,-102.339886
P727,Solidaridad,21.971333,-102.337484
P728,Rastro Municipal,21.974931,-102.339186
P729,Ags 18,21.982098,-102.336846
P730,Ags 91,21.988041,-102.334891
P731,Chichimeco,21.990639,-102.336705
P732,Oxitle,21.989952,-102.344108
P733,Chichimeco,21.990318,-102.336607
P734,Cartuja,21.986832,-102.335556
P735,Sociedad,21.982159,-102.337033
P736,Solidaridad,21.974608,-102.339551
P738,Benigno Chavéz,21.966681,-102.342009
P739,Abasolo,21.963919,-102.344957
P741,Barranquillas,21.952134,-102.335085
P742,Campestre Inglés,21.946373,-102.330476
P743,Francisco Villa,21.942446,-102.327294
P744,Cerezo,21.989761,-102.344049
P745,Real Plaza,21.878899,-102.293652
P746,Wasco,21.879315,-102.289943
P747,Pri,21.878977,-102.285754
P748,Palacio Justicia Civil,21.878612,-102.282277
P749,Normal,21.873513,-102.280188
P750,Mariano Escobedo,21.873533,-102.277013
P751,Tabachin,21.873501,-102.274023
P752,Convención,21.873529,-102.271448
P753,Cedro,21.874082,-102.270751
P754,López Mateos,21.877222,-102.271245
P755,Sop,21.87788,-102.26991
P756,Secundaria General 7,21.87772,-102.266224
P757,Ita,21.878536,-102.262616
P758,Plaza Espacio,21.878631,-102.261703
P759,Bomberos,21.87524,-102.257013
P760,Av. Aguascalientes,21.873038,-102.253954
P761,Iea,21.872282,-102.25283
P762,Siglo Xxi,21.868495,-102.246582
P763,Arroyo,21.86021,-102.245876
P764,Manuel González,21.855982,-102.249184
P765,Juan Méndez,21.854991,-102.25046
P766,Campo Mariano Hidalgo,21.851928,-102.253608
P767,María Dolores,21.849872,-102.253239
P768,Del Rey,21.849778,-102.251556
P769,Del Deporte Ciencia,21.847158,-102.252099
P770,Alfil Negro,21.844263,-102.252747
P771,Gambito,21.842044,-102.253879
P772,Carolina Villanueva,21.839878,-102.254208
P773,De La Torre,21.841498,-102.250981
P774,Nereida,21.836369,-102.249392
P775,Lomas Del Sur,21.832433,-102.251043
P776,Titán,21.832562,-102.250664
P777,Naturaleza,21.836534,-102.248992
P778,Luisa Férnandez,21.840742,-102.24932
P779,De La Dama,21.839964,-102.254162
P780,Defensa Francesa,21.841158,-102.254277
P781,De La Torre,21.842839,-102.253165
P782,Parque Lomas Del Ajedrez,21.844415,-102.252628
P783,Secundaria General 31,21.846279,-102.252212
P784,Reporteros,21.849987,-102.251549
P785,Campo Mariano Hidalgo,21.852007,-102.252405
P786,Jesús Bonilla,21.854852,-102.24981
P787,Lobelia,21.856354,-102.244092
P788,Arroyo,21.868143,-102.245183
P789,Av. Aguascalientes,21.872171,-102.252239
P790,Bomberos,21.875373,-102.256764
P791,Ita,21.878714,-102.262675
P792,Alberca Olímpica,21.877963,-102.268156
P793,Cuarto Centenario,21.877103,-102.271506
P794,Paseo De La Cruz,21.874065,-102.271003
P795,Pirul,21.873748,-102.271277
P796,Seminario,21.873678,-102.274479
P797,Normal,21.873645,-102.280794
P798,Templo De La Purísima,21.882517,-102.283855
P799,Ciudad Industrial,21.844857,-102.289917
P800,Siglo Xxi,21.84386,-102.290774
P801,Ciudad Industrial,21.835207,-102.289288
P802,Santa Lucia,21.851145,-102.271645
P803,Cedeco Solidaridad,21.851406,-102.255876
P804,Primaria María Curie,21.849619,-102.249973
P805,Carmen Serdán,21.849852,-102.246218
P806,Amalia Gómez,21.84585,-102.248274
P807,Del Rey,21.844702,-102.250809
P808,Parroquia Divino Niño,21.844992,-102.25247
P809,Del Mate,21.846127,-102.250825
P810,Amalia Gómez,21.846136,-102.248654
P811,López Y González,21.846625,-102.24737
P812,Margarita,21.849207,-102.245774
P813,Carmen Serdán,21.850075,-102.246218
P814,Jardín De Niños Guadalupe,21.84989,-102.250242
P815,Cedeco Solidaridad,21.851252,-102.255077
P816,Mariano Jiménez,21.854526,-102.256633
P817,Morelos,21.852234,-102.269609
P818,Casa Blanca,21.851486,-102.271966
P819,Lala,21.845693,-102.280912
P820,Ciudad Industrial,21.83626,-102.289002
P821,Plaza Vestir,21.839883,-102.28962
P822,Secretaría De Medio Ambiente,21.844818,-102.292284
P823,Casia,21.915457,-102.24001
P824,Characol,21.913696,-102.241199
P825,Nazca,21.913024,-102.241817
P826,Plaza Miradores,21.911968,-102.242803
P827,Maya 208,21.908934,-102.243403
P828,Maya 122,21.907277,-102.243675
P829,Teotihuacana,21.90535,-102.243332
P830,Los Pericos,21.904661,-102.245239
P831,Linea Verde Rodolfo Landeros,21.903816,-102.248301
P832,Parroquia El Buen Pastor,21.902776,-102.251442
P833,Siglo Xxi,21.901988,-102.254235
P834,Ojocaliente,21.900925,-102.258922
P835,Tiscareño,21.902804,-102.259215
P836,Refugio Velasco,21.904148,-102.260589
P837,Santa Anita,21.903205,-102.272461
P838,Libra,21.903894,-102.275728
P839,Leo,21.903146,-102.278567
P840,Aries,21.902534,-102.280658
P841,Primero De Mayo,21.901795,-102.281955
P842,Verdi,21.895708,-102.278349
P843,Conquista,21.891895,-102.275332
P844,Plaza Santa Monica,21.8906,-102.274211
P845,Primaria Jesús Terán,21.887389,-102.275775
P846,Deportivo Ferrocarrilero,21.883938,-102.274842
P847,Plaza Tres Centurias,21.883539,-102.28107
P848,Jardín De Guadalupe,21.884208,-102.3018
P849,Panteón De Los Angeles,21.885109,-102.308848
P850,Convención,21.885431,-102.311537
P851,Vista Hermosa,21.885762,-102.314619
P852,Tlaxcala,21.885539,-102.31755
P853,Del Valle,21.883515,-102.317839
P854,Imss 7,21.879795,-102.318129
P855,Florencia,21.875808,-102.318469
P856,Cbtis 39,21.872859,-102.318748
P857,Rio San Pedro,21.871367,-102.321375
P858,Del Alba,21.871652,-102.323682
P859,Plaza Albería,21.872059,-102.326564
P860,Vianney,21.872931,-102.330423
P861,Cantia,21.873644,-102.333064
P862,La Soledad,21.880519,-102.33539
P863,Las Moras,21.883471,-102.336223
P864,San Ignacio,21.891154,-102.338475
P865,Telesecundaria 34,21.89296,-102.339712
P866,Ex Hacienda San Ignacio,21.897429,-102.345515
P867,Universidad De Santa Fe,21.901138,-102.352941
P868,Hacienda Nueva,21.907416,-102.357574
P869,México Siempre Fiel,21.907331,-102.357709
P870,Universidad De Santa Fe,21.901037,-102.352991
P871,Ex Hacienda San Ignacio,21.897399,-102.34564
P872,Canchas Fut,21.893302,-102.345946
P873,Capellania San Ignacio,21.891314,-102.338671
P874,La Rioja,21.885966,-102.337217
P875,Puerta Del Sol,21.880197,-102.335562
P876,La Soledad,21.874595,-102.334057
P877,Terminal Negritos,21.87537,-102.337375
P878,Cantia,21.872989,-102.33161
P879,Alberia,21.872019,-102.327721
P880,Juan Pablo Ii,21.871465,-102.324058
P881,Cbtis 39,21.872731,-102.318425
P882,Parroquia Cristo Redentor,21.87662,-102.318113
P883,Imss 7,21.880169,-102.317857
P884,Tlaxcala,21.882267,-102.31758
P885,Guanajuato,21.885941,-102.316782
P886,Ccapama,21.885636,-102.314146
P887,Zafiro,21.885328,-102.311525
P888,Esmeralda,21.885188,-102.31033
P889,Casa Del Abuelo,21.882573,-102.307632
P890,J. Correa,21.882178,-102.302173
P891,Parroquia San José,21.884326,-102.293851
P892,Templo San Antonio,21.885138,-102.29196
P893,Castilla Ortega-Douglas,21.886008,-102.289814
P894,Ezequiel Chávez,21.886686,-102.287593
P895,Bartolomé,21.8872,-102.285608
P896,Centro Cultural Los Arquitos,21.882644,-102.281413
P897,Deportivo Ferrocarrilero,21.88348,-102.274834
P898,Seguro Social,21.887673,-102.273052
P900,Plaza Santa Anita,21.890544,-102.273842
P901,Teresa De Ávila,21.893103,-102.275952
P902,Instituto Mendel,21.89523,-102.277601
P903,La Estrella,21.901552,-102.282074
P904,Aries,21.902441,-102.280789
P905,Virgo,21.903154,-102.278275
P906,Parque Recreativo Sta. Anita I,21.901045,-102.276356
P907,Valle De Los Reyes,21.903018,-102.272421
P908,Nazario Ortiz,21.903973,-102.260854
P909,Colinas De Oriente,21.902043,-102.260146
P910,Siglo Xix,21.901677,-102.254737
P911,Parroquia El Buen Pastor,21.902763,-102.250912
P912,Linea Verde,21.90362,-102.248216
P913,Alfa Y Omega,21.904894,-102.243689
P914,Zapoteca,21.905706,-102.242976
P915,Parroquia De Santa Eduviges,21.907264,-102.243504
P916,Inepja Miradores,21.909714,-102.243015
P917,Cardenal,21.911655,-102.242749
P918,Charachol,21.912944,-102.241624
P919,Totonaca,21.914202,-102.240436
P920,Nadir,21.863081,-102.274019
P921,Mariano Escobedo,21.868214,-102.277568
P922,Félix De La Paz,21.89679,-102.286634
P923,Tomás Medina,21.898721,-102.287283
P924,Nissan,21.915686,-102.293328
P925,El Cilindro,21.915895,-102.298686
P926,Zaragoza,21.916082,-102.303246
P928,Del Laurel,21.916332,-102.308457
P929,Dif Municipal,21.909443,-102.311301
P930,Uaa Puerta Sur,21.909505,-102.314513
P931,Uaa Puerta Poniente,21.913147,-102.318369
P932,Uaa Puerta Norte,21.916181,-102.314517
P933,Plaza Universidad,21.916114,-102.311635
P934,San Julián,21.915981,-102.308617
P935,Plaza Anggelo,21.915691,-102.302736
P936,El Cilindro,21.915499,-102.29811
P937,Blvd. Zacatecas,21.915259,-102.29293
P938,Alfredo Lewis,21.901077,-102.288239
P939,Féliz De La Paz,21.896882,-102.286886
P940,Gerónimo De Orozco,21.894039,-102.285912
P941,Crucitas,21.866662,-102.28105
P942,Delicias,21.867463,-102.278522
P943,Mandarina,21.866763,-102.277064
P944,Aurora Boreal,21.862685,-102.273839
P945,Serengueti,21.882915,-102.231041
P946,Cbtis 283,21.886832,-102.231259
P949,San Gabriel,21.878399,-102.235622
P950,Granizo,21.876595,-102.239981
P952,Siglo Xxi,21.873322,-102.246209
P953,Conos,21.877247,-102.250551
P954,San Francisco,21.878908,-102.251322
P955,El Guarda,21.88086,-102.252926
P956,Jaltomate,21.884213,-102.256664
P957,Parroquia Jesús María Y José,21.886102,-102.255741
P958,Jesús Terán,21.88785,-102.256317
P959,De Los Delfines,21.890427,-102.257685
P960,Fuente Del Bosque,21.889528,-102.259733
P961,Av. Aguascalientes Oriente,21.886322,-102.264195
P962,Parque La Pona,21.88494,-102.268312
P963,Jardines Eternos,21.88802,-102.316744
P964,Encarnación Payen,21.891552,-102.316801
P966,Mar Caribe,21.896379,-102.316904
P967,Río Rhin,21.895344,-102.317226
P968,Cbtis 168,21.895778,-102.321276
P969,Av. Aguascalientes Poniente,21.897629,-102.318723
P970,Pedro García,21.899303,-102.316889
P972,Cinepolis,21.903783,-102.316113
P973,Guadalupe González,21.908808,-102.317085
P975,Eugenio Garza Sada,21.909955,-102.328527
P976,Campestre Santa María,21.913874,-102.329842
P977,Secundaria Miguel Barragan,21.92512,-102.337883
P978,Parque Tecnopolo,21.928782,-102.33942
P979,Lomas,21.934069,-102.34151
P980,Tres Arroyos,21.932234,-102.340975
P981,Softtek,21.928613,-102.339572
P982,Secundaria Miguel Barragan,21.925155,-102.338183
P983,Pocitos,21.922545,-102.336907
P984,Sandovales,21.917334,-102.333863
P985,Colegio Entorno,21.913265,-102.329956
P986,Eugenio Garza Sada,21.909696,-102.328128
P987,Hospital Veterinario,21.909525,-102.321135
P988,Guadalupe González,21.908909,-102.317443
P990,Antiguo Camino A San Ignacio,21.899038,-102.317257
P991,Ecología,21.897832,-102.318903
P993,Mar Caspio,21.895452,-102.319258
P994,Parque Colinas Del Río,21.893738,-102.319248
P996,Del Río,21.891085,-102.317117
P997,Templo De La Purísima,21.882386,-102.283733
P998,Hotel Alameda,21.883939,-102.271552
P999,Baños Termanles Ojocaliente,21.884764,-102.2683
P1000,Secundaria General 13,21.886159,-102.264113
P1001,Primaria Rodolfo Landeros Gallegos,21.889549,-102.259357
P1002,La Tinaja,21.888312,-102.256628
P1003,Parroquia Jesús María Y José,21.886006,-102.255972
P1004,Parque Ojocalientes Ii,21.88418,-102.256873
P1005,El Salto De Los Salados,21.88253,-102.255406
P1006,Chicalote,21.881041,-102.253359
P1007,San Francisco De Los Viveros,21.879404,-102.251564
P1008,El Novillo,21.877519,-102.250953
P1009,El Coecillo,21.875177,-102.247564
P1010,Linea Verde,21.874512,-102.242382
P1011,Granizo,21.877058,-102.238567
P1012,Vistas De Oriente,21.880924,-102.235453
P1013,Terminal Vsitas De Oriente,21.882437,-102.231369
P1014,Parroquía De Santo Domingo Savio,21.897079,-102.259242
P1015,Parque Fidel,21.893534,-102.259182
P1016,Alameda,21.890618,-102.257602
P1018,Fuente De Diana,21.890905,-102.257434
P1019,Esfuerzo Nacional,21.893032,-102.258575
P1020,Torcazas,21.894595,-102.258734
P1021,Templo Santo Niño De Atocha,21.897297,-102.259094
P1022,Regidores,21.896609,-102.263905
P1023,Atika Plaza Comercial,21.895058,-102.2681
P1025,Palma,21.898898,-102.29942
P1026,Casuarina,21.898134,-102.302118
P1027,Francisco Martínez,21.897173,-102.305751
P1028,Secundaria Técnica 1,21.896532,-102.308052
P1029,José María Elizalde,21.892373,-102.312677
P1030,Jardines Eternos,21.889931,-102.312724
P1031,Salvador Quezada,21.886393,-102.312676
P1032,Parque Unidad Guadalupe Posada,21.88287,-102.312632
P1033,Talamantes,21.880435,-102.312578
P1034,Navarrete,21.877837,-102.312416
P1035,Versalles,21.874944,-102.312156
P1036,Edificio Lafayette,21.870289,-102.31091
P1037,Felipe Ángeles,21.868297,-102.276219
P1038,Ctis 155,21.869255,-102.273358
P1039,Juan Bautista,21.870274,-102.271614
P1040,Parque Stema,21.8967,-102.271264
P1041,Terminal Barberena,21.894955,-102.265276
P1042,Seguro Social,21.889173,-102.273508
P1043,Iv Centenario,21.879043,-102.271881
P1044,Cuauhtémoc,21.871215,-102.271289
P1045,Antonio Nava,21.869414,-102.273798
P1046,Parque Morelos,21.868025,-102.308476
P1047,Lienzo Charro,21.869661,-102.310343
P1049,Parroquia Nuestra Señora De Los Dolores,21.877133,-102.312032
P1050,Pueblito,21.87885,-102.312224
P1051,Aquiles Elorduy,21.880345,-102.312248
P1052,Parque Unidad Guadalupe Posada,21.882918,-102.312259
P1053,Arrollo De Los Arellanos,21.885968,-102.312355
P1054,Correos De México,21.890098,-102.312385
P1055,Aurelio González,21.892406,-102.312362
P1056,Plaza San Marcos,21.894829,-102.311076
P1057,Sader,21.895962,-102.308992
P1058,Asia,21.896778,-102.306145
P1059,Laurel,21.897874,-102.302057
P1060,Imss 10,21.900068,-102.293936
P1061,Constitucionalistas,21.943224,-102.257708
P1062,Umf 12,21.938755,-102.260836
P1063,Angel Venegas,21.937383,-102.262019
P1064,Primaria Jesús González,21.935491,-102.263191
P1065,Gerónimo De La Cueva,21.9323,-102.262057
P1066,Luis Cuevas,21.920903,-102.261877
P1067,Salvador Novo,21.917607,-102.262277
P1068,Pensadores Mexicanos,21.915594,-102.26165
P1069,La Unión,21.912471,-102.260622
P1070,El Picacho,21.909583,-102.259463
P1072,Manuel García,21.906133,-102.256788
P1073,Olga Delgadillo,21.904848,-102.252882
P1074,Emma Godoy,21.904556,-102.251095
P1075,Escaramuza,21.901519,-102.254573
P1076,Barberena,21.898089,-102.253634
P1077,Prosperidad,21.896414,-102.253528
P1078,Pedro Alba,21.874733,-102.310348
P1079,Bosque Urbano,21.873915,-102.313199
P1080,Av. Aguascalientes Poniente,21.872645,-102.316432
P1081,La Trinidad,21.876619,-102.344246
P1082,Valle Redondo,21.878512,-102.351398
P1083,Valle Redondo,21.879657,-102.355633
P1084,Justicia Alternativa Penal,21.882103,-102.364949
P1085,Los Olivos,21.897118,-102.368862
P1086,La Primavera,21.909031,-102.3801
P1087,Granja Aparicio,21.91645,-102.38461
P1088,Los Arquitos,21.923334,-102.385585
P1089,Independencia,21.921267,-102.386037
P1090,Granja Aparicio,21.915224,-102.384217
P1091,La Primavera,21.908842,-102.380099
P1092,Los Olivos,21.897259,-102.369197
P1093,Filemón Alonso,21.892927,-102.367296
P1094,Cereso Femenil,21.881896,-102.365202
P1095,Valle Redondo,21.877824,-102.349941
P1096,Granja Los Lirios,21.875985,-102.342865
P1097,Cam,21.878041,-102.297281
P1098,Cristonal Colon,21.878519,-102.295327
P1100,Agua Clara,21.893936,-102.253339
P1101,Imss 9,21.896174,-102.25313
P1102,Héroe Militar,21.898627,-102.253262
P1103,Rodolfo Landeros,21.901594,-102.25419
P1104,Emma Godoy,21.904679,-102.251045
P1105,Tamazolapan,21.904972,-102.252863
P1106,Manuel García,21.905244,-102.255904
P1107,Tepehuanes,21.907381,-102.257012
P1108,Tarahumara,21.909597,-102.259032
P1109,San Andrés,21.912712,-102.26027
P1110,De La Ardilla,21.915847,-102.26132
P1111,Plaza Las Lomas,21.91995,-102.261401
P1112,Domingo Velazco,21.932615,-102.262305
P1113,José Morán,21.935447,-102.262993
P1114,Salvador Patillo,21.938768,-102.260502
P1115,Serengueti,21.883561,-102.236638
P1116,De Los Viveros,21.882742,-102.239631
P1117,Parque Ojocaliente Iii,21.880907,-102.244568
P1118,Ocote,21.87993,-102.247619
P1119,Parque Ojocaliente I,21.879312,-102.249912
P1120,Vergelitos,21.872379,-102.333497
P1121,El Eden,21.871799,-102.336708
P1122,Negritos,21.871401,-102.339893
P1123,Antonio Martínez,21.871081,-102.344637
P1124,Barrientos,21.869948,-102.348643
P1125,Colosio,21.870356,-102.350452
P1126,Celso Medina,21.870399,-102.348045
P1127,Primaria Belisario,21.870926,-102.344371
P1128,Cemsad Negritos,21.870495,-102.341225
P1129,Hacienda Los Abuelos,21.871469,-102.339755
P1130,Lirios,21.871789,-102.336286
P1131,Las Cumbres,21.879146,-102.251156
P1132,Parque Ojocaliente I,21.879199,-102.249862
P1133,Paso Hondo,21.879838,-102.247476
P1134,Linea Verde,21.881264,-102.243135
P1135,Vistas De Oriente,21.882385,-102.240124
P1136,De Los Viveros,21.883554,-102.236988
P1137,Vallarta,21.881998,-102.236227
P1138,Villa De Cos,21.861024,-102.234178
P1139,Ixtlahuatl,21.863185,-102.234777
P1140,Tecnologico,21.868221,-102.244063
P1141,Trabajo,21.86983,-102.244126
P1142,Eucaliptos,21.870332,-102.323289
P1143,Los Eucaliptos,21.869133,-102.326126
P1144,San Agustin,21.860984,-102.339186
P1145,Uvm,21.857726,-102.341567
P1146,Revolucion,21.85578,-102.341661
P1147,Constituyentes,21.85028,-102.342491
P1148,Siglo Xxi,21.84866,-102.34238
P1149,Campos Fútbol,21.850223,-102.347398
P1150,Campos Fútbol,21.852058,-102.352456
P1151,Cecytea,21.846544,-102.353438
P1152,Uta,21.84131,-102.354389
P1153,Cecytea,21.846178,-102.353288
P1154,Siglo Xxi,21.851657,-102.353276
P1155,San Nicolas,21.85165,-102.352459
P1156,La Chiripa,21.850546,-102.349214
P1157,Gómez Morín,21.849815,-102.341989
P1158,Calle 1857,21.851904,-102.341669
P1159,Héroes De Chapultepec,21.85583,-102.341075
P1160,Juan Pablo Ii,21.858395,-102.341932
P1161,Canteras,21.860472,-102.339212
P1162,Esperanza,21.867462,-102.328544
P1163,Santa Imelda,21.86912,-102.32579
P1164,Plaza San Gabriel,21.870399,-102.323037
P1165,Issste Ojocaliente,21.87373,-102.246232
P1166,Parque Amistad De Niñez,21.869969,-102.244578
P1167,Las Palmas,21.86279,-102.234873
P1168,Villa Unión,21.860791,-102.2342
P1169,Universidad La Concordia,21.882661,-102.26742
P1170,Plaza Las Tres Centurias,21.885476,-102.281806
P1171,Francisco Villa,21.888255,-102.286243
P1172,Del Socorro,21.890628,-102.288016
P1173,Libertad,21.886318,-102.299871
P1174,Jardín Cholula,21.886438,-102.304983
P1175,Fundición,21.889614,-102.306815
P1176,Carlos Barrón,21.892199,-102.308158
P1177,Convención,21.89435,-102.310026
P1178,Nuestra Señora De La Luz,21.889754,-102.310909
P1179,Fundición,21.892067,-102.308454
P1181,Mora,21.888585,-102.304928
P1182,Dgeti,21.886051,-102.304844
P1183,Jardín De Guadalupe,21.885252,-102.301663
P1184,La Mancha,21.881417,-102.265632
P1185,Del Tule,21.848275,-102.281012
P1186,Teotihuacán,21.850622,-102.281429
P1187,El Capulín,21.852439,-102.281729
P1188,Inegi,21.856593,-102.282471
P1189,San Bartolo,21.85855,-102.282668
P1190,Plaza San Marcos,21.895801,-102.311354
P1191,Parroquia Del Espíritu Santo,21.898822,-102.313366
P1192,Plaza San Marcos,21.895888,-102.311644
P1193,Tec De Monterrey,21.93463,-102.341374
P1194,Ventura,21.941718,-102.342565
P1195,Champoton,21.946324,-102.343196
P1196,Francisco Javier,21.952558,-102.34571
P1197,Genovevo Rivera,21.951506,-102.347675
P1198,Primaria Gregorio Torres,21.948595,-102.348805
P1199,Domingo Gómez,21.946632,-102.349487
P1200,Cumbres,21.949833,-102.348268
P1201,Circunvalacion,21.951767,-102.347458
P1202,Pocitos,21.952416,-102.34433
P1203,Sauce,21.952969,-102.341681
P1204,Chicahuales,21.954322,-102.338065
P1205,Parque Lomas Del Valle,21.955058,-102.34274
P1207,Copan,21.950602,-102.343816
P1208,Solandra,21.947059,-102.343463
P1211,Sirloin,21.859093,-102.282937
P1212,Inegi,21.856599,-102.282731
P1213,Del Parque,21.852755,-102.28209
P1214,Parque Rodolfo Landeros,21.85047,-102.281668
P1215,Se La Torre,21.839387,-102.2489858
P1217,Amalia Gómez,21.843278,-102.247698
P1218,Carmen Serdan,21.846139,-102.245826
P1219,Imss 11,21.857531,-102.2575
P1220,Izamal,21.861488,-102.258507
P1221,Mariano Hidalgo,21.863955,-102.258976
P1222,Plaza Mariano Hidalgo,21.866127,-102.257601
P1223,Morelos,21.863208,-102.257112
P1225,Av. Aguscalientes Sur,21.859602,-102.257822
P1226,Cecytea,21.860457,-102.254298
P1227,Calle A,21.861878,-102.252908
P1228,Av. Aguascalientes,21.865939,-102.25262
P1230,Iglesia Cca,21.870007,-102.256182
P1231,Iaju,21.869448,-102.262549
P1232,Escuela Jesús Gómez Portugal,21.870082,-102.265117
P1233,Paseo De La Cruz,21.873846,-102.268479
P1234,Olivos,21.872265,-102.275021
P1235,Olivos,21.869998,-102.276019
P1236,Delicias,21.869094,-102.280404
P1237,Av. Paseo De La Cruz,21.873697,-102.285511
P1238,Josefa Ortiz,21.87364,-102.288043
P1239,Juan De Montoro,21.881027,-102.293672
P1240,Jm Romo,21.877818,-102.291785
P1241,Paseo De La Cruz,21.873523,-102.290634
P1242,San Miguel,21.873467,-102.286241
P1243,Pedro Moreno,21.869937,-102.27603
P1244,Parroquia De Los Santos Arcángeles,21.872258,-102.274852
P1245,Estrella Polar,21.875421,-102.265914
P1246,Sagitario,21.872304,-102.267934
P1247,Perseo,21.87013,-102.266221
P1248,Parque El Cedazo,21.869852,-102.255801
P1249,Parque El Cedazo,21.868504,-102.253881
P1250,Uxmal,21.866938,-102.253381
P1251,Yaxchilán,21.863316,-102.257084
P1252,Xel-Ha,21.865393,-102.255252
P1253,Gorrión,21.851231,-102.297926
P1255,Capittala,21.936076,-102.27393
P1256,Felipe Serrano,21.93352,-102.271782
P1257,De Los Romeros,21.928548,-102.267431
P1258,Montebello,21.935248,-102.272726
P1259,Avestruz,21.85223,-102.29745
P1260,Parroquia De Lasanta Cruz,21.853169,-102.296867
P1261,Imss 1,21.864729,-102.294201
P1262,Upa,21.805366,-102.294951
P1263,Primaria Derechos Humanos,21.842323,-102.299046
P1264,Siglo Xxi,21.844104,-102.299138
P1265,Del Pato,21.846158,-102.299156
P1266,Gaviotas,21.847644,-102.299668
P1267,Águila,21.849514,-102.299721
P1268,Avestruz,21.851135,-102.299767
P1269,Calandrina,21.852177,-102.300098
P1270,18 De Marzo,21.901046,-102.29602
P1271,Ebano,21.903004,-102.296244
P1272,Rubi,21.926331,-102.28279
P1273,Niquel,21.924215,-102.279038
P1274,Salesianos,21.922143,-102.276974
P1275,Iglesia Juan Pablo Ii,21.922212,-102.27447
P1276,Señor Del Encino,21.922729,-102.271843
P1277,Felipe Serrano,21.923076,-102.268276
P1278,Siglo Xxi,21.924935,-102.264452
P1279,Gerónimo De La Cueva,21.92958,-102.262507
P1280,Valle De Los Romeros,21.931253,-102.265612
P1281,San Sebastián,21.929153,-102.263543
P1282,Primaria Raquel Celestino Salazar,21.928415,-102.262156
P1283,Señor Del Encino,21.923126,-102.268236
P1284,La Estancia,21.922758,-102.272028
P1285,Iglesia Juan Pablo Ii,21.922191,-102.27579
P1286,Parque Rosedal,21.923945,-102.278777
P1287,Pozo Bravo,21.925679,-102.278983
P1288,Pozo Hondo,21.927967,-102.282346
P1289,Canario,21.852241,-102.300297
P1290,Gorrión,21.851062,-102.299721
P1291,Tucan,21.848679,-102.299679
P1292,Del Papagayo,21.847463,-102.299543
P1293,Tejados,21.84565,-102.299149
P1294,Primaria Antonio Gutiérrez Sola,21.843458,-102.299037
P1295,Amanecer,21.842017,-102.299013
P1296,Las Norias,21.872422,-102.248907
