stop_id,stop_name,stop_lat,stop_lon
P1297,Parque Ex-Pensión Municipal,21.872444,-102.248853
P1298,Instituto Casa Blanca,21.853021,-102.271372
P1299,Parque Casa Blanca,21.855192,-102.271119
P1300,Mariano Escobedo,21.856193,-102.272796
P1301,Caudillos,21.859104,-102.27279
P1302,Crepúsculo,21.860816,-102.269331
P1303,Soleado,21.861935,-102.269285
P1304,Eclipse,21.86378,-102.269264
P1305,Loyola Escobedo,21.8658,-102.26932
P1306,Misioneros,21.866778,-102.269504
P1307,Gómez Portugal,21.868998,-102.269885
P1308,Hogar De La Niña,21.871514,-102.270316
P1309,Hogar De La Niña,21.870731,-102.270428
P1310,Cetis 155,21.869069,-102.270145
P1311,Misión Santa Fe,21.865899,-102.269607
P1312,Cenit,21.863058,-102.269527
P1313,Aurora Boreal,21.861783,-102.269522
P1314,Vivero De La Loma,21.857778,-102.273094
P1315,Parque Casa Blanca,21.855976,-102.271107
P1316,Parroquía De Santa Teresa De Jesús,21.854669,-102.271233
P1317,Parque Central Viñedos Del Sur,21.807776,-102.273906
P1318,Edmundo Baez,21.806632,-102.27652
P1319,Hacienda San Marcos,21.804512,-102.271638
P1320,Perama,21.807468,-102.266853
P1321,Abarrotes La Jalisco,21.80951,-102.266
P1322,Mundo Oz,21.809696,-102.266054
P1323,Zona De Tolerancia,21.817535,-102.261894
P1324,Pensión Municipal,21.822284,-102.266084
P1325,San Sebastian,21.820575,-102.26969
P1326,Paseos Del Sur,21.827204,-102.268748
P1327,Ajedrecistas,21.843297,-102.269167
P1328,Mundo A,21.845278,-102.269256
P1329,Unidad Deportiva Dr. Roberto Vega Galina,21.851223,-102.269192
P1330,María Martínez,21.928663,-102.250792
P1331,María Martínez,21.928875,-102.250765
P1333,Mundo A,21.845953,-102.26942
P1334,Ajedrecistas,21.84319,-102.269376
P1335,Laureles Del Sur,21.825817,-102.269041
P1336,San Valentín,21.820595,-102.270015
P1337,Pensión Municipal,21.822186,-102.266146
P1338,Zona De Tolerancia,21.817917,-102.262447
P1339,San Antonio,21.8094,-102.264171
P1340,Chalandri,21.809538,-102.265226
P1341,Parroquía María Madre De Misericordia,21.810245,-102.265797
P1342,Hacienda Santoral,21.807463,-102.267365
P1343,Hacienda Santa Rosa,21.80669,-102.268514
P1344,Hacienda Tepozán,21.804737,-102.271881
P1345,Edmundo Baez,21.806583,-102.276319
P1346,Siglo Xxi,21.95149,-102.323486
P1347,Tepetates,21.955669,-102.321736
P1348,Colegio Americano,21.963004,-102.319923
P1349,Barranquillas,21.967394,-102.317388
P1350,Miravalle,21.970058,-102.315197
P1351,Paso Blanco,21.975513,-102.316382
P1352,Barranquillas,21.968772,-102.316165
P1353,Sinaloa,21.967339,-102.317757
P1354,Arenales,21.964466,-102.320041
P1355,Colegio Americano,21.962814,-102.320191
P1356,Tepetates,21.95739,-102.321326
P1357,Florida,21.95593,-102.321933
P1358,Parque Versalles Ii,21.856468,-102.306645
P1359,Primaria Juan De La Barrera,21.853763,-102.306829
P1360,Tianguis De Las Huertas,21.851398,-102.307422
P1361,Parroquia San Judas Tadeo,21.848726,-102.308087
P1362,Primaria Niños Héroes,21.846917,-102.308533
P1363,Cetis 80,21.847318,-102.311366
P1364,Revolución,21.84808,-102.315254
P1365,Cetis 80,21.847204,-102.311423
P1366,Julián Medina,21.847729,-102.30809
P1367,Parroquia San Judas Tadeo,21.849307,-102.307694
P1368,Primaria Juan De La Barrera,21.853734,-102.306604
P1369,Enrique R. Rébsamen,21.856804,-102.306364
P1377,Zenzontle,21.917793,-102.206392
P1378,Palomas,21.916318,-102.206566
P1379,Jilguero,21.915118,-102.207534
P1380,La Herrada,21.90763,-102.212279
P1381,Norias De Ojocaliente,21.89448,-102.215505
P1382,Gema,21.892688,-102.215739
P1383,Primaria Héroes De La Independencia,21.889918,-102.21674
P1384,Telesecundaria 45,21.88625,-102.220757
P1385,Diamantes,21.884979,-102.22322
P1386,La Catrina,21.883091,-102.228395
P1387,Vistas De Oriente,21.879088,-102.234462
P1388,Ojocaliente Inegi,21.878651,-102.248124
P1389,El Mocho,21.876491,-102.247152
P1390,Ita Canchas,21.874401,-102.259516
P1391,Ita Estacionamiento,21.875546,-102.26203
P1392,Preparatoria Morelos,21.874499,-102.293633
P1396,San Gabriel,21.873885,-102.245861
P1397,El Mocho,21.87681,-102.246955
P1398,Cnop Oriente,21.903625,-102.269985
P1399,Parque México,21.909807,-102.272864
P1400,Dif Desarrollo Integral De La Familia,21.913178,-102.274654
P1401,Parras,21.915129,-102.278467
P1402,Umd Uaa,21.916564,-102.314651
P1403,Estadio Uaa,21.913111,-102.318689
P1404,Pirules,21.869718,-102.31854
P1405,Blvd. San Marcos,21.866417,-102.318037
P1406,Galicia,21.864497,-102.317719
P1407,Toledo,21.861282,-102.317124
P1408,Teatro Aguascalientes,21.858356,-102.290812
P1409,Poder Judicial De La Federación,21.859242,-102.286299
P1410,Morelos I,21.859776,-102.268541
P1411,Corregidora,21.859675,-102.26331
P1412,Imss 2,21.876392,-102.25576
P1413,Cotorinas,21.882397,-102.258482
P1414,Encino,21.887646,-102.26125
P1415,Lomas De Santa Anita,21.894338,-102.266962
P1416,Salvador Dalí,21.892654,-102.264316
P1417,La Pona,21.88853,-102.262148
P1418,Cam Laboral 1,21.886844,-102.26126
P1419,Ojocaliente I,21.883311,-102.259375
P1420,Ssp,21.879201,-102.2572
P1421,Bomberos,21.874828,-102.255841
P1422,Bonampak,21.865153,-102.252863
P1423,Palenque,21.861174,-102.254093
P1424,Mariano Hidalgo,21.860057,-102.257519
P1425,Sensata,21.860109,-102.261306
P1426,Proespa,21.859605,-102.286497
P1427,Jardines,21.858742,-102.290583
P1428,Toledo,21.861269,-102.316808
P1429,Navarra,21.864556,-102.317445
P1430,Blvd. San Marcos,21.869301,-102.318196
P1431,Parras,21.914758,-102.278953
P1432,Filipinas,21.899194,-102.259566
P1433,La Quebrada,21.897692,-102.258854
P1434,Rodolfo Landeros,21.900509,-102.259201
P1435,Siglo Xxi,21.882386,-102.368942
P1436,Santa Cruz,21.875665,-102.37005
P1437,Eaton,21.867054,-102.371218
P1438,Santa Cruz,21.87564,-102.369722
P1439,Villerias,21.880071,-102.248239
P1440,Secundaria Técnica 33,21.882374,-102.249105
P1441,Haciendas,21.887936,-102.25133
P1442,El Riego,21.891244,-102.252831
P1443,Trocadero,21.893423,-102.253804
P1444,El Refugio,21.890751,-102.253049
P1445,Montoro,21.888457,-102.252071
P1446,Montoya,21.886566,-102.251228
P1447,Secundaria Técnica 33,21.882109,-102.249471
P1448,Parque Ojocaliente I,21.879688,-102.248442
P1449,Aglaya,21.907947,-102.286511
P1450,Velómodro Bicentenario,21.897765,-102.28225
P1451,Crit,21.890956,-102.277111
P1452,Borodín,21.890844,-102.276783
P1453,Pista Bmx,21.89717,-102.28157
P1454,Secundaria General 4,21.903504,-102.28567
P1455,Universidad Británica,21.885479,-102.287699
P1456,Plaza Barrio Centro,21.888376,-102.288668
P1457,Central De Abastos,21.832028,-102.28876
P1458,Universidad Panamericana,21.82244,-102.287141
P1459,San Gerardo Textil,21.806179,-102.284527
P1460,Nissan,21.801614,-102.283775
P1461,Jatco,21.797643,-102.282113
P1462,Arellano,21.800684,-102.275895
P1463,Bimbo,21.800049,-102.272973
P1464,Trucka,21.798397,-102.264901
P1465,Trucka,21.798483,-102.264629
P1466,Colosio,21.800191,-102.273039
P1467,Salinas,21.80087,-102.276361
P1468,Jatco,21.797753,-102.282239
P1469,Jatco Sitio 1,21.80019,-102.283021
P1470,Universidad Nissan,21.80644,-102.284057
P1471,Ags 110,21.822135,-102.28674
P1473,Cactus,21.8627,-102.23011
P1474,Asturias,21.860208,-102.221127
P1475,Norias De Paso Hondo,21.855965,-102.207813
P1476,Revolución,21.845116,-102.189268
P1477,Secundaria General 24,21.843481,-102.18981
P1478,20 De Noviembre,21.828,-102.188823
P1479,Allende,21.827983,-102.188758
P1480,Silao,21.824554,-102.187443
P1481,Secundaria General 24,21.842724,-102.189882
P1482,Revolución,21.844921,-102.189138
P1483,Norias De Paso Hondo,21.856523,-102.208403
P1484,Asturias,21.860571,-102.221342
P1485,Cactus,21.862973,-102.229721
P1486,Parroqui Santa María Reina De La Paz,21.843977,-102.262632
P1487,Vista De La Luna,21.845129,-102.258579
P1488,Linea Verde,21.84607,-102.255463
P1489,Juana De Arco,21.848553,-102.253818
P1490,De La Alianza,21.847929,-102.255158
P1491,Ajedrecistas,21.846293,-102.255865
P1492,Loma De La Plata,21.845432,-102.25862
P1493,Loma Brillante,21.844226,-102.262696
P1494,Juegos Florales,21.89587,-102.2433
P1496,La Espiga,21.894837,-102.245682
P1497,Hacienda De Ojocaliente,21.889739,-102.24465
P1498,Hacienda Las Amarillas,21.88873,-102.24721
P1499,Centro De Desarrollo Infantil Caballitos,21.888018,-102.249094
P1500,Hacienda Agostaderito,21.887356,-102.250252
P1501,Hacienda Las Amarillas,21.888103,-102.248235
P1502,Linea Verda,21.889078,-102.245618
P1504,La Espiga,21.894616,-102.245873
P1506,San Juan Bautista,21.89637,-102.24289
P1507,Las Plazas,21.942333,-102.280263
P1508,La Perla,21.944673,-102.290022
P1509,Independencia,21.94564,-102.296863
P1510,Ags 45,21.944687,-102.292254
P1511,Dellatera,21.941942,-102.280242
P1512,Cd Industrial,21.846544,-102.281548
P1513,Gregorio,21.845835,-102.286229
P1514,Lala,21.846228,-102.281883
P1515,Av. De Los Maestros,21.843462,-102.32344
P1516,Mediterraneo,21.844469,-102.328535
P1517,Gómez Morín,21.848433,-102.341583
P1518,Gómez Morín,21.847939,-102.340822
P1519,Mediterraneo,21.844181,-102.328632
P1520,Av. De Los Maestros,21.843256,-102.323757
P1521,Parque Payque,21.954043,-102.338686
P1522,Alfil,21.852331,-102.29392
P1523,Espacio,21.878841,-102.261557
P1524,Iv Centenario,21.878262,-102.272787
P1525,Palacio De Justicia,21.87884,-102.28237
P1526,Pri,21.87931,-102.286592
P1527,Plaza Monumental,21.874441,-102.310629
P1528,López Mateos,21.874952,-102.311856
P1529,Bosque Urvano,21.873673,-102.313042
P1530,Capulín,21.872316,-102.3163
P1531,Yovoy Poniente,21.87456,-102.33771
P1532,El Borre,21.89368,-102.36684
P1533,Imss 8,21.884347,-102.274517
P1534,Cultural Los Arquitos,21.882865,-102.281203
P1535,Plaza San Marcos,21.895599,-102.310514
P1537,Parque México,21.910122,-102.273517
P1538,Obreros,21.896461,-102.263506
P1539,Biblioteca Morelos Y Pavón,21.85748,-102.25768
P1540,Siglo Xxi,21.854612,-102.256957
P1541,Blvd. San Marcos,21.866653,-102.317758
P1542,Fundición,21.90318,-102.31645
P1543,Naranjos,21.94961,-102.33309
P1544,Barrancos,21.94989,-102.3329
P1545,Cumbres,21.912425,-102.260726
P1546,Los Arbolitos,21.91138,-102.264293
P1547,Peñuelas,21.911187,-102.264518
P1548,Siglo Xxi,21.912312,-102.260766
P1549,Las Aves,21.897673,-102.2558
P1550,Berrinches,21.897902,-102.255575
P1551,Secundaria General 6,21.854749,-102.301179
P1552,Hidrotuzos,21.872199,-102.292146
P1553,José Trinidad,21.872129,-102.234141
P1554,José Guerra,21.87209,-102.234343
P1555,Carolina De Alba,21.871628,-102.237649
P1556,Poliducto,21.870829,-102.242322
P1557,Catedráticos,21.872801,-102.240197
P1558,Urbanismo,21.872557,-102.243216
P1559,Siglo Xxi,21.872016,-102.244787
P1560,Primaria Rubén Reyna,21.914257,-102.245057
P1561,Tejeda,21.866362,-102.240182
P1562,Museo Escárcega,21.884449,-102.285755
P1563,Siglo Xxi,21.942143,-102.278609
P1564,Potreros Del Oeste,21.845056,-102.300881
P1565,Medina,21.844647,-102.296719
P1566,Utma,21.94062,-102.246483
P1567,De Los Romeros,21.939996,-102.25903
P1575,Centro De Artes Y Oficios,21.88724,-102.283451
P1576,Cfe,21.88959,-102.2842
P1577,Gerónimo De Orozco,21.893667,-102.28558
P1578,Monteverde,21.961243,-102.251117
P1579,Secundaria Técnica 5,21.876691,-102.301002
P1580,Idea,21.880411,-102.271855
P1581,Beethoven,21.887188,-102.2731892
P1582,Secundaria General 38,21.94118,-102.257012
P1583,Chedraui,21.92549,-102.294838
P1584,Pirata Jessi,21.925212,-102.299262
P1585,Colegio Cristóbal Colón,21.925012,-102.302791
P1586,Hilton,21.924765,-102.306836
P1587,Don Pulcro,21.924468,-102.312182
