cve_ageb,n_intersections,n_intersection_density,n_street_density,p_poi_density,p_employment_proxy,p_retail_density,p_service_density,p_land_use_mix,pe_population,pe_pop_density,pe_dep_ratio,pe_youth_share,pe_marginacion,pe_rezago,v_ridership_annual,n_intersections_n,n_intersection_density_n,n_street_density_n,p_poi_density_n,p_employment_proxy_n,p_retail_density_n,p_service_density_n,p_land_use_mix_n,pe_population_n,pe_pop_density_n,pe_dep_ratio_n,pe_youth_share_n,pe_marginacion_n,pe_rezago_n,v_ridership_annual_n
1400200020276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,647.142076287806,0.0,0.0,121.52193575,15.1394422311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2243003758773564,0.6078225905471699,0.0,0.0,0.24320171091662124,0.18924302788875,0.0
1400200020331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,121.52193575,15.1394422311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24320171091662124,0.18924302788875,0.0
1400200020204,0.0,0.0,0.0,155.10138907203617,0.0,124.08111125762895,0.0,0.5004024235381879,231,7165.684175128072,0.6428571428571429,0.14285714285714285,124.4656668,17.6470588235,0.0,0.0,0.0,0.0,0.5514894361675653,0.0,0.5390754870512962,0.0,0.3433955168700248,0.5560220163070987,0.8334368385667273,0.2142857142857143,0.16266291847687195,0.12533818042273437,0.22058823529375,0.0
1400200020100,0.0,0.0,0.0,52.91694999588495,0.0,37.04186499711946,2.645847499794247,0.8711332705993318,1199,3172.3711522533026,0.5880794701986755,0.18765638031693077,120.5499007,21.2121212121,0.0,0.0,0.0,0.0,0.4354086221696842,0.0,0.40620053327658745,0.2066210493567697,0.5978053775299187,0.7237798610426549,0.7569534554873482,0.19602649006622516,0.21367314145210453,0.2821208515618925,0.26515151515125,0.0
1400200010134,0.0,0.0,56384.48031908185,0.0,0.0,0.0,0.0,0.0,4,268.5740039417611,0.0,0.0,121.52193575,15.1394422311,0.0,0.0,0.0,0.8635701861853982,0.0,0.0,0.0,0.0,0.0,0.1642970556737026,0.5254602747899753,0.0,0.0,0.24320171091662124,0.18924302788875,0.0
1400200010030,50.65524634449508,11.415266781858048,17163.241648120973,310.3525656317657,570.0,127.70829712203691,21.403625215983837,1.1430431227911904,3574,2549.8852173975415,0.5545889517181383,0.16703973139339676,122.0317858,12.7906976744,0.0,0.5902486646965825,0.4286786059953035,0.7696836067466326,0.6268797960662384,0.6758657160368494,0.5422666695690512,0.49662678782474284,0.7844004455059427,0.8352186628248667,0.7364532606190505,0.18486298390604608,0.19019819147029882,0.22278791431129463,0.15988372093,0.0
1400200010083,19.62948260902479,3.2715804348374653,9414.224587309212,29.44422391353719,0.0,13.086321739349861,0.0,1.0608569471580214,143,467.8360021817575,0.45918367346938777,0.23776223776223776,121.7829461,2.7777777778,0.0,0.4529031851377127,0.2471030125958575,0.7222818095583383,0.3729984319515713,0.0,0.2952942349449262,0.0,0.7280011098241304,0.5073359376339279,0.5774172470209091,0.15306122448979592,0.2707256964859827,0.23275116335506807,0.0347222222225,0.0
1400200010064,42.4856892415974,15.122024984297381,12710.453465057724,151.94034627079748,100.0,68.40916064325005,8.641157133884217,1.0320109567414533,4853,3494.627964228342,0.5253224284366153,0.16525860292602515,121.8264391,16.0484481453,0.0,0.56448753754627,0.4731405285350752,0.7459768118424345,0.5492555516680911,0.49141491559492917,0.4733294718108584,0.3619479233297227,0.7082058743840501,0.8664396693728441,0.7660338888460899,0.17510747614553843,0.18817012658750448,0.23100975476688523,0.20060560181625,0.0
1400200010168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1600.0,0.23076923076923078,0.25,121.52193575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2892243353581004,0.6927204440223791,0.07692307692307693,0.28466010733452596,0.24320171091662124,0.0,0.0
1400200010295,0.0,0.0,60544.660386885625,0.0,0.0,0.0,0.0,0.0,2,133.4753766675824,0.0,0.0,121.52193575,15.1394422311,0.0,0.0,0.0,0.8691894175169039,0.0,0.0,0.0,0.0,0.0,0.11215018793867818,0.46016675607319923,0.0,0.0,0.24320171091662124,0.18924302788875,0.0
1403900015205,132.46032123495752,48.95272741291909,24626.68265949095,161.25604324255698,0.0,57.591444015198924,5.759144401519892,0.950271534988882,5156,14847.074267118283,0.40184883088635126,0.15709852598913887,123.240996,8.0741626794,376602135.0,0.7322839915289946,0.6655989409671269,0.7981833147008405,0.5557119890916206,0.0,0.4544153351076973,0.30522171095067774,0.6521131185118574,0.8726210200694189,0.9018253035355174,0.1339496102954504,0.17887873308065633,0.1743725594910167,0.10092703349250001,1.0
1400200010079,61.14969632086544,21.839177257451944,18949.446781958897,81.53292842782058,40.0,21.839177257451944,7.279725752483981,1.2587704936073711,1079,1570.964817386043,0.46603260869565216,0.18906394810009267,122.4908924,12.2302158273,0.0,0.6179242661877001,0.5324137475160605,0.7774983297424678,0.4818986153333551,0.39541864552742145,0.3492438565708041,0.3376324780522976,0.8638170479205365,0.7130242908071658,0.6910021471815787,0.15534420289855072,0.21527585503704647,0.20440582578828015,0.15287769784125,0.0
1400200010308,0.0,0.0,0.0,70.45290499314987,0.0,35.226452496574936,0.0,0.6931471805599453,18,317.03807246917444,0.6363636363636364,0.0,121.52193575,0.0,0.0,0.0,0.0,0.0,0.4661572121312163,0.0,0.4007418988361396,0.0,0.4756644315437017,0.30057863751717523,0.5409821281242142,0.21212121212121213,0.0,0.24320171091662124,0.0,0.0
1400200010191,25.767804378869172,0.0,5479.999803339349,25.767804378869172,20.0,12.883902189434586,0.0,0.6931471805599453,68,876.1053488815519,0.5227272727272727,0.16176470588235295,121.0520973,9.5238095238,0.0,0.49187987739603667,0.0,0.6795735971235914,0.3589454368639742,0.3241786929076167,0.29367842659600124,0.0,0.4756644315437017,0.4322324127819912,0.636224452770948,0.17424242424242423,0.18419183415763443,0.2620134900969153,0.11904761904750001,0.0
1400200010280,0.0,0.0,0.0,44.728207035094606,0.0,0.0,44.728207035094606,0.0,99,4428.092496474366,0.5,0.1717171717171717,122.9551909,15.3846153846,0.0,0.0,0.0,0.0,0.4174209942343986,0.0,0.0,0.6105908021245623,0.0,0.470111892225691,0.7882547763708395,0.16666666666666666,0.19552411412876528,0.1858158596930366,0.1923076923075,0.0
1400200040187,2.1446218718098593,0.0,656.4406451728149,145.83428728307044,330.0,64.33865615429579,10.723109359049298,1.1848675977243324,3039,3258.7529342150815,0.564076170869789,0.17933530766699574,120.5567227,20.1995012469,0.0,0.17143577538895502,0.0,0.5121724325836557,0.5448065915496846,0.6178056458770863,0.46658288036783413,0.3931778902522403,0.8131020195029912,0.8186701453865922,0.7594749213775558,0.18802539028992968,0.20419843171742896,0.2818477067020626,0.25249376558625,0.0
1400200010312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,900.0,0.0,0.0,121.52193575,15.1394422311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2350559461128455,0.6387479109628595,0.0,0.0,0.24320171091662124,0.18924302788875,0.0
