codigo_act,per_ocu,cve_ent,cve_mun,cve_loc,ageb
461110,0 a 5 personas,19,021,0001,0749
461110,0 a 5 personas,19,031,0001,0995
461110,0 a 5 personas,19,018,0001,1347
461110,0 a 5 personas,19,010,0001,0088
461110,0 a 5 personas,19,026,0001,1067
461110,0 a 5 personas,19,026,0001,0317
461110,0 a 5 personas,19,048,0001,1384
461110,0 a 5 personas,19,039,0001,3432
461110,0 a 5 personas,19,039,0001,3432
461110,0 a 5 personas,19,026,0001,0355
461213,0 a 5 personas,19,039,0001,2398
461110,0 a 5 personas,19,039,0001,331A
461110,0 a 5 personas,19,031,0313,1300
461110,0 a 5 personas,19,039,0001,5087
461110,0 a 5 personas,19,026,0001,1052
461110,0 a 5 personas,19,026,0001,1442
461110,0 a 5 personas,19,031,0001,1813
461110,0 a 5 personas,19,046,0001,0343
461110,0 a 5 personas,19,039,0001,185A
461110,0 a 5 personas,19,006,0001,1435
461110,0 a 5 personas,19,021,0001,0753
461110,0 a 5 personas,19,031,0001,0177
461110,0 a 5 personas,19,048,0001,0920
461110,0 a 5 personas,19,039,0001,3979
461110,0 a 5 personas,19,039,0001,452A
461110,0 a 5 personas,19,048,0001,0403
461110,0 a 5 personas,19,031,0001,0603
461110,0 a 5 personas,19,006,0392,2560
461110,0 a 5 personas,19,021,0001,1573
461110,0 a 5 personas,19,006,0001,137A
461110,0 a 5 personas,19,046,0001,0907
461110,0 a 5 personas,19,018,0001,0673
461110,0 a 5 personas,19,039,0001,4962
461110,0 a 5 personas,19,039,0001,0870
461110,0 a 5 personas,19,046,0001,0095
461110,0 a 5 personas,19,039,0001,1050
461110,0 a 5 personas,19,039,0001,2523
461110,0 a 5 personas,19,031,0001,0764
461110,0 a 5 personas,19,046,0001,1619
461110,0 a 5 personas,19,039,0001,0917
461110,0 a 5 personas,19,039,0001,4750
461110,0 a 5 personas,19,039,0001,1050
461110,0 a 5 personas,19,006,0001,1242
461110,0 a 5 personas,19,006,0001,0174
461110,0 a 5 personas,19,046,0001,0343
461110,0 a 5 personas,19,018,0212,0495
461110,0 a 5 personas,19,006,0001,1524
461110,0 a 5 personas,19,039,0001,267A
461110,0 a 5 personas,19,046,0001,1676
461110,0 a 5 personas,19,039,0001,3413
461110,0 a 5 personas,19,039,0001,4036
461110,0 a 5 personas,19,039,0001,4483
461110,6 a 10 personas,19,031,0001,1866
461110,0 a 5 personas,19,006,0001,0297
461110,0 a 5 personas,19,026,0001,0389
461110,0 a 5 personas,19,026,0001,1974
461110,0 a 5 personas,19,039,0001,4040
461110,0 a 5 personas,19,026,0001,2597
461110,0 a 5 personas,19,039,0001,2519
461110,0 a 5 personas,19,006,0001,0723
461110,0 a 5 personas,19,031,0045,0321
461110,0 a 5 personas,19,006,0001,0422
461110,0 a 5 personas,19,006,0001,0460
461110,0 a 5 personas,19,039,0001,0940
461110,0 a 5 personas,19,026,0001,1743
461110,0 a 5 personas,19,006,0001,0174
461110,0 a 5 personas,19,039,0001,3714
461110,0 a 5 personas,19,031,0045,0092
461110,0 a 5 personas,19,031,0001,1902
461110,0 a 5 personas,19,039,0001,1050
461110,0 a 5 personas,19,026,0001,1349
462112,0 a 5 personas,19,026,0001,1014
461110,0 a 5 personas,19,006,0001,0795
461110,0 a 5 personas,19,039,0001,452A
461110,0 a 5 personas,19,021,0001,0753
461110,0 a 5 personas,19,018,0001,0584
461110,0 a 5 personas,19,031,0313,0410
461110,0 a 5 personas,19,019,0001,0539
461110,0 a 5 personas,19,026,0001,0618
461110,0 a 5 personas,19,031,0045,0891
461110,0 a 5 personas,19,048,0001,0189
461110,0 a 5 personas,19,048,0001,1007
461110,0 a 5 personas,19,021,0001,1107
461110,0 a 5 personas,19,021,0001,1107
462112,0 a 5 personas,19,026,0001,1353
461110,0 a 5 personas,19,039,0001,4943
461110,0 a 5 personas,19,026,0001,1974
461110,0 a 5 personas,19,039,0001,2472
461110,0 a 5 personas,19,031,0313,1762
461110,0 a 5 personas,19,046,0001,0381
461110,0 a 5 personas,19,046,0001,0201
461110,0 a 5 personas,19,039,0001,018A
461110,0 a 5 personas,19,039,0001,4303
461110,0 a 5 personas,19,021,0001,0575
461110,0 a 5 personas,19,031,0001,0177
461110,0 a 5 personas,19,026,0001,1974
461110,0 a 5 personas,19,006,0001,1914
461110,0 a 5 personas,19,031,0313,0355
461110,0 a 5 personas,19,048,0001,1172
461110,0 a 5 personas,19,039,0001,4962
461110,0 a 5 personas,19,031,0313,0355
461110,0 a 5 personas,19,046,0001,1233
461110,0 a 5 personas,19,021,0001,1569
461110,0 a 5 personas,19,021,0001,1766
461110,0 a 5 personas,19,039,0001,3979
461110,0 a 5 personas,19,026,0001,1423
461110,0 a 5 personas,19,039,0001,2383
461110,0 a 5 personas,19,026,0001,2296
461110,0 a 5 personas,19,018,0001,0442
461110,0 a 5 personas,19,026,0001,2402
461110,0 a 5 personas,19,039,0001,2383
461110,0 a 5 personas,19,039,0001,406A
461110,0 a 5 personas,19,048,0001,0992
461110,0 a 5 personas,19,039,0001,0315
461110,0 a 5 personas,19,021,0001,0221
461110,0 a 5 personas,19,046,0001,1619
461110,0 a 5 personas,19,018,0001,0442
461110,0 a 5 personas,19,021,0001,0787
461110,0 a 5 personas,19,006,0001,105A
461110,0 a 5 personas,19,018,0001,1474
461110,0 a 5 personas,19,039,0001,4534
461110,0 a 5 personas,19,048,0001,0263
461110,0 a 5 personas,19,039,0001,4182
461110,0 a 5 personas,19,021,0001,1874
461110,0 a 5 personas,19,039,0001,4996
461110,0 a 5 personas,19,026,0001,1387
461110,0 a 5 personas,19,018,0025,1402
461110,0 a 5 personas,19,026,0001,050A
461110,0 a 5 personas,19,039,0001,3979
461110,0 a 5 personas,19,026,0001,1620
461110,0 a 5 personas,19,039,0001,3413
461110,0 a 5 personas,19,031,0001,1175
461110,0 a 5 personas,19,031,0001,0938
461110,0 a 5 personas,19,039,0001,4040
461110,0 a 5 personas,19,031,0001,0177
461110,0 a 5 personas,19,018,0001,1667
461110,0 a 5 personas,19,039,0001,3485
461110,0 a 5 personas,19,048,0001,062A
461110,0 a 5 personas,19,039,0001,4515
461110,0 a 5 personas,19,006,0001,0475
461110,0 a 5 personas,19,026,0001,2205
461110,0 a 5 personas,19,019,0001,0577
461110,0 a 5 personas,19,049,0001,0307
461110,0 a 5 personas,19,039,0001,0601
461110,0 a 5 personas,19,031,0045,0092
461110,0 a 5 personas,19,031,0001,0389
461110,0 a 5 personas,19,021,0001,147A
461110,0 a 5 personas,19,039,0001,4411
461110,0 a 5 personas,19,039,0001,2398
461110,0 a 5 personas,19,026,0001,2239
461110,0 a 5 personas,19,026,0001,050A
461110,0 a 5 personas,19,039,0001,4553
461110,0 a 5 personas,19,039,0001,1915
461110,0 a 5 personas,19,018,0001,1474
461110,0 a 5 personas,19,039,0001,1794
461110,0 a 5 personas,19,048,0001,1261
461110,0 a 5 personas,19,031,0001,0124
461110,0 a 5 personas,19,031,0001,0162
461110,0 a 5 personas,19,046,0001,1214
461110,0 a 5 personas,19,046,0001,1125
461110,0 a 5 personas,19,021,0001,1569
461110,0 a 5 personas,19,021,0140,0842
461110,0 a 5 personas,19,006,0001,1257
461110,0 a 5 personas,19,039,0001,3818
461110,0 a 5 personas,19,039,0001,3803
461110,0 a 5 personas,19,006,0001,0564
461110,0 a 5 personas,19,021,0001,0240
461110,0 a 5 personas,19,021,0001,0452
461110,0 a 5 personas,19,021,0001,0274
461110,0 a 5 personas,19,018,0105,0620
461110,0 a 5 personas,19,048,0001,1223
462112,0 a 5 personas,19,006,0388,1933
461110,0 a 5 personas,19,039,0001,3860
461110,0 a 5 personas,19,006,0001,151A
461110,0 a 5 personas,19,006,0001,1435
461110,0 a 5 personas,19,039,0001,4642
461110,0 a 5 personas,19,006,0001,2471
461110,0 a 5 personas,19,021,0001,0240
461110,0 a 5 personas,19,046,0001,1229
461110,0 a 5 personas,19,039,0001,1953
461110,0 a 5 personas,19,031,0001,1777
461110,0 a 5 personas,19,018,0001,121A
461110,0 a 5 personas,19,021,0001,0950
461110,0 a 5 personas,19,026,0001,1033
461110,0 a 5 personas,19,026,0001,2050
461110,0 a 5 personas,19,026,0001,171A
461110,0 a 5 personas,19,026,0001,1601
461110,0 a 5 personas,19,026,0001,1813
461110,0 a 5 personas,19,026,0001,1014
461110,0 a 5 personas,19,046,0001,0381
461110,0 a 5 personas,19,026,0001,1457
461110,0 a 5 personas,19,026,0001,1565
461110,0 a 5 personas,19,026,0001,0590
461110,0 a 5 personas,19,018,0234,0207
461110,0 a 5 personas,19,046,0001,0930
461110,0 a 5 personas,19,031,0001,0942
461110,0 a 5 personas,19,039,0001,1099
461110,0 a 5 personas,19,039,0001,4750
461110,0 a 5 personas,19,039,0001,0052
461110,0 a 5 personas,19,039,0001,2561
461110,0 a 5 personas,19,039,0001,331A
461110,0 a 5 personas,19,018,0207,0048
461110,0 a 5 personas,19,048,0001,112A
461110,0 a 5 personas,19,018,0001,0813
461110,0 a 5 personas,19,018,0001,0654
461110,0 a 5 personas,19,006,0078,1948
461110,0 a 5 personas,19,039,0001,4996
461110,0 a 5 personas,19,031,0045,0092
461110,0 a 5 personas,19,026,0001,2332
461110,0 a 5 personas,19,039,0001,2970
461110,0 a 5 personas,19,039,0001,4407
461110,0 a 5 personas,19,046,0001,1407
461110,0 a 5 personas,19,049,0001,0241
461110,0 a 5 personas,19,048,0001,1172
461110,0 a 5 personas,19,046,0001,1426
461110,0 a 5 personas,19,006,0389,2626
461110,0 a 5 personas,19,006,0392,258A
461110,0 a 5 personas,19,031,0001,1743
461110,0 a 5 personas,19,031,0001,1902
461110,0 a 5 personas,19,026,0001,1423
461110,0 a 5 personas,19,039,0001,2383
461110,0 a 5 personas,19,039,0001,2400
461110,0 a 5 personas,19,006,0001,1083
461110,0 a 5 personas,19,026,0001,0798
461110,0 a 5 personas,19,026,0001,0798
461110,0 a 5 personas,19,026,0001,2101
461110,0 a 5 personas,19,031,0001,0942
461110,0 a 5 personas,19,046,0001,1500
461110,0 a 5 personas,19,046,0001,0127
461110,0 a 5 personas,19,046,0001,0926
461110,0 a 5 personas,19,046,0001,0926
461110,0 a 5 personas,19,046,0001,0926
461110,0 a 5 personas,19,021,0001,0382
461110,0 a 5 personas,19,031,0311,1508
461110,0 a 5 personas,19,039,0001,3593
461110,0 a 5 personas,19,039,0001,4958
461110,0 a 5 personas,19,021,0001,0823
461110,0 a 5 personas,19,006,0001,0386
461110,0 a 5 personas,19,006,0001,1882
462112,0 a 5 personas,19,006,0001,2289
461110,0 a 5 personas,19,039,0001,0391
461110,0 a 5 personas,19,039,0001,4638
461110,0 a 5 personas,19,006,0001,1577
461110,0 a 5 personas,19,048,0001,0403
461110,0 a 5 personas,19,039,0001,2472
461110,0 a 5 personas,19,018,0187,0194
461110,0 a 5 personas,19,039,0001,1084
461110,0 a 5 personas,19,031,0001,0590
461110,0 a 5 personas,19,039,0001,0921
461110,0 a 5 personas,19,018,0001,0599
461110,0 a 5 personas,19,039,0001,0921
461110,0 a 5 personas,19,021,0001,0255
461110,6 a 10 personas,19,048,0001,0193
461110,0 a 5 personas,19,048,0001,0193
461110,0 a 5 personas,19,039,0001,185A
461110,0 a 5 personas,19,039,0001,452A
461110,0 a 5 personas,19,046,0001,0822
461110,0 a 5 personas,19,046,0001,0926
461110,0 a 5 personas,19,031,0001,2065
461110,0 a 5 personas,19,026,0001,0815
461110,0 a 5 personas,19,048,0001,1100
461110,0 a 5 personas,19,026,0001,1230
461110,0 a 5 personas,19,031,0001,1584
461110,0 a 5 personas,19,048,0001,0992
461110,0 a 5 personas,19,018,0001,0654
461110,0 a 5 personas,19,021,0001,0630
461110,0 a 5 personas,19,006,0001,0719
461110,0 a 5 personas,19,026,0001,0730
461110,0 a 5 personas,19,026,0001,0815
461110,0 a 5 personas,19,049,0001,0222
461110,0 a 5 personas,19,039,0001,3818
461110,0 a 5 personas,19,046,0001,088A
461110,0 a 5 personas,19,046,0001,113A
461110,0 a 5 personas,19,039,0001,502A
461110,0 a 5 personas,19,031,0001,0694
461110,0 a 5 personas,19,031,0001,0548
461110,0 a 5 personas,19,039,0001,3451
461110,0 a 5 personas,19,026,0001,0340
461110,0 a 5 personas,19,026,0001,157A
461110,0 a 5 personas,19,039,0001,3428
461110,0 a 5 personas,19,039,0001,3682
461110,0 a 5 personas,19,026,0001,2328
461110,0 a 5 personas,19,039,0001,1101
462112,0 a 5 personas,19,006,0001,2217
461110,0 a 5 personas,19,021,0001,1056
461110,0 a 5 personas,19,026,0001,1546
461110,0 a 5 personas,19,021,0001,1041
461110,0 a 5 personas,19,039,0001,0531
461110,0 a 5 personas,19,006,0001,0117
461110,0 a 5 personas,19,039,0001,4002
461110,0 a 5 personas,19,046,0001,017A
461110,0 a 5 personas,19,039,0001,4110
461110,0 a 5 personas,19,039,0001,3803
461110,0 a 5 personas,19,021,0001,1291
461110,0 a 5 personas,19,039,0001,0457
461110,0 a 5 personas,19,026,0001,2205
461110,0 a 5 personas,19,026,0001,2116
461110,0 a 5 personas,19,026,0001,1334
461110,0 a 5 personas,19,021,0001,0236
461110,0 a 5 personas,19,021,0001,0221
461110,0 a 5 personas,19,026,0001,0957
461110,0 a 5 personas,19,039,0001,1559
461110,0 a 5 personas,19,026,0001,0798
461110,0 a 5 personas,19,026,0001,1442
461110,0 a 5 personas,19,039,0001,4055
461110,0 a 5 personas,19,026,0001,1033
461110,0 a 5 personas,19,048,0001,1045
461110,0 a 5 personas,19,039,0001,4515
461110,0 a 5 personas,19,021,0001,193A
461110,0 a 5 personas,19,039,0001,0118
461110,0 a 5 personas,19,019,0001,0011
461110,0 a 5 personas,19,026,0001,1508
461110,0 a 5 personas,19,039,0001,0669
461110,0 a 5 personas,19,026,0001,0073
461110,0 a 5 personas,19,039,0001,2523
461110,0 a 5 personas,19,006,0001,0761
461110,0 a 5 personas,19,021,0001,1658
461110,0 a 5 personas,19,006,0001,1384
461110,0 a 5 personas,19,039,0001,4943
461110,0 a 5 personas,19,006,0001,105A
461110,0 a 5 personas,19,018,0001,0866
461110,0 a 5 personas,19,039,0001,4553
461110,0 a 5 personas,19,039,0001,3606
461110,0 a 5 personas,19,026,0001,1391
461110,0 a 5 personas,19,039,0001,0993
461110,0 a 5 personas,19,039,0001,2970
461110,0 a 5 personas,19,046,0001,1182
461110,0 a 5 personas,19,006,0001,1488
461110,0 a 5 personas,19,046,0001,1017
461110,0 a 5 personas,19,048,0001,0390
461110,0 a 5 personas,19,026,0001,1743
461110,0 a 5 personas,19,026,0001,1974
461110,0 a 5 personas,19,026,0001,1508
461110,0 a 5 personas,19,026,0001,2525
461110,0 a 5 personas,19,006,0001,0780
461110,0 a 5 personas,19,046,0001,1500
461110,0 a 5 personas,19,006,0001,1098
461110,0 a 5 personas,19,026,0001,2205
461110,0 a 5 personas,19,039,0001,4286
461110,0 a 5 personas,19,026,0001,1438
461110,0 a 5 personas,19,039,0001,5053
461212,0 a 5 personas,19,010,0131,0177
461110,0 a 5 personas,19,039,0001,0601
461110,0 a 5 personas,19,039,0001,0673
461110,0 a 5 personas,19,026,0001,2493
461110,0 a 5 personas,19,026,0001,1902
461110,0 a 5 personas,19,006,0001,2274
461110,0 a 5 personas,19,018,0001,0809
461110,0 a 5 personas,19,021,0001,0787
461110,0 a 5 personas,19,019,0001,0577
461110,0 a 5 personas,19,039,0001,3396
461110,0 a 5 personas,19,039,0001,032A
461110,0 a 5 personas,19,046,0001,1125
461110,0 a 5 personas,19,039,0001,4712
461110,0 a 5 personas,19,006,0001,0761
461110,0 a 5 personas,19,039,0001,4017
461110,0 a 5 personas,19,021,0001,1075
461110,0 a 5 personas,19,006,0001,0437
461110,0 a 5 personas,19,018,0236,0207
461110,0 a 5 personas,19,039,0001,1794
461110,0 a 5 personas,19,031,0001,0707
461110,0 a 5 personas,19,031,0001,1175
461110,0 a 5 personas,19,031,0001,0779
461110,0 a 5 personas,19,031,0313,1137
461110,0 a 5 personas,19,021,0001,0908
461110,0 a 5 personas,19,031,0001,0571
461110,0 a 5 personas,19,039,0001,4036
461110,0 a 5 personas,19,039,0001,4981
461110,0 a 5 personas,19,039,0001,4981
461110,0 a 5 personas,19,006,0388,240A
461110,0 a 5 personas,19,039,0001,0508
462112,0 a 5 personas,19,018,0001,0315
461110,0 a 5 personas,19,026,0001,1565
461110,0 a 5 personas,19,026,0001,0957
461110,0 a 5 personas,19,006,0001,0437
461110,0 a 5 personas,19,026,0001,1283
461110,0 a 5 personas,19,039,0001,2754
461110,0 a 5 personas,19,046,0001,1290
461110,0 a 5 personas,19,026,0001,1885
461110,0 a 5 personas,19,039,0001,3682
461110,0 a 5 personas,19,006,0001,1242
461110,0 a 5 personas,19,021,0001,161A
461110,0 a 5 personas,19,031,0001,0919
461110,0 a 5 personas,19,039,0001,4036
461110,0 a 5 personas,19,046,0001,1727
461110,0 a 5 personas,19,006,0001,137A
461110,0 a 5 personas,19,019,0001,012A
461110,0 a 5 personas,19,039,0001,2133
461110,0 a 5 personas,19,039,0001,2398
461110,0 a 5 personas,19,039,0001,4977
461110,0 a 5 personas,19,039,0001,2970
461110,0 a 5 personas,19,006,0001,0795
461110,0 a 5 personas,19,039,0001,3663
461110,0 a 5 personas,19,039,0001,4712
461110,0 a 5 personas,19,018,0001,0654
461110,0 a 5 personas,19,039,0001,4638
461110,0 a 5 personas,19,039,0001,331A
462112,0 a 5 personas,19,048,0001,0390
461110,0 a 5 personas,19,021,0001,0467
461110,0 a 5 personas,19,026,0001,0340
461110,0 a 5 personas,19,006,0001,137A
461110,0 a 5 personas,19,021,0001,0221
461110,0 a 5 personas,19,026,0001,246A
461110,0 a 5 personas,19,018,0001,0315
461110,0 a 5 personas,19,039,0001,4727
461110,0 a 5 personas,19,031,0313,0410
461110,0 a 5 personas,19,031,0224,0976
461110,0 a 5 personas,19,021,0001,0950
461110,0 a 5 personas,19,031,0001,1372
461110,0 a 5 personas,19,021,0126,0842
461110,0 a 5 personas,19,039,0001,406A
461110,0 a 5 personas,19,006,0001,0761
461110,0 a 5 personas,19,039,0001,438A
461110,0 a 5 personas,19,026,0001,1584
461110,0 a 5 personas,19,021,0001,1060
461110,0 a 5 personas,19,048,0001,112A
461110,0 a 5 personas,19,039,0001,018A
461110,0 a 5 personas,19,021,0001,0490
461110,0 a 5 personas,19,018,0001,1559
461110,0 a 5 personas,19,026,0001,1283
461110,0 a 5 personas,19,018,0001,0387
461110,0 a 5 personas,19,039,0001,0921
461110,0 a 5 personas,19,039,0001,0226
461110,0 a 5 personas,19,039,0001,0438
461110,0 a 5 personas,19,031,0001,1832
461110,0 a 5 personas,19,031,0001,0618
461110,0 a 5 personas,19,031,0045,0834
461110,0 a 5 personas,19,048,0001,1280
461110,0 a 5 personas,19,048,0001,1562
461110,0 a 5 personas,19,031,0001,0730
461110,0 a 5 personas,19,039,0001,3979
461110,0 a 5 personas,19,046,0001,1182
461110,0 a 5 personas,19,039,0001,2383
461110,0 a 5 personas,19,010,0001,0088
461110,0 a 5 personas,19,006,0001,087A
461110,0 a 5 personas,19,018,0105,0368
461110,0 a 5 personas,19,039,0001,5104
461110,0 a 5 personas,19,006,0001,0668
461110,0 a 5 personas,19,039,0001,4394
461110,0 a 5 personas,19,018,0001,0531
461110,0 a 5 personas,19,021,0001,0467
461110,0 a 5 personas,19,031,0001,1974
461110,0 a 5 personas,19,006,0001,144A
461110,0 a 5 personas,19,039,0001,0122
461110,0 a 5 personas,19,039,0001,0029
461110,0 a 5 personas,19,018,0001,1328
461110,0 a 5 personas,19,039,0001,452A
461110,0 a 5 personas,19,018,0001,107A
461110,0 a 5 personas,19,021,0001,0306
461110,0 a 5 personas,19,048,0001,1261
461110,0 a 5 personas,19,031,0001,1175
461110,0 a 5 personas,19,031,0313,1137
461110,0 a 5 personas,19,006,0001,1365
461110,0 a 5 personas,19,026,0001,1423
461110,0 a 5 personas,19,021,0001,1107
461110,0 a 5 personas,19,026,0001,1936
462112,0 a 5 personas,19,026,0001,0478
461110,0 a 5 personas,19,006,0001,0422
461110,0 a 5 personas,19,019,0001,0153
461110,0 a 5 personas,19,039,0001,4464
461110,0 a 5 personas,19,018,0001,0936
461110,0 a 5 personas,19,031,0045,0656
461110,0 a 5 personas,19,018,0105,0368
461110,0 a 5 personas,19,048,0001,0583
461110,0 a 5 personas,19,031,0045,0675
461110,0 a 5 personas,19,021,0001,1569
461110,0 a 5 personas,19,006,0001,1613
461110,0 a 5 personas,19,049,0001,0114
461110,0 a 5 personas,19,046,0001,0108
461110,0 a 5 personas,19,048,0001,1473
461110,0 a 5 personas,19,021,0001,0255
461110,0 a 5 personas,19,031,0224,0976
461110,0 a 5 personas,19,031,0001,1245
461110,0 a 5 personas,19,039,0001,0033
461110,0 a 5 personas,19,048,0001,1295
461110,0 a 5 personas,19,006,0001,0475
461110,0 a 5 personas,19,026,0001,1349
461110,0 a 5 personas,19,006,0133,2537
461110,0 a 5 personas,19,026,0001,1461
461110,0 a 5 personas,19,039,0001,1101
461110,0 a 5 personas,19,049,0001,0453
461110,0 a 5 personas,19,018,0105,0620
461110,0 a 5 personas,19,006,0001,0761
461110,0 a 5 personas,19,006,0001,0795
461110,0 a 5 personas,19,039,0001,2133
461110,0 a 5 personas,19,031,0001,0707
461110,0 a 5 personas,19,006,0001,1098
461110,0 a 5 personas,19,021,0001,1022
461110,0 a 5 personas,19,039,0001,3381
461110,0 a 5 personas,19,026,0001,1141
461110,0 a 5 personas,19,006,0001,1929
461110,0 a 5 personas,19,031,0313,1762
461110,0 a 5 personas,19,031,0001,1550
461110,0 a 5 personas,19,031,0001,1921
461110,0 a 5 personas,19,026,0001,0340
461110,0 a 5 personas,19,021,0001,1925
461110,0 a 5 personas,19,006,0001,2645
461110,0 a 5 personas,19,031,0045,0675
461110,0 a 5 personas,19,006,0001,0174
461110,0 a 5 personas,19,006,0001,190A
461110,0 a 5 personas,19,026,0001,1688
461110,0 a 5 personas,19,018,0001,0230
461110,0 a 5 personas,19,048,0001,1581
461110,0 a 5 personas,19,039,0001,153A
461110,0 a 5 personas,19,046,0001,1568
461110,0 a 5 personas,19,039,0001,153A
461110,0 a 5 personas,19,026,0001,1457
461110,0 a 5 personas,19,021,0001,0448
461110,0 a 5 personas,19,026,0001,1033
461110,0 a 5 personas,19,006,0389,2626
462112,0 a 5 personas,19,039,0001,4318
461110,0 a 5 personas,19,039,0001,2576
461110,0 a 5 personas,19,048,0001,0564
461110,0 a 5 personas,19,026,0001,1334
461110,0 a 5 personas,19,021,0001,0433
461110,0 a 5 personas,19,006,0001,030A
461110,0 a 5 personas,19,021,0001,0151
461110,0 a 5 personas,19,048,0165,0653
461110,0 a 5 personas,19,046,0001,1267
461110,0 a 5 personas,19,021,0001,0753
461110,0 a 5 personas,19,031,0001,1052
461110,0 a 5 personas,19,046,0001,1765
461110,0 a 5 personas,19,031,0313,1796
461110,0 a 5 personas,19,031,0045,1103
461110,0 a 5 personas,19,048,0001,0992
461110,0 a 5 personas,19,026,0001,029A
461110,0 a 5 personas,19,019,0001,0488
461110,0 a 5 personas,19,039,0001,502A
461110,0 a 5 personas,19,006,0001,2359
461110,0 a 5 personas,19,006,0001,0761
461110,0 a 5 personas,19,039,0001,2951
461110,0 a 5 personas,19,046,0001,1500
461110,0 a 5 personas,19,046,0001,1534
461110,0 a 5 personas,19,018,0105,0832
461110,0 a 5 personas,19,039,0001,4638
461110,0 a 5 personas,19,039,0001,4727
461110,0 a 5 personas,19,021,0001,193A
461110,0 a 5 personas,19,039,0001,0052
461110,0 a 5 personas,19,031,0045,0675
461110,0 a 5 personas,19,039,0001,2970
461110,0 a 5 personas,19,039,0001,3714
461110,0 a 5 personas,19,021,0001,0537
461110,0 a 5 personas,19,046,0001,1229
461110,0 a 5 personas,19,039,0001,0226
461110,0 a 5 personas,19,021,0001,1323
461110,0 a 5 personas,19,021,0001,0221
461110,0 a 5 personas,19,026,0001,1955
461110,0 a 5 personas,19,026,0001,1349
461110,0 a 5 personas,19,046,0001,0822
461110,0 a 5 personas,19,039,0001,4178
461110,0 a 5 personas,19,049,0001,0237
461110,0 a 5 personas,19,010,0001,0139
461110,0 a 5 personas,19,048,0001,1308
461110,0 a 5 personas,19,031,0001,029A
461110,0 a 5 personas,19,039,0001,3729
461110,0 a 5 personas,19,039,0001,4943
461110,0 a 5 personas,19,048,0001,1647
461110,0 a 5 personas,19,006,0001,0352
461110,0 a 5 personas,19,026,0001,1457
461110,0 a 5 personas,19,018,0001,1224
461110,0 a 5 personas,19,006,0001,0795
461110,0 a 5 personas,19,026,0001,2050
461110,0 a 5 personas,19,031,0001,2084
461110,0 a 5 personas,19,021,0001,1573
461110,0 a 5 personas,19,021,0001,1484
461110,0 a 5 personas,19,021,0001,1709
461110,0 a 5 personas,19,018,0105,0620
461110,0 a 5 personas,19,026,0001,2027
461110,0 a 5 personas,19,048,0001,0969
461110,0 a 5 personas,19,031,0313,1796
461110,0 a 5 personas,19,026,0001,1495
461110,0 a 5 personas,19,031,0001,1014
461110,0 a 5 personas,19,018,0025,1008
461110,0 a 5 personas,19,031,0001,0919
461110,0 a 5 personas,19,031,0001,1902
461110,0 a 5 personas,19,026,0001,1809
461110,0 a 5 personas,19,021,0001,1357
461110,0 a 5 personas,19,018,0001,0866
461110,0 a 5 personas,19,031,0001,1902
461110,0 a 5 personas,19,039,0001,1879
461110,0 a 5 personas,19,026,0001,1067
461110,0 a 5 personas,19,018,0040,0048
461110,0 a 5 personas,19,018,0001,1084
461110,0 a 5 personas,19,018,0105,1262
461110,0 a 5 personas,19,018,0001,0137
461110,0 a 5 personas,19,021,0001,1681
461110,0 a 5 personas,19,021,0001,0306
461110,0 a 5 personas,19,031,0001,0919
461110,0 a 5 personas,19,021,0001,1925
461110,0 a 5 personas,19,031,0001,1620
461110,0 a 5 personas,19,046,0001,1619
461110,0 a 5 personas,19,031,0001,1230
461110,0 a 5 personas,19,039,0001,4290
461110,0 a 5 personas,19,021,0140,0842
461110,0 a 5 personas,19,039,0001,1953
461110,0 a 5 personas,19,031,0045,1283
461110,0 a 5 personas,19,026,0001,1052
461110,0 a 5 personas,19,048,0001,0579
461110,0 a 5 personas,19,031,0001,0779
461110,0 a 5 personas,19,031,0045,0092
461110,0 a 5 personas,19,039,0001,3803
461110,0 a 5 personas,19,006,0001,0564
461110,0 a 5 personas,19,048,0001,112A
461110,0 a 5 personas,19,049,0001,0491
461110,0 a 5 personas,19,026,0001,2050
461110,0 a 5 personas,19,039,0001,5015
461110,0 a 5 personas,19,039,0001,5049
461110,0 a 5 personas,19,048,0001,1238
461110,0 a 5 personas,19,048,0001,1064
461110,0 a 5 personas,19,048,0001,0475
461110,0 a 5 personas,19,006,0001,0297
461110,0 a 5 personas,19,026,0001,0957
461110,0 a 5 personas,19,031,0001,0872
462112,0 a 5 personas,19,039,0001,4695
461110,0 a 5 personas,19,021,0001,0306
461110,0 a 5 personas,19,049,0001,0260
461110,0 a 5 personas,19,031,0045,1461
461110,0 a 5 personas,19,006,0001,1331
461110,0 a 5 personas,19,031,0001,1989
461110,0 a 5 personas,19,021,0001,1573
461110,0 a 5 personas,19,048,0001,1007
461110,0 a 5 personas,19,039,0001,0550
461110,0 a 5 personas,19,019,0001,0331
461110,0 a 5 personas,19,021,0001,0537
461110,0 a 5 personas,19,031,0045,0092
461110,0 a 5 personas,19,039,0001,4464
461110,0 a 5 personas,19,018,0001,0550
461110,0 a 5 personas,19,039,0001,2472
461110,0 a 5 personas,19,031,0001,1870
461110,0 a 5 personas,19,021,0001,1022
461110,0 a 5 personas,19,026,0001,2239
461110,0 a 5 personas,19,021,0001,0594
462112,0 a 5 personas,19,006,0001,2359
461110,0 a 5 personas,19,039,0001,1328
