codigo_act,per_ocu,cve_ent,cve_mun,cve_loc,ageb
461110,0 a 5 personas,19,021,0001,1662
461110,0 a 5 personas,19,039,0001,370A
461110,0 a 5 personas,19,039,0001,2561
461110,0 a 5 personas,19,039,0001,2133
461110,0 a 5 personas,19,026,0001,2192
461110,0 a 5 personas,19,031,0001,1688
461110,0 a 5 personas,19,021,0001,1624
461110,0 a 5 personas,19,031,0001,2046
461110,0 a 5 personas,19,039,0001,153A
461190,0 a 5 personas,19,039,0001,0315
461110,0 a 5 personas,19,046,0001,1252
461110,0 a 5 personas,19,031,0001,1194
461110,0 a 5 personas,19,048,0001,1223
461110,0 a 5 personas,19,018,0001,1741
461110,0 a 5 personas,19,018,0001,057A
461110,0 a 5 personas,19,018,0001,1370
461110,0 a 5 personas,19,021,0155,0842
461110,0 a 5 personas,19,018,0001,1703
461110,0 a 5 personas,19,039,0001,4549
461110,0 a 5 personas,19,021,0001,1751
461110,0 a 5 personas,19,026,0001,1940
461110,0 a 5 personas,19,018,0001,1328
461110,0 a 5 personas,19,018,0001,1525
461110,0 a 5 personas,19,006,0001,087A
461110,0 a 5 personas,19,031,0001,1940
461110,0 a 5 personas,19,018,0001,1224
461110,0 a 5 personas,19,021,0001,0999
461110,0 a 5 personas,19,021,0001,0749
461110,0 a 5 personas,19,046,0001,1534
461110,0 a 5 personas,19,031,0001,0590
461110,0 a 5 personas,19,031,0001,1974
461110,0 a 5 personas,19,018,0001,0334
461110,0 a 5 personas,19,048,0001,1007
461110,0 a 5 personas,19,039,0001,3714
461110,0 a 5 personas,19,021,0001,0753
461110,0 a 5 personas,19,021,0001,0397
461110,0 a 5 personas,19,018,0001,1510
461110,0 a 5 personas,19,010,0131,0177
461110,0 a 5 personas,19,039,0001,3697
461110,0 a 5 personas,19,021,0001,0240
461110,0 a 5 personas,19,039,0001,3409
461110,0 a 5 personas,19,039,0001,4483
461110,0 a 5 personas,19,039,0001,2129
461110,0 a 5 personas,19,021,0001,0927
461110,0 a 5 personas,19,018,0025,0989
466212,0 a 5 personas,19,039,0001,1898
466212,0 a 5 personas,19,039,0001,1722
466212,0 a 5 personas,19,046,0001,1303
466212,0 a 5 personas,19,039,0001,2345
466212,0 a 5 personas,19,046,0001,1303
463215,0 a 5 personas,19,039,0001,1722
466212,0 a 5 personas,19,046,0001,1303
465915,0 a 5 personas,19,039,0001,1544
461110,0 a 5 personas,19,039,0001,1722
465915,0 a 5 personas,19,021,0001,0679
465915,0 a 5 personas,19,039,0001,1741
465915,0 a 5 personas,19,039,0001,1544
465915,0 a 5 personas,19,039,0001,1741
465915,0 a 5 personas,19,039,0001,1544
465215,0 a 5 personas,19,006,0001,0757
465215,0 a 5 personas,19,039,0001,1629
465912,0 a 5 personas,19,039,0001,1722
461160,0 a 5 personas,19,046,0001,0095
461160,0 a 5 personas,19,031,0001,1160
461211,0 a 5 personas,19,039,0001,1722
461211,0 a 5 personas,19,039,0001,1722
461211,0 a 5 personas,19,039,0001,1722
461110,0 a 5 personas,19,039,0001,1811
465912,0 a 5 personas,19,039,0001,4411
463216,0 a 5 personas,19,039,0001,4214
463216,0 a 5 personas,19,039,0001,0508
463216,6 a 10 personas,19,039,0001,1686
465912,0 a 5 personas,19,046,0001,1430
463216,0 a 5 personas,19,039,0001,1544
463216,0 a 5 personas,19,039,0001,1722
463216,0 a 5 personas,19,039,0001,1722
463211,0 a 5 personas,19,039,0001,1722
465211,0 a 5 personas,19,039,0001,1544
466212,0 a 5 personas,19,018,0001,0442
461211,0 a 5 personas,19,039,0001,2203
463215,0 a 5 personas,19,039,0001,1506
463216,0 a 5 personas,19,039,0001,1722
463215,0 a 5 personas,19,039,0001,1281
461160,0 a 5 personas,19,026,0001,1141
462112,0 a 5 personas,19,039,0001,0067
465111,0 a 5 personas,19,039,0001,1722
465111,0 a 5 personas,19,039,0001,1722
466319,0 a 5 personas,19,039,0001,2345
465311,0 a 5 personas,19,049,0001,0326
463214,0 a 5 personas,19,026,0001,1480
463214,0 a 5 personas,19,026,0001,0586
463214,0 a 5 personas,19,039,0001,484A
463214,0 a 5 personas,19,039,0001,2307
461110,0 a 5 personas,19,006,0001,0795
461110,0 a 5 personas,19,039,0001,4182
461110,0 a 5 personas,19,039,0001,2133
461110,0 a 5 personas,19,039,0001,3396
461110,0 a 5 personas,19,039,0001,2129
461110,0 a 5 personas,19,039,0001,420A
461110,0 a 5 personas,19,039,0001,3659
461160,0 a 5 personas,19,039,0001,3432
461160,0 a 5 personas,19,026,0001,0586
461190,0 a 5 personas,19,039,0001,0917
461160,0 a 5 personas,19,046,0001,1591
468211,0 a 5 personas,19,031,0001,0779
465211,0 a 5 personas,19,039,0001,1258
465912,0 a 5 personas,19,039,0001,1667
463211,0 a 5 personas,19,039,0001,1671
461130,0 a 5 personas,19,021,0001,1662
465912,0 a 5 personas,19,046,0001,1303
463218,0 a 5 personas,19,039,0001,1722
461170,0 a 5 personas,19,039,0001,1633
463111,0 a 5 personas,19,039,0001,1559
463212,0 a 5 personas,19,021,0001,1446
465216,11 a 30 personas,19,039,0001,1629
463211,0 a 5 personas,19,039,0001,1686
465212,0 a 5 personas,19,039,0001,1722
465212,0 a 5 personas,19,039,0001,1722
465212,0 a 5 personas,19,039,0001,1722
461110,0 a 5 personas,19,026,0001,0177
461130,0 a 5 personas,19,026,0001,1809
466212,0 a 5 personas,19,031,0001,0069
463213,0 a 5 personas,19,046,0001,0127
464121,0 a 5 personas,19,039,0001,1243
461110,0 a 5 personas,19,026,0001,0285
465919,0 a 5 personas,19,021,0001,0185
465919,0 a 5 personas,19,039,0001,1741
461110,0 a 5 personas,19,039,0001,1898
465911,0 a 5 personas,19,019,0001,0100
465911,0 a 5 personas,19,039,0001,4854
463216,0 a 5 personas,19,039,0001,1686
463216,0 a 5 personas,19,046,0001,0095
463216,0 a 5 personas,19,039,0001,1281
461110,0 a 5 personas,19,039,0001,4642
463310,0 a 5 personas,19,039,0001,1243
465311,0 a 5 personas,19,021,0001,0382
465912,0 a 5 personas,19,026,0001,2510
465111,0 a 5 personas,19,006,0001,0761
463211,0 a 5 personas,19,031,0001,1207
465912,0 a 5 personas,19,046,0001,1426
464113,0 a 5 personas,19,039,0001,1582
463217,0 a 5 personas,19,018,0001,0372
463217,0 a 5 personas,19,046,0001,0907
465111,0 a 5 personas,19,039,0001,1722
465111,0 a 5 personas,19,039,0001,1722
465111,0 a 5 personas,19,039,0001,1722
467113,0 a 5 personas,19,039,0001,2345
467115,0 a 5 personas,19,021,0001,0753
463215,0 a 5 personas,19,039,0001,331A
465215,0 a 5 personas,19,039,0001,1722
468211,11 a 30 personas,19,039,0001,1582
461110,0 a 5 personas,19,039,0001,1722
465111,0 a 5 personas,19,039,0001,1722
464113,0 a 5 personas,19,039,0001,1686
464113,0 a 5 personas,19,039,0001,153A
466112,0 a 5 personas,19,006,0388,2842
463211,0 a 5 personas,19,039,0001,1506
461213,0 a 5 personas,19,048,0001,1238
461110,0 a 5 personas,19,026,0001,1902
461190,0 a 5 personas,19,026,0001,0251
465912,0 a 5 personas,19,039,0001,4214
465311,0 a 5 personas,19,039,0001,1099
465912,0 a 5 personas,19,031,0001,0603
466410,0 a 5 personas,19,039,0001,3377
465912,0 a 5 personas,19,026,0001,0340
465311,0 a 5 personas,19,048,0001,1219
465912,0 a 5 personas,19,039,0001,1972
465311,0 a 5 personas,19,006,0001,0475
465311,0 a 5 personas,19,039,0001,4017
465912,0 a 5 personas,19,026,0001,2031
465912,0 a 5 personas,19,026,0001,0124
465912,0 a 5 personas,19,039,0001,0137
465912,0 a 5 personas,19,018,0001,0423
465915,0 a 5 personas,19,039,0001,1629
463215,0 a 5 personas,19,021,0001,0325
463215,0 a 5 personas,19,039,0001,1633
463215,0 a 5 personas,19,039,0001,2468
463215,0 a 5 personas,19,039,0001,1741
463215,0 a 5 personas,19,019,0001,0488
465912,0 a 5 personas,19,031,0001,0603
465912,0 a 5 personas,19,006,0001,0920
465912,0 a 5 personas,19,031,0001,0124
465311,0 a 5 personas,19,039,0001,2260
465912,0 a 5 personas,19,026,0001,1334
465912,0 a 5 personas,19,026,0001,1067
465912,0 a 5 personas,19,039,0001,3396
465912,0 a 5 personas,19,026,0001,0849
465912,0 a 5 personas,19,046,0001,1055
465912,0 a 5 personas,19,039,0001,089A
465912,0 a 5 personas,19,006,0001,0051
465912,0 a 5 personas,19,021,0001,0240
465912,0 a 5 personas,19,046,0001,0216
465912,0 a 5 personas,19,048,0001,0225
465912,0 a 5 personas,19,039,0001,4093
465912,0 a 5 personas,19,046,0001,1163
465912,0 a 5 personas,19,021,0001,0151
465912,0 a 5 personas,19,006,0001,0884
465912,0 a 5 personas,19,006,0001,0403
465912,0 a 5 personas,19,046,0001,1055
465912,0 a 5 personas,19,048,0001,0992
461190,0 a 5 personas,19,026,0001,0317
463214,0 a 5 personas,19,031,0001,0139
465912,0 a 5 personas,19,031,0001,0938
465311,0 a 5 personas,19,046,0001,0998
465311,0 a 5 personas,19,026,0001,0232
465912,0 a 5 personas,19,039,0001,2307
466410,0 a 5 personas,19,039,0001,3733
463211,0 a 5 personas,19,006,0001,0719
463211,0 a 5 personas,19,026,0001,239A
463211,0 a 5 personas,19,049,0001,0256
463211,0 a 5 personas,19,046,0001,1483
463211,0 a 5 personas,19,026,0001,0228
463211,0 a 5 personas,19,048,0001,1219
463211,0 a 5 personas,19,039,0001,1506
463211,0 a 5 personas,19,026,0001,2277
463211,0 a 5 personas,19,026,0001,0618
463211,0 a 5 personas,19,046,0001,1568
463211,0 a 5 personas,19,026,0001,0567
463211,0 a 5 personas,19,039,0001,1686
463211,0 a 5 personas,19,031,0045,0675
463211,0 a 5 personas,19,021,0001,0700
463211,0 a 5 personas,19,039,0001,1686
463211,0 a 5 personas,19,046,0001,1341
463211,0 a 5 personas,19,026,0001,1620
463211,0 a 5 personas,19,026,0001,1847
463211,0 a 5 personas,19,046,0001,0057
463211,0 a 5 personas,19,046,0001,0057
463211,0 a 5 personas,19,046,0001,0057
463211,0 a 5 personas,19,046,0001,1106
463211,0 a 5 personas,19,039,0001,2716
463211,0 a 5 personas,19,049,0001,0171
463211,0 a 5 personas,19,049,0001,0190
463211,0 a 5 personas,19,006,0001,0761
463211,0 a 5 personas,19,026,0001,2578
463211,0 a 5 personas,19,039,0001,4977
463211,0 a 5 personas,19,006,0001,1878
463211,0 a 5 personas,19,039,0001,1741
463211,0 a 5 personas,19,026,0001,1762
463211,0 a 5 personas,19,018,0001,0705
466410,0 a 5 personas,19,048,0001,087A
463211,0 a 5 personas,19,039,0001,153A
463211,0 a 5 personas,19,039,0001,3714
463211,0 a 5 personas,19,049,0001,0218
463211,0 a 5 personas,19,039,0001,1506
463211,0 a 5 personas,19,021,0001,0471
463211,0 a 5 personas,19,049,0001,0167
463211,0 a 5 personas,19,039,0001,4303
463211,0 a 5 personas,19,039,0001,1506
463211,0 a 5 personas,19,021,0001,0471
466410,0 a 5 personas,19,039,0001,4977
466410,0 a 5 personas,19,046,0001,0536
465215,0 a 5 personas,19,039,0001,1281
463211,0 a 5 personas,19,026,0001,2046
463211,0 a 5 personas,19,039,0001,1544
463211,0 a 5 personas,19,026,0001,0957
463211,0 a 5 personas,19,039,0001,1506
463211,0 a 5 personas,19,039,0001,2167
463211,0 a 5 personas,19,039,0001,1506
463212,0 a 5 personas,19,039,0001,1690
463211,0 a 5 personas,19,039,0001,1506
463211,0 a 5 personas,19,039,0001,1506
463211,0 a 5 personas,19,039,0001,1741
463211,0 a 5 personas,19,039,0001,1506
463211,0 a 5 personas,19,039,0001,1281
463211,6 a 10 personas,19,039,0001,1506
463211,6 a 10 personas,19,039,0001,2190
463211,6 a 10 personas,19,039,0001,1281
463211,0 a 5 personas,19,039,0001,1506
463211,0 a 5 personas,19,039,0001,1544
463211,0 a 5 personas,19,026,0001,2332
463211,0 a 5 personas,19,026,0001,2578
463211,0 a 5 personas,19,039,0001,1281
463211,0 a 5 personas,19,006,0001,0761
463211,0 a 5 personas,19,039,0001,1722
463211,0 a 5 personas,19,039,0001,153A
463211,0 a 5 personas,19,039,0001,1281
463211,0 a 5 personas,19,039,0001,1686
463211,0 a 5 personas,19,039,0001,1722
463211,0 a 5 personas,19,039,0001,0103
463211,0 a 5 personas,19,039,0001,1703
463215,0 a 5 personas,19,039,0001,1243
463211,0 a 5 personas,19,039,0001,370A
463211,0 a 5 personas,19,046,0001,095A
463211,0 a 5 personas,19,048,0001,0827
463211,0 a 5 personas,19,039,0001,1506
463211,0 a 5 personas,19,039,0001,1281
463211,0 a 5 personas,19,039,0001,3682
463211,0 a 5 personas,19,039,0001,1722
463211,0 a 5 personas,19,031,0001,0069
463211,0 a 5 personas,19,006,0133,2556
463211,0 a 5 personas,19,039,0001,3714
463211,0 a 5 personas,19,018,0001,0546
463211,0 a 5 personas,19,039,0001,3818
463211,0 a 5 personas,19,039,0001,1506
463211,0 a 5 personas,19,018,0001,0118
463211,0 a 5 personas,19,039,0001,0527
463211,0 a 5 personas,19,039,0001,1506
463211,0 a 5 personas,19,021,0001,1520
463211,0 a 5 personas,19,046,0001,1214
463211,0 a 5 personas,19,046,0001,1055
463211,0 a 5 personas,19,006,0001,0808
463211,0 a 5 personas,19,031,0001,0143
463211,0 a 5 personas,19,026,0001,0586
463211,0 a 5 personas,19,039,0001,4572
463211,0 a 5 personas,19,039,0001,331A
463211,0 a 5 personas,19,026,0001,0603
463211,0 a 5 personas,19,039,0001,1506
466410,0 a 5 personas,19,021,0001,0753
466410,0 a 5 personas,19,039,0001,4515
463211,0 a 5 personas,19,006,0001,0761
463211,0 a 5 personas,19,039,0001,1385
463211,0 a 5 personas,19,039,0001,025A
463215,0 a 5 personas,19,039,0001,3413
463211,0 a 5 personas,19,006,0001,1539
463211,0 a 5 personas,19,026,0001,0590
463211,0 a 5 personas,19,048,0001,023A
463211,0 a 5 personas,19,039,0001,1506
463211,0 a 5 personas,19,046,0001,1055
461140,0 a 5 personas,19,039,0001,1544
461140,0 a 5 personas,19,039,0001,1544
463211,0 a 5 personas,19,039,0001,1671
463211,0 a 5 personas,19,039,0001,1722
465215,0 a 5 personas,19,039,0001,1313
465215,0 a 5 personas,19,039,0001,1722
465215,0 a 5 personas,19,046,0001,0220
467115,0 a 5 personas,19,048,0001,1327
463216,0 a 5 personas,19,039,0001,1722
461213,0 a 5 personas,19,006,0001,1539
463214,0 a 5 personas,19,039,0001,1281
463214,0 a 5 personas,19,006,0001,0719
463310,0 a 5 personas,19,039,0001,1686
463310,0 a 5 personas,19,039,0001,1686
463310,0 a 5 personas,19,039,0001,3729
461110,0 a 5 personas,19,026,0001,0586
461110,0 a 5 personas,19,048,0001,137A
461110,0 a 5 personas,19,039,0001,1012
461110,0 a 5 personas,19,021,0001,0630
465111,0 a 5 personas,19,049,0001,0129
462111,11 a 30 personas,19,039,0001,1883
462111,11 a 30 personas,19,026,0001,1194
461110,6 a 10 personas,19,039,0001,1510
462210,6 a 10 personas,19,026,0001,0285
465215,0 a 5 personas,19,039,0001,2951
465215,6 a 10 personas,19,039,0001,1525
461212,0 a 5 personas,19,039,0001,3767
461110,0 a 5 personas,19,039,0001,1953
461110,0 a 5 personas,19,049,0001,0468
461110,0 a 5 personas,19,049,0001,0241
461110,0 a 5 personas,19,042,0001,0166
461110,0 a 5 personas,19,006,0001,0761
461213,0 a 5 personas,19,039,0001,331A
461110,0 a 5 personas,19,026,0001,2493
461110,0 a 5 personas,19,026,0001,0073
461213,0 a 5 personas,19,039,0001,0052
461110,0 a 5 personas,19,046,0001,1375
461110,0 a 5 personas,19,046,0001,070A
461110,0 a 5 personas,19,006,0001,0564
461110,0 a 5 personas,19,048,0001,0988
461110,0 a 5 personas,19,031,0045,0891
461110,0 a 5 personas,19,039,0001,4036
461110,0 a 5 personas,19,039,0001,4430
461110,0 a 5 personas,19,026,0001,1993
461110,0 a 5 personas,19,039,0001,4197
461110,0 a 5 personas,19,039,0001,4178
461110,0 a 5 personas,19,039,0001,0762
461110,0 a 5 personas,19,039,0001,3998
465311,0 a 5 personas,19,048,0001,0600
461110,0 a 5 personas,19,031,0313,1796
461110,0 a 5 personas,19,048,0001,112A
461110,0 a 5 personas,19,006,0001,0795
461110,0 a 5 personas,19,039,0001,4642
466319,6 a 10 personas,19,039,0001,2294
461110,0 a 5 personas,19,018,0001,0457
461110,0 a 5 personas,19,039,0001,0989
461110,0 a 5 personas,19,021,0001,0467
461110,0 a 5 personas,19,039,0001,1756
461213,0 a 5 personas,19,039,0001,0974
465912,0 a 5 personas,19,039,0001,1741
461110,0 a 5 personas,19,031,0224,0976
461190,0 a 5 personas,19,039,0001,160A
461190,0 a 5 personas,19,006,0001,1914
461110,0 a 5 personas,19,021,0001,1075
462112,0 a 5 personas,19,021,0001,0289
461110,0 a 5 personas,19,006,0389,2626
461213,0 a 5 personas,19,021,0001,0965
462112,0 a 5 personas,19,031,0224,0961
461110,0 a 5 personas,19,048,0001,1327
462112,0 a 5 personas,19,031,0224,0961
465919,0 a 5 personas,19,006,0001,0884
461110,0 a 5 personas,19,006,0001,1914
461110,0 a 5 personas,19,026,0001,214A
461110,0 a 5 personas,19,026,0001,1476
467111,6 a 10 personas,19,039,0001,4430
461110,0 a 5 personas,19,021,0001,161A
461110,0 a 5 personas,19,021,0001,1569
461130,0 a 5 personas,19,006,0001,1331
461110,0 a 5 personas,19,026,0001,0393
466212,6 a 10 personas,19,039,0001,4924
461160,0 a 5 personas,19,039,0001,4055
461110,0 a 5 personas,19,039,0001,4178
467115,0 a 5 personas,19,039,0001,2152
461110,0 a 5 personas,19,021,0001,0240
461110,0 a 5 personas,19,039,0001,3451
464113,0 a 5 personas,19,039,0001,1756
463214,0 a 5 personas,19,039,0001,1741
461110,0 a 5 personas,19,039,0001,5000
461110,0 a 5 personas,19,048,0001,0916
461110,0 a 5 personas,19,039,0001,2400
461110,0 a 5 personas,19,039,0001,4303
461110,0 a 5 personas,19,039,0001,3339
463113,0 a 5 personas,19,039,0001,1281
463211,0 a 5 personas,19,039,0001,1629
461110,0 a 5 personas,19,039,0001,0103
461110,0 a 5 personas,19,018,0041,0048
461110,0 a 5 personas,19,021,0001,1003
461110,0 a 5 personas,19,039,0001,4642
461110,0 a 5 personas,19,021,0153,0842
461110,0 a 5 personas,19,039,0001,331A
461110,0 a 5 personas,19,039,0001,2129
461110,0 a 5 personas,19,039,0001,4977
461110,0 a 5 personas,19,021,0001,0467
461110,0 a 5 personas,19,026,0001,1052
465215,0 a 5 personas,19,026,0001,0302
461110,0 a 5 personas,19,046,0001,0146
461110,0 a 5 personas,19,031,0313,0410
467112,0 a 5 personas,19,039,0001,0851
461110,0 a 5 personas,19,039,0001,3199
461110,0 a 5 personas,19,006,0001,0117
461110,0 a 5 personas,19,006,0001,2359
461110,0 a 5 personas,19,039,0001,160A
461110,0 a 5 personas,19,048,0001,0988
461110,0 a 5 personas,19,046,0001,0860
461110,0 a 5 personas,19,026,0001,2277
461110,0 a 5 personas,19,021,0001,0221
461110,0 a 5 personas,19,026,0001,196A
461110,0 a 5 personas,19,026,0001,164A
461110,0 a 5 personas,19,006,0001,1327
461110,0 a 5 personas,19,048,0001,1223
462112,31 a 50 personas,19,031,0045,1635
462112,31 a 50 personas,19,031,0313,1300
461110,31 a 50 personas,19,018,0025,1046
462112,31 a 50 personas,19,031,0001,157A
462112,31 a 50 personas,19,031,0001,1870
462112,31 a 50 personas,19,018,0001,0866
462112,31 a 50 personas,19,026,0001,1480
462112,31 a 50 personas,19,018,0001,1173
462112,31 a 50 personas,19,031,0001,1175
462112,31 a 50 personas,19,021,0001,1874
462112,31 a 50 personas,19,006,0406,0615
462112,31 a 50 personas,19,018,0234,0207
462112,31 a 50 personas,19,018,0105,0620
462112,31 a 50 personas,19,006,0001,2645
462112,31 a 50 personas,19,021,0153,0842
462112,31 a 50 personas,19,018,0001,1328
462112,31 a 50 personas,19,031,0001,1989
462112,31 a 50 personas,19,031,0001,1777
462112,31 a 50 personas,19,018,0001,1135
462112,31 a 50 personas,19,048,0001,1473
465311,0 a 5 personas,19,048,0001,1238
461110,0 a 5 personas,19,039,0001,4553
461110,0 a 5 personas,19,039,0001,3803
461110,0 a 5 personas,19,026,0001,0618
461110,0 a 5 personas,19,031,0001,1175
461110,0 a 5 personas,19,039,0001,2400
463310,0 a 5 personas,19,039,0001,1667
464113,0 a 5 personas,19,039,0001,1506
464113,0 a 5 personas,19,039,0001,1741
464113,0 a 5 personas,19,021,0001,1446
464113,0 a 5 personas,19,039,0001,395A
464113,0 a 5 personas,19,039,0001,1309
464113,0 a 5 personas,19,026,0001,1546
464113,0 a 5 personas,19,039,0001,3451
464113,0 a 5 personas,19,039,0001,1544
464111,0 a 5 personas,19,039,0001,1544
464113,0 a 5 personas,19,046,0001,095A
465111,0 a 5 personas,19,021,0001,0467
461213,0 a 5 personas,19,039,0001,1953
461110,0 a 5 personas,19,039,0001,2400
466312,0 a 5 personas,19,049,0001,0256
463215,0 a 5 personas,19,039,0001,5123
461110,0 a 5 personas,19,031,0001,068A
462112,0 a 5 personas,19,039,0001,452A
467115,0 a 5 personas,19,039,0001,185A
461110,0 a 5 personas,19,021,0001,0931
461110,0 a 5 personas,19,021,0001,0679
461110,0 a 5 personas,19,039,0001,3771
463211,6 a 10 personas,19,019,0001,0399
463211,6 a 10 personas,19,039,0001,2468
461213,0 a 5 personas,19,039,0001,2398
463211,0 a 5 personas,19,039,0001,1741
461110,0 a 5 personas,19,039,0001,3451
461110,0 a 5 personas,19,048,0001,0545
461213,0 a 5 personas,19,006,0001,1543
461190,0 a 5 personas,19,039,0001,3339
461110,0 a 5 personas,19,031,0001,0340
461110,0 a 5 personas,19,026,0001,0143
461110,0 a 5 personas,19,039,0001,1667
462112,0 a 5 personas,19,039,0001,3305
465215,0 a 5 personas,19,039,0001,1578
461110,0 a 5 personas,19,039,0001,5053
461110,0 a 5 personas,19,021,0001,0626
461110,0 a 5 personas,19,039,0001,0669
461110,0 a 5 personas,19,039,0001,0669
461213,0 a 5 personas,19,039,0001,3432
461110,0 a 5 personas,19,039,0001,5053
461110,0 a 5 personas,19,039,0001,0531
461110,0 a 5 personas,19,006,0001,0795
461110,0 a 5 personas,19,039,0001,0438
461110,0 a 5 personas,19,021,0001,0575
461110,0 a 5 personas,19,046,0001,1750
461110,0 a 5 personas,19,021,0001,1107
461110,0 a 5 personas,19,039,0001,0194
461110,0 a 5 personas,19,031,0045,1122
461213,0 a 5 personas,19,048,0001,0600
461110,0 a 5 personas,19,039,0001,4214
461160,0 a 5 personas,19,021,0001,1658
461160,0 a 5 personas,19,039,0001,4093
461110,0 a 5 personas,19,021,0001,0819
461110,0 a 5 personas,19,039,0001,2612
461110,0 a 5 personas,19,039,0001,3682
461110,0 a 5 personas,19,018,0234,0207
461110,0 a 5 personas,19,018,0234,0207
461110,0 a 5 personas,19,039,0001,4962
461110,0 a 5 personas,19,039,0001,1953
461213,0 a 5 personas,19,006,0001,0225
461110,0 a 5 personas,19,039,0001,5034
461110,0 a 5 personas,19,006,0001,1539
461110,0 a 5 personas,19,046,0001,1479
461110,0 a 5 personas,19,039,0001,064A
462112,0 a 5 personas,19,021,0001,1713
462112,0 a 5 personas,19,021,0001,1713
461110,0 a 5 personas,19,021,0001,1713
461110,0 a 5 personas,19,039,0001,3979
461110,0 a 5 personas,19,021,0001,1094
465215,0 a 5 personas,19,039,0001,1154
462111,101 a 250 personas,19,006,0001,0969
462111,51 a 100 personas,19,039,0001,3574
461110,0 a 5 personas,19,026,0001,0088
461110,0 a 5 personas,19,039,0001,5053
461110,0 a 5 personas,19,048,0001,1191
466319,0 a 5 personas,19,026,0001,0285
461110,0 a 5 personas,19,026,0001,1052
463211,0 a 5 personas,19,026,0001,0406
463310,0 a 5 personas,19,026,0001,0393
463310,0 a 5 personas,19,039,0001,1243
463310,0 a 5 personas,19,031,0249,0035
463310,0 a 5 personas,19,039,0001,4303
463310,0 a 5 personas,19,039,0001,2612
463310,0 a 5 personas,19,031,0249,0035
463310,0 a 5 personas,19,046,0001,0057
463310,0 a 5 personas,19,026,0001,157A
463310,0 a 5 personas,19,026,0001,2239
463310,0 a 5 personas,19,006,0001,0672
463310,0 a 5 personas,19,026,0001,1635
463310,0 a 5 personas,19,046,0001,0790
463310,0 a 5 personas,19,018,0001,0438
463310,0 a 5 personas,19,006,0001,2255
463310,0 a 5 personas,19,006,0001,2414
463310,0 a 5 personas,19,048,0001,0827
463214,0 a 5 personas,19,039,0001,1690
461110,0 a 5 personas,19,021,0001,1107
461110,0 a 5 personas,19,049,0001,0167
461110,0 a 5 personas,19,006,0001,1558
461130,0 a 5 personas,19,026,0001,1584
465311,0 a 5 personas,19,039,0001,4093
463211,0 a 5 personas,19,049,0001,0190
461110,0 a 5 personas,19,039,0001,4996
465311,0 a 5 personas,19,039,0001,2519
461110,0 a 5 personas,19,006,0001,1914
465912,0 a 5 personas,19,026,0001,0618
461110,0 a 5 personas,19,039,0001,0423
461110,0 a 5 personas,19,031,0045,0891
461110,0 a 5 personas,19,039,0001,4962
461110,0 a 5 personas,19,039,0001,2951
465311,0 a 5 personas,19,031,0001,0270
461110,0 a 5 personas,19,031,0001,0800
461110,0 a 5 personas,19,021,0001,1569
461110,0 a 5 personas,19,048,0001,0494
461110,0 a 5 personas,19,031,0001,0800
461110,0 a 5 personas,19,021,0001,1624
461110,0 a 5 personas,19,021,0153,0842
461110,0 a 5 personas,19,039,0001,0029
461110,0 a 5 personas,19,026,0001,0251
461110,0 a 5 personas,19,021,0001,0753
461110,0 a 5 personas,19,039,0001,3930
466112,0 a 5 personas,19,019,0001,005A
466112,0 a 5 personas,19,006,0001,0210
463211,0 a 5 personas,19,039,0001,1686
463211,0 a 5 personas,19,039,0001,1690
463211,0 a 5 personas,19,039,0001,1741
463211,6 a 10 personas,19,039,0001,1775
463211,6 a 10 personas,19,039,0001,1629
461110,0 a 5 personas,19,021,0001,1785
461110,0 a 5 personas,19,026,0001,0336
461110,0 a 5 personas,19,048,0001,0583
467115,0 a 5 personas,19,039,0001,2947
463211,0 a 5 personas,19,039,0001,1506
463211,6 a 10 personas,19,039,0001,1690
463211,0 a 5 personas,19,039,0001,1544
463211,0 a 5 personas,19,039,0001,1686
463211,0 a 5 personas,19,039,0001,1686
463211,0 a 5 personas,19,039,0001,1686
463211,0 a 5 personas,19,039,0001,1506
464113,6 a 10 personas,19,046,0001,0184
464113,0 a 5 personas,19,026,0001,0533
465215,0 a 5 personas,19,039,0001,0692
462111,0 a 5 personas,19,021,0001,0823
462111,101 a 250 personas,19,031,0001,0938
462111,101 a 250 personas,19,021,0001,0823
462111,101 a 250 personas,19,039,0001,395A
462112,0 a 5 personas,19,039,0001,1775
463211,251 y más personas,19,039,0001,1686
463310,0 a 5 personas,19,021,0001,0202
463310,0 a 5 personas,19,026,0001,278A
462112,0 a 5 personas,19,048,0001,1007
461110,0 a 5 personas,19,021,0001,1681
461110,0 a 5 personas,19,026,0001,0406
465912,0 a 5 personas,19,019,0001,0153
461110,0 a 5 personas,19,039,0001,4002
461110,0 a 5 personas,19,026,0001,2099
461190,0 a 5 personas,19,039,0001,4106
461213,0 a 5 personas,19,039,0001,0264
461190,0 a 5 personas,19,039,0001,0264
461110,0 a 5 personas,19,046,0001,120A
461110,0 a 5 personas,19,046,0001,1267
461110,0 a 5 personas,19,046,0001,1623
461110,0 a 5 personas,19,039,0001,3451
462112,0 a 5 personas,19,039,0001,3451
461110,0 a 5 personas,19,039,0001,0226
461110,0 a 5 personas,19,039,0001,0226
461160,0 a 5 personas,19,039,0001,185A
461110,0 a 5 personas,19,039,0001,057A
461110,0 a 5 personas,19,039,0001,0673
462112,0 a 5 personas,19,048,0001,1238
