cve_ent,cve_mun,cve_loc,ageb,codigo_act,per_ocu
01,001,0001,0638,434222,0 a 5 personas
01,001,0001,1320,434224,6 a 10 personas
01,001,0001,1458,434224,0 a 5 personas
01,001,0001,1320,434319,0 a 5 personas
01,001,0001,3613,434319,0 a 5 personas
01,005,0001,0533,434224,0 a 5 personas
01,001,0001,2333,434224,0 a 5 personas
01,001,0001,0587,434224,6 a 10 personas
01,005,0023,043A,434224,0 a 5 personas
01,001,0001,4556,434224,0 a 5 personas
01,001,0001,0106,434224,0 a 5 personas
01,005,0001,0374,434224,6 a 10 personas
01,001,0001,2422,434224,0 a 5 personas
01,001,0001,1373,434224,6 a 10 personas
01,005,0023,043A,434224,0 a 5 personas
01,005,0001,0533,434224,0 a 5 personas
01,001,0001,198A,434224,6 a 10 personas
01,001,0001,1674,434224,0 a 5 personas
01,001,0001,2066,434224,6 a 10 personas
01,001,0001,1710,434319,0 a 5 personas
01,001,0001,2668,434224,0 a 5 personas
01,011,0001,0013,434224,0 a 5 personas
01,001,0001,2691,434224,0 a 5 personas
01,001,0001,2812,434224,6 a 10 personas
01,001,2191,1068,434224,0 a 5 personas
01,001,0001,0939,434224,6 a 10 personas
01,001,0001,2668,434224,6 a 10 personas
01,001,0293,3929,434224,0 a 5 personas
01,005,0001,0374,434224,0 a 5 personas
01,005,0001,0641,434224,0 a 5 personas
01,001,0001,1674,434224,0 a 5 personas
01,005,0023,043A,434224,0 a 5 personas
01,001,0001,198A,435110,11 a 30 personas
01,001,0001,198A,434225,6 a 10 personas
01,001,0001,052A,434225,0 a 5 personas
01,001,0001,0888,431110,6 a 10 personas
01,005,0458,0035,435220,31 a 50 personas
01,005,0458,0035,435220,6 a 10 personas
01,001,0001,1299,431192,0 a 5 personas
01,001,0001,198A,435319,0 a 5 personas
01,001,0001,1477,434311,6 a 10 personas
01,001,0001,1462,434311,251 y más personas
01,001,0001,2066,434219,6 a 10 personas
01,001,0001,2282,434221,11 a 30 personas
01,005,0506,0016,435110,11 a 30 personas
01,001,0001,0303,436112,6 a 10 personas
01,001,0001,0680,436112,0 a 5 personas
01,001,0001,038A,435110,0 a 5 personas
01,001,0001,1975,434221,0 a 5 personas
01,001,0001,0962,435419,11 a 30 personas
01,001,0001,0623,434211,0 a 5 personas
01,001,0001,1975,431130,0 a 5 personas
01,001,0001,1975,431130,0 a 5 personas
01,001,0001,1975,431130,6 a 10 personas
01,001,0001,1477,435210,11 a 30 personas
01,001,0665,1138,435210,6 a 10 personas
01,001,0001,038A,435220,11 a 30 personas
01,001,0001,0229,435110,11 a 30 personas
01,001,0001,0869,435110,0 a 5 personas
01,001,0001,2259,435220,0 a 5 personas
01,001,0001,1316,435419,11 a 30 personas
01,001,0001,198A,435110,0 a 5 personas
01,001,0001,0591,435220,0 a 5 personas
01,005,0102,0035,435210,11 a 30 personas
01,001,0001,0303,435220,0 a 5 personas
01,001,0001,0534,435220,0 a 5 personas
01,001,0001,2140,435220,0 a 5 personas
01,001,0001,1462,434224,0 a 5 personas
01,001,0001,0229,431160,31 a 50 personas
01,005,0458,0035,434112,0 a 5 personas
01,001,0001,0657,434224,0 a 5 personas
01,001,0001,2070,434211,6 a 10 personas
01,001,0001,2140,434211,6 a 10 personas
01,001,0001,0568,434211,0 a 5 personas
01,005,0245,0603,434211,0 a 5 personas
01,001,0001,2386,434211,0 a 5 personas
01,001,0001,2282,434211,0 a 5 personas
01,001,0001,1975,434211,0 a 5 personas
01,001,0001,0303,434222,0 a 5 personas
01,001,0001,2009,434112,6 a 10 personas
01,011,0151,009A,434221,0 a 5 personas
01,001,0001,1320,435220,11 a 30 personas
01,001,0001,3971,434111,0 a 5 personas
01,001,0001,084A,435319,0 a 5 personas
01,001,0001,1636,434222,0 a 5 personas
01,001,0001,3505,434211,0 a 5 personas
01,005,0001,0533,434211,0 a 5 personas
01,001,0001,2456,434211,0 a 5 personas
01,005,0001,0020,434211,0 a 5 personas
01,001,0001,2348,434211,0 a 5 personas
01,001,0001,2808,434211,0 a 5 personas
01,001,0001,3331,434211,0 a 5 personas
01,001,0001,3312,434211,0 a 5 personas
01,001,0001,3863,434221,11 a 30 personas
01,001,0001,0375,434221,11 a 30 personas
01,001,0001,3149,434211,0 a 5 personas
01,001,0001,2047,434211,0 a 5 personas
01,001,0001,3740,434211,6 a 10 personas
01,001,0001,3308,434211,0 a 5 personas
01,001,0293,3929,434211,0 a 5 personas
01,001,0001,3153,434211,6 a 10 personas
01,011,0001,0070,434211,0 a 5 personas
01,001,0001,2668,434211,0 a 5 personas
01,005,0427,0459,434211,0 a 5 personas
01,001,0001,3153,434211,6 a 10 personas
01,001,1025,3967,434211,0 a 5 personas
01,001,0001,2687,434211,0 a 5 personas
01,005,0245,0603,434211,6 a 10 personas
01,005,0245,0603,434211,11 a 30 personas
01,001,0001,3882,434211,0 a 5 personas
01,001,0519,1138,434211,11 a 30 personas
01,001,0315,1763,434211,0 a 5 personas
01,001,0001,3083,434211,0 a 5 personas
01,001,0001,2155,434211,0 a 5 personas
01,001,0001,3882,434211,0 a 5 personas
01,005,0001,0251,434211,0 a 5 personas
01,001,0001,1458,434211,0 a 5 personas
01,001,0001,1528,434211,6 a 10 personas
01,001,0001,2761,434211,0 a 5 personas
01,001,0001,0303,434211,0 a 5 personas
01,001,0001,3312,434219,6 a 10 personas
01,001,0001,3685,434211,6 a 10 personas
01,005,0001,0482,434211,0 a 5 personas
01,001,0001,2723,434211,0 a 5 personas
01,001,0001,2846,434221,11 a 30 personas
01,001,0001,0553,434221,0 a 5 personas
01,001,0001,0905,434221,31 a 50 personas
01,001,0001,1509,434221,11 a 30 personas
01,001,0001,3327,434221,11 a 30 personas
01,001,0001,3257,434211,0 a 5 personas
01,001,0001,3613,434211,0 a 5 personas
01,001,0001,337A,434211,0 a 5 personas
01,001,0001,1405,434211,6 a 10 personas
01,001,0001,2155,434211,0 a 5 personas
01,001,0001,2668,434211,0 a 5 personas
01,005,0023,043A,434211,0 a 5 personas
01,001,0001,2808,434229,0 a 5 personas
01,001,0001,1458,434211,0 a 5 personas
01,001,0001,3079,434211,0 a 5 personas
01,001,0001,2846,434211,0 a 5 personas
01,001,0992,1763,434211,0 a 5 personas
01,011,0001,0032,434211,0 a 5 personas
01,001,0001,3153,434211,0 a 5 personas
01,005,0287,0035,434211,11 a 30 personas
01,005,0287,0035,434211,0 a 5 personas
01,001,0001,1710,434211,6 a 10 personas
01,001,0001,2047,434211,0 a 5 personas
01,001,0001,2367,434211,0 a 5 personas
01,001,0001,0977,434211,6 a 10 personas
01,001,0001,3488,434211,0 a 5 personas
01,005,0001,0482,434211,0 a 5 personas
01,001,0001,2969,434211,0 a 5 personas
01,001,0001,3740,434211,0 a 5 personas
01,001,0001,3882,434221,0 a 5 personas
01,005,0001,0251,434211,0 a 5 personas
01,001,0315,1763,434211,0 a 5 personas
01,001,0315,1763,434211,0 a 5 personas
01,001,0001,2687,434211,0 a 5 personas
01,001,0001,2687,434211,0 a 5 personas
01,001,0001,4147,434211,0 a 5 personas
01,001,0001,2225,434211,0 a 5 personas
01,001,0001,1373,434211,11 a 30 personas
01,001,0357,4166,434211,0 a 5 personas
01,001,1025,3967,434211,0 a 5 personas
01,001,0001,2795,434211,0 a 5 personas
01,001,0001,2668,434211,0 a 5 personas
01,001,0001,3882,434211,0 a 5 personas
01,005,0001,0514,434211,0 a 5 personas
01,001,0001,3882,434211,0 a 5 personas
01,001,0426,1138,434211,0 a 5 personas
01,001,0001,3609,434211,0 a 5 personas
01,001,0001,1693,434211,6 a 10 personas
01,001,0001,2831,434211,6 a 10 personas
01,001,0001,2954,434211,0 a 5 personas
01,005,0001,0158,434211,11 a 30 personas
01,005,0001,0251,434211,0 a 5 personas
01,001,0001,3308,434211,6 a 10 personas
01,001,0001,3454,434211,0 a 5 personas
01,005,0050,0035,434211,0 a 5 personas
01,001,0001,2155,434211,6 a 10 personas
01,001,0001,3238,434211,0 a 5 personas
01,005,0001,0251,434211,0 a 5 personas
01,001,0001,2668,434211,11 a 30 personas
01,005,0427,0459,434211,11 a 30 personas
01,011,0052,0174,434211,0 a 5 personas
01,001,0001,3312,434221,11 a 30 personas
01,001,0357,4170,434211,0 a 5 personas
01,001,0001,3172,434211,0 a 5 personas
01,005,0001,0482,434211,31 a 50 personas
01,005,0050,0035,434211,0 a 5 personas
01,001,0001,2668,434211,0 a 5 personas
01,001,1025,3948,434211,0 a 5 personas
01,001,0239,419A,434211,0 a 5 personas
01,001,0001,2206,434211,0 a 5 personas
01,005,0041,0393,434211,0 a 5 personas
01,001,0001,3613,434211,0 a 5 personas
01,001,0239,419A,434211,0 a 5 personas
01,001,0001,0356,434221,0 a 5 personas
01,001,0001,2367,434211,0 a 5 personas
01,001,0001,1975,431150,6 a 10 personas
01,001,0001,1975,431180,6 a 10 personas
01,001,0001,1975,431180,6 a 10 personas
01,001,0001,3115,434222,0 a 5 personas
01,001,0001,4556,434211,6 a 10 personas
01,005,0023,043A,434211,6 a 10 personas
01,001,0001,0290,434211,51 a 100 personas
01,001,0001,0229,431150,11 a 30 personas
01,005,0458,0035,431130,0 a 5 personas
01,001,0001,0869,434224,11 a 30 personas
01,001,0001,2422,435411,0 a 5 personas
01,001,0001,084A,434112,0 a 5 personas
01,001,0001,2051,434221,6 a 10 personas
01,001,0001,2403,435313,0 a 5 personas
01,001,0001,351A,434221,0 a 5 personas
01,005,0507,0035,435220,0 a 5 personas
01,005,0506,0016,431123,11 a 30 personas
01,001,0001,3257,431123,11 a 30 personas
01,001,0001,0375,435110,11 a 30 personas
01,001,0001,2259,435313,0 a 5 personas
01,001,0001,2386,435313,11 a 30 personas
01,001,0001,2225,435313,0 a 5 personas
01,001,0001,2808,435313,0 a 5 personas
01,001,0001,0638,435313,0 a 5 personas
01,001,0001,2085,436112,0 a 5 personas
01,001,0001,1975,433312,0 a 5 personas
01,001,0001,0106,434224,0 a 5 personas
01,001,0001,198A,434221,0 a 5 personas
01,005,0027,0054,434112,11 a 30 personas
01,001,0001,3488,434224,0 a 5 personas
01,001,0001,1975,431130,6 a 10 personas
01,001,0001,1975,431130,0 a 5 personas
01,001,0001,0657,435419,0 a 5 personas
01,001,0001,216A,432119,0 a 5 personas
01,001,0001,0572,432119,0 a 5 personas
01,001,0001,2795,434225,6 a 10 personas
01,001,0001,2028,435313,0 a 5 personas
01,001,0001,198A,435220,0 a 5 personas
01,001,0001,2047,435220,0 a 5 personas
01,001,0001,2259,434221,6 a 10 personas
01,005,0507,0035,434221,101 a 250 personas
01,011,0151,009A,434221,0 a 5 personas
01,001,0001,077A,435220,0 a 5 personas
01,005,0468,0618,434311,0 a 5 personas
01,001,0001,2140,435319,0 a 5 personas
01,001,0001,1299,434240,11 a 30 personas
01,005,0458,0035,434111,0 a 5 personas
01,001,0001,0835,435110,6 a 10 personas
01,001,0001,0591,435220,0 a 5 personas
01,001,0001,1975,431130,11 a 30 personas
01,001,0001,1320,434225,0 a 5 personas
01,001,0001,2329,434314,0 a 5 personas
01,001,0001,2263,435419,6 a 10 personas
01,001,0001,2013,435419,0 a 5 personas
01,001,0001,1477,435220,31 a 50 personas
01,001,0001,1477,435210,6 a 10 personas
01,005,0427,0459,434222,11 a 30 personas
01,001,0001,0229,435412,0 a 5 personas
01,001,0001,2460,434224,0 a 5 personas
01,001,0001,1477,431199,11 a 30 personas
01,005,0427,0459,435419,6 a 10 personas
01,001,0001,1975,434226,0 a 5 personas
01,005,0507,0035,434221,0 a 5 personas
01,005,0458,0035,435220,6 a 10 personas
01,001,0001,0341,434225,0 a 5 personas
01,005,0427,0459,431130,0 a 5 personas
01,001,0001,2047,433510,31 a 50 personas
01,001,0001,2761,436112,0 a 5 personas
01,005,0050,0035,435220,6 a 10 personas
01,001,0001,0500,435412,0 a 5 personas
01,001,0001,0233,435412,6 a 10 personas
01,001,0001,0638,435412,0 a 5 personas
01,005,0078,0035,434111,11 a 30 personas
01,001,0001,287A,431110,0 a 5 personas
01,001,0992,1763,436112,0 a 5 personas
01,001,0001,2475,435210,0 a 5 personas
01,001,0001,2475,434211,0 a 5 personas
01,001,0001,1975,431180,0 a 5 personas
01,001,0001,198A,434230,0 a 5 personas
01,005,0001,0694,435419,6 a 10 personas
01,005,0112,0035,435419,6 a 10 personas
01,001,0001,1975,431130,0 a 5 personas
01,001,0001,1975,431130,6 a 10 personas
01,001,0001,0939,436112,6 a 10 personas
01,001,0001,0229,431110,11 a 30 personas
01,001,0001,2259,433110,0 a 5 personas
01,001,0001,1477,436112,0 a 5 personas
01,001,0001,0939,433510,11 a 30 personas
01,005,0427,0459,436112,6 a 10 personas
01,001,0001,1975,431130,0 a 5 personas
01,001,0001,1975,431130,0 a 5 personas
01,001,0001,1975,431130,0 a 5 personas
01,001,0001,0426,434223,11 a 30 personas
01,001,0001,1477,434112,0 a 5 personas
01,001,0001,1975,431140,0 a 5 personas
01,001,0001,1477,434211,11 a 30 personas
01,001,0001,198A,431121,11 a 30 personas
01,005,0023,043A,431121,6 a 10 personas
01,001,0001,2278,431121,6 a 10 personas
01,001,0001,4522,435313,0 a 5 personas
01,001,0001,2687,434221,0 a 5 personas
01,001,0001,4359,431122,0 a 5 personas
01,001,0001,0939,436112,51 a 100 personas
01,001,0001,0657,435411,0 a 5 personas
01,001,0001,2263,436112,51 a 100 personas
01,001,0001,1636,433410,11 a 30 personas
01,001,0001,0869,435412,0 a 5 personas
01,001,0001,2390,433110,6 a 10 personas
01,005,0458,0035,435319,0 a 5 personas
01,001,0001,1975,434112,0 a 5 personas
01,005,0001,0247,435110,0 a 5 personas
01,005,0001,068A,433210,6 a 10 personas
01,001,0001,0303,431212,6 a 10 personas
01,001,0001,3219,432120,0 a 5 personas
01,001,0001,2117,435313,31 a 50 personas
01,001,0001,1975,434240,0 a 5 personas
01,001,0001,0869,435419,0 a 5 personas
01,001,0001,0375,435419,0 a 5 personas
01,001,0001,287A,434222,0 a 5 personas
01,001,0001,3863,435313,0 a 5 personas
01,001,2368,1138,435419,6 a 10 personas
01,001,0001,0888,434223,0 a 5 personas
01,001,0001,0572,431150,6 a 10 personas
01,001,0001,1975,431130,11 a 30 personas
01,001,0001,4005,431191,6 a 10 personas
01,001,0001,0229,434211,11 a 30 personas
01,001,0001,1975,431130,0 a 5 personas
01,001,0001,1975,431130,11 a 30 personas
01,001,0001,1975,431130,6 a 10 personas
01,005,0458,0035,431130,0 a 5 personas
01,001,0001,1975,431130,6 a 10 personas
01,001,0001,1975,431130,11 a 30 personas
01,001,0001,1975,431130,6 a 10 personas
01,001,0001,1975,431130,6 a 10 personas
01,001,0001,1975,431130,0 a 5 personas
01,001,0001,1975,431130,6 a 10 personas
01,001,0001,1975,431130,0 a 5 personas
01,001,0001,1975,431130,0 a 5 personas
01,001,0001,2047,433410,0 a 5 personas
01,001,0001,2085,433410,0 a 5 personas
01,001,0001,0746,433410,6 a 10 personas
01,001,0001,2070,433410,0 a 5 personas
01,001,0001,077A,433410,0 a 5 personas
01,001,0001,0322,433410,11 a 30 personas
01,001,0001,0572,433410,6 a 10 personas
01,011,0001,0117,433410,0 a 5 personas
01,001,0001,0572,433410,0 a 5 personas
01,001,0001,287A,436112,0 a 5 personas
01,001,0001,1477,431160,51 a 100 personas
01,001,0001,1320,431160,6 a 10 personas
01,005,0084,0035,432111,0 a 5 personas
01,001,0001,2583,435411,0 a 5 personas
01,001,0001,0464,434311,0 a 5 personas
01,011,0001,0013,431150,0 a 5 personas
01,005,0506,0016,435220,0 a 5 personas
01,001,0001,1477,431211,0 a 5 personas
01,001,0001,1477,431211,11 a 30 personas
01,001,0001,1975,434222,6 a 10 personas
01,001,0001,2155,434319,0 a 5 personas
01,001,0001,1477,431192,51 a 100 personas
01,001,0001,1477,431192,51 a 100 personas
01,001,0001,3011,434221,0 a 5 personas
01,001,0001,255A,434221,0 a 5 personas
01,005,0023,043A,434221,0 a 5 personas
01,001,0001,0233,434227,0 a 5 personas
01,001,0001,2992,434211,6 a 10 personas
01,001,0001,2460,434221,6 a 10 personas
01,001,0001,0375,434221,6 a 10 personas
01,001,0001,0233,433110,6 a 10 personas
01,005,0458,0035,434111,0 a 5 personas
01,001,0001,1439,435419,0 a 5 personas
01,005,0223,0035,434211,0 a 5 personas
01,005,0023,043A,435419,0 a 5 personas
01,005,0458,0035,431122,0 a 5 personas
01,001,0001,1975,431130,6 a 10 personas
01,001,0001,1975,431130,6 a 10 personas
01,001,0001,3685,434226,0 a 5 personas
01,001,0001,0303,434226,0 a 5 personas
01,001,0001,0568,434226,11 a 30 personas
01,001,0001,1299,434226,0 a 5 personas
01,005,0001,0158,434226,0 a 5 personas
01,001,0001,2846,434226,0 a 5 personas
01,001,0001,2085,434226,11 a 30 personas
01,001,0001,0568,434226,0 a 5 personas
01,001,0001,0500,434226,0 a 5 personas
01,001,0001,2085,434226,6 a 10 personas
01,001,0001,0500,434226,0 a 5 personas
01,001,0001,0500,434226,0 a 5 personas
01,001,0001,1320,434226,0 a 5 personas
01,001,0001,198A,434226,0 a 5 personas
01,001,0001,0182,434211,11 a 30 personas
01,001,0001,0873,434211,6 a 10 personas
01,001,0001,1975,434222,6 a 10 personas
01,001,0001,2028,434240,0 a 5 personas
01,001,0001,2846,434219,0 a 5 personas
01,011,0011,0206,434319,11 a 30 personas
01,001,0001,3702,434223,0 a 5 personas
01,001,0001,1975,434240,0 a 5 personas
01,001,0001,1975,434223,6 a 10 personas
01,001,0001,1975,431130,0 a 5 personas
01,001,0001,1975,431130,0 a 5 personas
01,001,0001,1975,431130,6 a 10 personas
01,001,0001,1975,431130,6 a 10 personas
01,001,0001,198A,435312,0 a 5 personas
01,001,0001,159A,435312,0 a 5 personas
01,005,0001,0177,434229,0 a 5 personas
01,005,0507,0035,434222,51 a 100 personas
01,005,0468,0618,434219,6 a 10 personas
01,001,0001,2649,435419,0 a 5 personas
01,001,0001,1975,431122,11 a 30 personas
01,005,0458,0035,431122,0 a 5 personas
01,001,0001,0962,434221,6 a 10 personas
01,001,0001,1975,434222,6 a 10 personas
01,001,0001,0407,434211,6 a 10 personas
01,005,0506,0016,434112,0 a 5 personas
01,001,0001,0695,433210,0 a 5 personas
01,001,0001,2117,434211,6 a 10 personas
01,001,0001,198A,435419,0 a 5 personas
01,001,0001,159A,434211,11 a 30 personas
01,001,2311,1759,434219,6 a 10 personas
01,001,0001,1975,431140,6 a 10 personas
01,005,0458,0035,435419,0 a 5 personas
01,001,0001,1462,431150,0 a 5 personas
01,001,0001,0568,431110,0 a 5 personas
01,001,0001,3331,434222,6 a 10 personas
01,001,0001,287A,435419,0 a 5 personas
01,005,0023,043A,435419,0 a 5 personas
01,001,0315,1763,431130,0 a 5 personas
01,005,0001,0533,431180,0 a 5 personas
01,001,0001,0854,434223,6 a 10 personas
01,005,0245,0603,433110,0 a 5 personas
01,001,0001,0233,435412,6 a 10 personas
01,001,0001,2564,435412,0 a 5 personas
01,001,0001,3238,431180,11 a 30 personas
01,001,0001,0835,434222,6 a 10 personas
01,005,0050,0035,435419,0 a 5 personas
01,005,0050,0035,435419,0 a 5 personas
01,005,0050,0035,435419,0 a 5 personas
01,001,0001,0411,435319,6 a 10 personas
01,001,0001,1975,431130,6 a 10 personas
01,001,0001,2070,433110,0 a 5 personas
01,001,0001,1547,435313,0 a 5 personas
01,001,0001,084A,435412,0 a 5 personas
01,001,0001,2259,434211,11 a 30 personas
01,001,0001,0182,434211,6 a 10 personas
01,001,2308,1922,434221,51 a 100 personas
01,001,0001,198A,435110,6 a 10 personas
01,001,0001,216A,435419,0 a 5 personas
01,001,0001,0962,435419,11 a 30 personas
01,001,0315,1763,435419,0 a 5 personas
01,001,0001,0835,436112,0 a 5 personas
01,001,0001,0375,434221,0 a 5 personas
01,005,0427,0459,434112,11 a 30 personas
01,001,0001,1975,431130,6 a 10 personas
01,001,1025,3967,434211,11 a 30 personas
01,001,0001,0801,431180,6 a 10 personas
01,001,0001,198A,432111,0 a 5 personas
01,001,0001,3971,435313,0 a 5 personas
01,001,0001,2723,433110,0 a 5 personas
01,001,0001,0962,435419,0 a 5 personas
01,001,0001,045A,433410,0 a 5 personas
01,001,0001,1710,434225,0 a 5 personas
01,001,0001,1477,435220,6 a 10 personas
01,001,0001,376A,434224,0 a 5 personas
01,001,0001,1975,431130,0 a 5 personas
01,005,0506,0016,435419,51 a 100 personas
01,001,0001,2070,434223,0 a 5 personas
01,001,0001,2403,434224,0 a 5 personas
01,005,0078,0035,434112,6 a 10 personas
01,001,0001,1636,435313,6 a 10 personas
01,001,0106,1763,435419,0 a 5 personas
01,001,0001,0498,435419,0 a 5 personas
01,001,0001,0229,431110,6 a 10 personas
01,001,0001,1477,436112,6 a 10 personas
01,001,0001,198A,435311,0 a 5 personas
01,001,0001,2259,431211,0 a 5 personas
01,011,0001,0066,434228,0 a 5 personas
01,001,2465,1918,431170,6 a 10 personas
01,001,0001,2668,434221,6 a 10 personas
01,001,0001,1674,434221,0 a 5 personas
01,001,0001,0303,434221,0 a 5 personas
01,001,0001,0869,435319,0 a 5 personas
01,001,0001,2704,435313,0 a 5 personas
01,001,0001,0229,435313,11 a 30 personas
01,001,0001,1975,434221,11 a 30 personas
01,001,0001,1477,434221,6 a 10 personas
01,001,0001,084A,435220,6 a 10 personas
01,001,0001,1975,434229,6 a 10 personas
01,005,0023,043A,434224,0 a 5 personas
01,001,0106,1763,434224,11 a 30 personas
01,005,0080,0035,434313,0 a 5 personas
01,001,0001,337A,434311,0 a 5 personas
01,001,0001,4359,434312,0 a 5 personas
01,001,0357,4170,434311,0 a 5 personas
01,001,0992,1763,434211,11 a 30 personas
01,001,0357,4170,434311,0 a 5 personas
01,001,0992,1763,434319,0 a 5 personas
01,001,0866,1138,434311,0 a 5 personas
01,001,2109,1138,434319,11 a 30 personas
01,001,0001,2668,434319,0 a 5 personas
01,001,0001,1320,434314,0 a 5 personas
01,005,0118,0035,434313,11 a 30 personas
01,005,0041,0393,434311,0 a 5 personas
01,001,0001,2066,434312,6 a 10 personas
01,005,0001,0374,434311,0 a 5 personas
01,001,0001,2155,434314,0 a 5 personas
01,001,0001,198A,434319,0 a 5 personas
01,001,0001,4113,434311,0 a 5 personas
01,001,0992,1763,434319,0 a 5 personas
01,001,1183,1763,434319,0 a 5 personas
01,005,0001,0374,434312,0 a 5 personas
01,001,0001,0233,434314,6 a 10 personas
01,005,0001,050A,434319,0 a 5 personas
01,001,0001,4414,434319,0 a 5 personas
01,005,0048,0035,434311,0 a 5 personas
01,001,0001,0977,434311,6 a 10 personas
01,001,0001,1316,434312,0 a 5 personas
01,001,0001,4113,434311,0 a 5 personas
01,011,0138,0225,434314,0 a 5 personas
01,001,0001,3331,434311,0 a 5 personas
01,001,0001,2140,434313,0 a 5 personas
01,011,0138,0225,434311,0 a 5 personas
01,005,0001,0374,434311,0 a 5 personas
01,001,0001,1975,434311,6 a 10 personas
01,005,0023,043A,434311,0 a 5 personas
01,001,0001,2969,434311,0 a 5 personas
01,005,0041,0393,434314,0 a 5 personas
01,001,0001,2973,434314,0 a 5 personas
01,001,0001,2672,434312,0 a 5 personas
01,001,0001,2140,434313,0 a 5 personas
01,005,0001,0514,434311,0 a 5 personas
01,001,0001,4128,434314,0 a 5 personas
01,005,0050,0035,434311,0 a 5 personas
01,001,0001,3399,434314,0 a 5 personas
01,001,0001,2954,434314,0 a 5 personas
01,001,0001,1405,434311,0 a 5 personas
01,011,0001,0070,434311,0 a 5 personas
01,001,0001,0587,434319,0 a 5 personas
01,005,0001,0533,434314,0 a 5 personas
01,001,0001,1458,434314,6 a 10 personas
01,001,0001,2422,434313,0 a 5 personas
01,005,0050,0035,434319,0 a 5 personas
01,011,0145,009A,434319,0 a 5 personas
01,011,0052,0174,434311,0 a 5 personas
01,001,0001,3312,434319,0 a 5 personas
01,001,0001,3399,434314,0 a 5 personas
01,001,0001,3613,434314,0 a 5 personas
01,001,0001,4363,434319,0 a 5 personas
01,005,0222,0035,434314,0 a 5 personas
01,001,0001,2367,434314,0 a 5 personas
01,001,0001,0888,434314,0 a 5 personas
01,005,0001,0374,434314,0 a 5 personas
01,001,0001,3971,434311,0 a 5 personas
01,001,1025,3948,434311,0 a 5 personas
01,001,0001,4325,434311,0 a 5 personas
01,001,0001,4556,434311,11 a 30 personas
01,001,0001,2278,434319,0 a 5 personas
01,001,0001,3581,434311,0 a 5 personas
01,011,0001,0032,434311,0 a 5 personas
01,001,0001,1509,434319,6 a 10 personas
01,005,0118,0035,434314,6 a 10 personas
01,001,0001,3331,434311,0 a 5 personas
01,001,0001,0553,436112,31 a 50 personas
01,001,0519,1138,434311,0 a 5 personas
01,001,0001,2193,434314,0 a 5 personas
01,001,2279,1250,434311,6 a 10 personas
01,001,0001,0888,434314,0 a 5 personas
01,001,0001,0801,434223,0 a 5 personas
01,001,0001,2263,435220,0 a 5 personas
01,001,0001,0939,435220,0 a 5 personas
01,001,0001,0708,435311,0 a 5 personas
01,001,0001,2314,436112,11 a 30 personas
01,001,0001,209A,436112,31 a 50 personas
01,001,0001,198A,436112,0 a 5 personas
01,001,0001,198A,436112,0 a 5 personas
01,005,0001,0177,436112,6 a 10 personas
01,005,0458,0035,436112,0 a 5 personas
01,001,0001,0591,436112,31 a 50 personas
01,005,0041,0463,436112,6 a 10 personas
01,001,0001,1458,436112,0 a 5 personas
01,011,0019,0155,436112,0 a 5 personas
01,001,0001,3399,436112,0 a 5 personas
01,005,0427,0459,436112,6 a 10 personas
01,001,0001,198A,436112,11 a 30 personas
01,001,0001,3261,435220,0 a 5 personas
01,001,0001,0534,435319,0 a 5 personas
01,001,0001,1975,435319,6 a 10 personas
01,001,0001,2070,435319,0 a 5 personas
01,001,0001,2259,435313,0 a 5 personas
01,001,0001,2475,434225,0 a 5 personas
01,001,0001,2085,436112,6 a 10 personas
01,001,0106,1763,434313,11 a 30 personas
01,005,0223,0035,435210,11 a 30 personas
01,005,0507,0035,434211,11 a 30 personas
01,005,0041,0463,434223,11 a 30 personas
01,001,0001,1547,434226,6 a 10 personas
01,001,0001,0799,434225,6 a 10 personas
01,001,0001,2475,433510,0 a 5 personas
01,001,0001,2719,435419,6 a 10 personas
01,001,0001,337A,434319,0 a 5 personas
01,001,0001,0233,434314,0 a 5 personas
01,001,1025,3948,434311,0 a 5 personas
01,001,0001,2297,434225,0 a 5 personas
01,001,0001,091A,434225,0 a 5 personas
01,001,0001,2263,431121,6 a 10 personas
01,001,0001,1693,435110,11 a 30 personas
01,001,0001,2282,435110,0 a 5 personas
01,005,0118,0035,434313,11 a 30 personas
01,001,0001,4556,435220,0 a 5 personas
01,001,0001,2028,435419,0 a 5 personas
01,001,0001,0657,435419,0 a 5 personas
01,001,0001,3079,436112,0 a 5 personas
01,001,0001,3295,435419,0 a 5 personas
01,005,0050,0035,434311,101 a 250 personas
01,001,0001,2102,435220,6 a 10 personas
01,001,0001,2140,434229,6 a 10 personas
01,005,0427,0459,436112,11 a 30 personas
01,001,0001,0426,434229,0 a 5 personas
01,001,0001,2672,435419,0 a 5 personas
01,005,0458,0035,435313,0 a 5 personas
01,001,0001,2070,435312,0 a 5 personas
01,001,0001,1975,435220,11 a 30 personas
01,001,0001,0835,435419,0 a 5 personas
01,001,0001,2009,435110,0 a 5 personas
01,001,0001,2009,435110,6 a 10 personas
01,001,0001,2403,435313,0 a 5 personas
01,001,0001,2668,434221,0 a 5 personas
01,001,0001,2278,434221,0 a 5 personas
01,005,0507,0035,434221,31 a 50 personas
01,001,0001,1975,431122,0 a 5 personas
01,001,0001,1477,431122,0 a 5 personas
01,001,0001,0746,431140,0 a 5 personas
01,001,0001,159A,435220,6 a 10 personas
01,001,0001,2278,434211,0 a 5 personas
01,001,0001,2282,435319,31 a 50 personas
