candidate_id,corridor_group,route_km,n_served_agebs,total_demand,f1_demand_gain,f3_equity,total_score,feasible,mode_assignment,endpoints_connected,hi_share,best_jaccard,redundant,dpk_pct,merit_passed
two_tier_G00,0,16.62471883320399,12,47342.832361230314,0.41179600190055177,0.27473403227934884,0.5919401863603558,True,BRT,False,0.4166666666666667,0.0,False,1.214574898785425,False
two_tier_G01,1,43.72014999169705,83,421076.9383310592,0.1690033083975492,0.23222748236413832,0.22706017898858377,False,Light Rail/Metro,True,0.3493975903614458,0.2222222222222222,False,34.0080971659919,False
two_tier_G02,2,36.33430384970684,84,486581.4677068833,0.18382066820419482,0.2829124815663973,0.25454878859579416,False,Light Rail/Metro,False,0.4880952380952381,0.11194029850746269,False,57.48987854251012,True
two_tier_G03,3,1.3771977126996502,3,32385.744004809672,0.35516703528977783,0.3209134064384131,0.6739187392935507,True,BRT,True,1.0,0.02702702702702703,False,94.33198380566802,True
two_tier_G04,4,39.225229174827625,27,134468.31277407391,0.386953374170318,0.30212425668410914,0.4624844383413453,False,Light Rail/Metro,False,0.4444444444444444,0.045454545454545456,False,2.42914979757085,False
two_tier_G05,5,15.037964530835076,3,40153.70912439343,0.423370210796366,0.23711395736839477,0.6073323290481724,True,BRT,False,1.0,0.020833333333333332,False,0.8097165991902834,False
