feature_name,mean_abs_shap,rank_position
min_stop_dist_m,5.262064275274437,1
stops_400m,2.4147231597450483,2
stops_800m,0.5351645690068757,3
route_km_800m,0.22366002832880813,4
employment_proxy,0.16983832473514032,5
slope_mean,0.08305671317071843,6
