cve_ageb,productions,attractions
1403900011429,4834.999999999999,9057.517638717401
1403900012681,10221.0,7023.494248936816
1403900012361,4041.5,2599.4427113502807
1403900010929,6512.25,28175.040697764423
1403900011217,13836.75,6951.212447971514
1403900011448,7000.000000000001,10907.121106408946
1403900011128,4143.0,7238.988590132433
1403900011556,4160.0,37475.07391168316
1403900015525,12153.749999999998,843.0625009784694
1403900013800,13268.25,5206.316262052134
1403900010539,10388.75,2770.352016436461
1403900011698,7521.000000000001,3686.3718492303747
1403900010492,14359.999999999998,4242.333738898067
1403900014442,10325.5,1454.4179203578883
1403900010613,4198.0,47470.90390124919
1403900011132,4282.75,14271.94027097125
1403900014955,6621.999999999999,1204.4715058049767
1403900013783,13023.5,5150.9227323404075
1403900012728,9702.75,7859.801441413854
1403900013707,9299.249999999998,19087.124170790587
1403900014141,3617.2499999999995,5974.39483866473
1403900010261,13836.0,1782.725913527388
1403900012018,5236.25,11472.540427978642
1403900015027,9704.5,8186.082842032925
1403900013406,12103.749999999998,3949.153349936003
1403900011560,2080.7500000000005,36779.27713603587
1403900014090,6936.5,10012.718260819609
1403900011607,1734.5,10291.71250192867
1403900014616,10020.5,2402.863233958666
1403900014565,169.25,25358.75258351824
1403900014669,5856.25,1010.5941518139343
1403900010454,18513.5,3200.665167977554
1403900013919,9014.5,7605.801841760086
1403900011823,1228.25,11997.427898539756
1403900014264,7305.499999999998,1147.0513835428212
1403900012427,4649.749999999999,22147.278921938396
1403900010346,7939.749999999999,14872.487196748381
1403900014298,16567.5,1371.3276257902987
1403900012639,12564.75,34247.38750969989
1403900011109,5601.750000000001,12953.304051492107
1403900010971,5914.499999999999,1890.135318700126
1403900010666,12879.250000000002,36286.81514628162
1403900013209,15268.75,6518.197173029848
1403900010647,7747.25,9416.224520143338
1403900011950,5818.25,2299.5070138867864
1403900010721,7285.5,7769.955838344836
1403900012785,13053.0,5723.097362411532
1403900014940,2269.5000000000005,153.345502982462
1403900010740,6523.75,3190.532205225409
1403900011433,12728.0,5202.9386078014195
1403900012395,5143.749999999999,43811.553286024544
1403900013586,11169.999999999998,16307.314722452124
1403900014936,5956.249999999999,13220.138737298594
1403900014033,5081.999999999999,82721.45472341144
1403900015510,6770.25,5098.231326029254
1403900015120,8875.5,1245.003356813557
1403900010736,5905.750000000001,1668.5611998532206
1403900012003,5674.750000000001,8889.985987881937
1403900012253,8473.25,3427.6435336256036
1403900010717,7100.0,874.1369200850476
1403900014781,7591.5,1592.226213787061
1403900015169,6083.25,1390.242489594303
1403900011857,8420.75,13933.499315049605
1403900012535,9700.25,2814.261521695756
1403900014349,5131.75,1049.0994102720856
1403900012573,0.0,85855.91786807498
1403900010308,1262.0,47573.58459047093
1403900013868,10683.250000000002,1985.3851685702894
1403900015173,8451.0,1514.5401660206155
1403900012164,2137.5,28491.18913563135
1403900014122,8069.000000000001,10247.802996669374
1403900010134,8212.25,2761.5701153846016
1403900014156,4801.999999999999,593.7916172757008
1403900013660,13775.5,3597.877307861641
1403900010115,8378.750000000002,15782.42725189101
1403900011081,6795.249999999999,11021.285820083114
1403900014724,8336.750000000002,10445.058004911132
1403900010651,10085.75,27229.97303841436
1403900015421,9434.500000000002,2331.932494693651
1403900011467,12060.750000000002,16391.080547869857
1403900014921,6777.25,2610.9267358027114
1403900010401,5374.25,3030.4313937415172
1403900014917,5331.000000000001,44145.94105684533
1403900011310,2476.0,57273.53206767433
1403900010505,14896.999999999998,8932.544431440945
1403900011185,13216.75,16577.527062509325
1403900011397,12991.25,23649.65953265644
1403900011645,4634.000000000001,16212.06487258196
1403900013548,3518.25,1315.9340960785723
1403900011999,4419.0,5908.8683462008585
1403900013764,6399.75,8011.79588269603
1403900013590,8227.5,768.754107462739
1403900015008,11316.0,4981.364488954513
1403900013016,13708.25,3096.6334170555315
1403900014476,19015.499999999996,3769.462143797964
1403900015436,9695.75,1723.9547295649468
1403900012200,3024.5,3930.2384861319983
1403900011293,2235.0,70290.33601907988
1403900012713,8620.25,17206.44628399246
1403900010952,8250.0,13434.957547644068
1403900011202,5106.75,4097.094606117321
1403900015417,9765.75,2477.1716274743967
1403900010844,7889.75,3333.069214605583
1403900014870,4251.5,6676.271391963311
1403900013923,10892.249999999998,19560.67129674083
1403900015192,8959.75,1609.7900158907792
1403900011664,5534.0,8492.77384799785
1403900012624,12054.5,9896.526954595012
1403900012022,10330.500000000002,2817.639175946471
1403900013849,4203.0,3246.601265787279
1403900014832,8405.500000000002,5750.794127267395
1403900011880,4632.0,16135.054355665658
1403900014974,5479.75,729.5733181544446
1403900015332,3940.25,4490.929091750692
1403900012215,5775.25,14277.344517772395
1403900013976,6042.75,61039.616557221576
1403900014601,8952.25,4431.482376938108
1403900011452,10720.25,4067.371248711029
1403900014743,7735.25,4153.839197529333
1403900010825,9365.249999999998,7568.64764500222
1403900012520,4047.0,1480.7636235134653
1403900015506,11298.749999999998,2247.4911384257753
1403900010859,10951.249999999998,3952.5310041867183
1403900014245,11400.25,762.6743298114519
1403900010685,4851.75,5052.295228219528
1403900011965,6579.25,1256.487381265988
1403900013745,8493.999999999998,9116.964353529986
1403900013656,7854.75,3643.8134056713648
1403900011471,11334.250000000002,5943.995950408294
1403900011931,4171.0,4211.259319791488
1403900015313,5515.5,21258.2803231502
1403900010280,6189.5,8266.471013199944
1403900012111,5889.750000000001,11216.514235774444
1403900011414,10028.750000000002,4881.385923133349
1403900013995,10729.5,5256.305544962716
1403900013694,3648.9999999999995,27819.7114705892
1403900014230,10463.25,1018.0249911655073
1403900015296,7942.0,3004.761221436083
1403900010543,10147.25,2796.6977195920376
1403900011062,2584.75,17856.306961830032
1403900012380,4078.75,3146.622699966114
1403900013567,7289.249999999999,860.6263030821875
1403900011575,1135.5000000000002,29034.99146999647
1403900010153,10004.5,10890.908366005515
1403900014067,6593.500000000001,5513.007268017058
1403900014828,12868.5,2704.149993122446
1403900010276,18045.25,1102.466347433383
1403900013001,5812.0,896.4294381397666
1403900011518,6626.75,1607.0878924902072
1403900014226,11459.25,4609.146990525718
1403900011005,4225.0,6121.660563995905
1403900012431,2622.75,8413.736738531119
1403900010416,4046.75,3857.9566851666978
1403900014531,1667.5000000000002,6402.681397655394
1403900010897,18533.25,1536.1571532251917
1403900014635,7349.5,535.6959641634023
1403900015135,8544.25,1818.5290485849673
1403900012304,10337.5,6581.697072943291
1403900014052,13290.750000000002,4224.769936794349
1403900015309,1914.2499999999998,11425.928799318775
1403900010149,8033.250000000001,4353.796329171662
1403900012516,4588.5,3137.165268064112
1403900012605,1126.5,132213.5469282885
1403900015578,12989.999999999998,2725.091449476879
1403900015366,37.5,35404.57185599485
1403900011382,7242.5,11260.42374103374
1403900013711,7794.500000000001,16387.702893619142
1403900015370,4027.0000000000005,25696.51800858974
1403900013618,7234.500000000001,1484.8168086143235
1403900010327,3367.75,7932.758773229299
1403900011289,4351.25,41445.84424882374
1403900014993,7839.75,1008.5675592635055
1403900011804,1072.7499999999998,12039.986342098764
1403900010524,13116.75,4215.312504892347
1403900013957,2967.0,24548.791094196775
1403900013815,15179.249999999998,4048.456384907024
1403900015667,12772.25,8033.412869900607
1403900011908,8430.0,5854.825878189418
