CVEGEO,CVE_MUN,CVE_LOC,POB_TOTAL,IM_2020,GM_2020,IMN_2020,has_conapo
140390001368A,039,0001,1946.0,124.028716428061,Muy bajo,0.96886582757843,True
1403900013726,039,0001,2382.0,121.469069046008,Bajo,0.948870821981801,True
1403900014160,039,0001,2479.0,123.241527374401,Bajo,0.962716601851524,True
1403900012376,039,0001,1750.0,122.120968657412,Bajo,0.953963217313232,True
1403900010064,039,0001,2647.0,123.913861043997,Muy bajo,0.967968620383699,True
1403900010789,039,0001,4767.0,121.803916000868,Bajo,0.951486520840712,True
1403900015281,039,0001,3133.0,123.20330422416,Bajo,0.962418016933792,True
1403900012357,039,0001,2874.0,122.027526064315,Bajo,0.953233278812702,True
1403900011912,039,0001,2808.0,121.305298734646,Bajo,0.947591509715899,True
140390001514A,039,0001,4366.0,120.565759762682,Medio,0.941814508560575,True
1403900014673,039,0001,4058.0,123.166093793435,Bajo,0.962127343001199,True
1403900013603,039,0001,4489.0,124.760629829265,Muy bajo,0.974583260634226,True
140390001044A,039,0001,7371.0,121.063207909038,Medio,0.945700386959361,True
1403900012249,039,0001,3183.0,124.616849471809,Muy bajo,0.973460102392904,True
1403900010399,039,0001,3486.0,122.775485403092,Bajo,0.959076056716312,True
1403900014762,039,0001,2342.0,125.31285927454,Muy bajo,0.978897069999652,True
1403900012183,039,0001,931.0,124.35600935222,Muy bajo,0.971422517181925,True
1403900015046,039,0001,4361.0,120.068979921307,Medio,0.937933850709724,True
140390001489A,039,0001,2999.0,120.521915075928,Medio,0.941472010307429,True
1403900010204,039,0001,2702.0,120.274062133377,Medio,0.939535876053863,True
1403900011113,039,0001,1954.0,123.307919094854,Bajo,0.96323522907781,True
1403900010191,039,0001,2777.0,121.595052387292,Bajo,0.949854956605861,True
1403900015493,039,0001,3692.0,119.430109052485,Medio,0.932943231030154,True
1403900011679,039,0001,1848.0,122.177235483511,Bajo,0.954402752661197,True
1403900015101,039,0001,4789.0,121.474909975257,Bajo,0.948916449131016,True
1403900011594,039,0001,227.0,124.783112970754,Muy bajo,0.974758890505377,True
1403900012272,039,0001,2353.0,121.84071950543,Bajo,0.9517740160187,True
1403900012342,039,0001,2027.0,120.546434710236,Medio,0.941663548496886,True
1403900010350,039,0001,3820.0,123.44945099924,Bajo,0.96434082324681,True
1403900010990,039,0001,2212.0,123.606639116914,Bajo,0.965568717883647,True
1403900012287,039,0001,3086.0,121.753057984343,Bajo,0.951089237085075,True
