cve_ageb,npp_score,equity_score,final_score,priority_rank,priority_quintile
1400200020219,0.0699460794627218,0.24660085545831062,0.10527703466183957,1849,1
1400200020045,0.40029902700207065,0.22493292323200703,0.36522580624805795,1337,2
1400200020172,0.058069028828062925,0.21622236940268563,0.08969969694298746,1863,1
1400200020261,0.09906687164364032,0.300617789075297,0.13937705512997167,1807,1
1400200020149,0.10446813026812286,0.3894579983151856,0.16146610387753543,1775,1
1400200020242,0.0563540532489014,0.21622236940268563,0.08832771647965826,1864,1
1400200020223,0.20338223919587328,0.2954105741566632,0.2217879061880313,1685,1
1400200020327,0.10949433378242324,0.39937863323581063,0.16747119367310073,1763,1
1400200020153,0.22811860136175907,0.3337079766860045,0.24923647642660818,1647,1
1400200020257,0.12098152734428745,0.2882675221251856,0.1544387263004671,1790,1
1400200020238,0.1866897209137681,0.2257675221251856,0.19450528115605162,1724,1
1400200020276,0.060422370159035566,0.21622236940268563,0.09158237000776559,1860,1
1400200020331,0.02953999186568884,0.21622236940268563,0.0668764673730882,1873,1
1400200020204,0.1854715218592241,0.17296320785824218,0.1829698590590277,1749,1
1400200020100,0.24000150997890535,0.27363618335657125,0.24672844465443855,1653,1
1400200010134,0.09888431496116659,0.21622236940268563,0.12235192584947041,1828,1
1400200010030,0.5340368780429297,0.19133581762064733,0.4654966659584732,867,3
1400200010083,0.2609755910198039,0.13373669278878403,0.2355278113735999,1672,1
1400200010064,0.47630851617141406,0.2158076782915676,0.4242083485954448,1103,3
1400200010168,0.0619509838870904,0.12160085545831062,0.07388095820133445,1867,1
1400200010295,0.09470223157870636,0.21622236940268563,0.11900625914350221,1838,1
1403900015205,0.4055855042804961,0.13764979649175835,0.3519983627227486,1378,2
1400200010079,0.4548592472627784,0.17864176181476507,0.39961575017317574,1197,2
1400200010308,0.14524420379961178,0.12160085545831062,0.14051553413135154,1806,1
1400200010191,0.2728172893486539,0.19053055457220766,0.2563599423933647,1626,1
1400200010280,0.1973638824787535,0.1890617760002683,0.19570346118305648,1721,1
1400200040187,0.43492460296756924,0.2671707361441563,0.4013738296028867,1190,2
1400200010312,0.06196671301171072,0.21622236940268563,0.09281784428990571,1857,1
1400200010098,0.25446224367956827,0.24660085545831062,0.25288996603531677,1637,1
1400200010115,0.14322730090501087,0.22471869958331134,0.15952558064067096,1779,1
1403900012696,0.6170914183121757,0.11560765683296385,0.5167946660163334,355,5
1403900014207,0.5143709753032369,0.24719187133278306,0.4609351545091462,903,3
1403900013020,0.4978160629698437,0.17896496215234287,0.43404584280634356,1057,3
1403900014194,0.5450116498874061,0.23638259716590126,0.4832858393431052,701,4
